constructorid,constructorref,name,nationality,url
1,McLaren,Макларен,Британский,Макларен
2,BMW-Зауэр,BMW Саубер,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,BMW Sauber
4,Рено,Рено,[Translation: French],https://ru.wikipedia.org/wiki/Рено_F1
15,чистый,Чистый,Швейцария,Шёбер
17,Иордания,Иордания,Ирландский,Гран-при Иордании
18,Минарди,Минарди,Итальянский,Минарди
20,Просто,Просто,[Translation: French],Википедия: Prost Grand Prix
34,Брабхам,Брабэм,Британский,Брабхэм
35,доллары,Даллада,Итальянский,Даллара
41,Лейтон,Лейтон-хаус,Британский,Дом Лейтона
44,евробрун,Евро Браун,Итальянский,Евро-Брун
48,Съезд,Риал,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,Риал (командная гонка)
52,душа,Дух,Британский,https://ru.wikipedia.org/wiki/Spirit_(гоночная_команда)
60,Мерзарио,Мерцарио,Итальянский,Мерцарио
68,lec,ЛЭЧ,Британский,ЛЭК (Формула-1)
72,Койяма,Кодамиа,Японская,https://ru.wikipedia.org/wiki/Кодима_Инжиниринг
81,Техно,Техно,Итальянский,"Техно — это тип электронной танцевальной музыки, который возник в 1980-х годах в Великобритании и быстро распространился по Европе и другим регионам. Название происходит от французского слова «текстура» и было введено DJ и продюсером Джеффри Джейкобсом. Техно характеризуется сильными ритмами, повторяющимися басовыми линиями и синтезаторными мелодиями, а также часто содержит голоса и семплы из других жанров.

Техно развилось из ранней электронной танцевальной музыки, такой как койн-бокс и синтезизер-поп, а также под влиянием джемсов, панка и диско. В начале 1980-х годов в Детройте, Мичиган, США, возник субжанр техно под названием детройт-техно, который был отмечен своим более мрачным и индустриальным звуком. В то же время в Европе, особенно в Берлине и Амстелвене, развивались другие разновидности техно, которые были более энергичными и ориентированными на танцы.

Техно стало популярным по всему миру благодаря развитию клубной культуры и танцевальных вечеров в 1980-х и 1990-х годах. Диджеи и продюсеры, такие как Фрэнки Нельсон, Лорд Гиггз, Маркус Эш, Эминем и Дэвид Боуи, внесли свой вклад в развитие жанра, экспериментируя с новыми звуками и стилями. Техно также оказало влияние на другие жанры электронной танцевальной музыки, такие как транс, хаус и дабстеп.

Сегодня техно продолжает развиваться и оставаться популярным жанром по всему миру, привлекая новых поклонников и диджеев, которые создают новые звуки и стили в рамках этого динамичного жанра."
82,матрац,Матра,[Translation: French],"Матра — это индийская компания, занимающаяся разработкой и производством авиационных и оборонных технологий. Она была основана в 1960 году и с тех пор стала одним из ведущих поставщиков военных технологий в Индии. Компания предлагает широкий спектр продуктов, включая истребители, вертолеты, системы вооружения и средства противовоздушной обороны. Матра также активно участвует в разработке и производстве беспилотных летательных аппаратов и других передовых технологий для индийских вооруженных сил."
105,Мазерати,Мазерати,Итальянский,Мазерати
108,Эпперли,Эпперли,Американский,Эпперли
112,Месковский,Месковский,Американский,Месковский
118,ванволл,Ванволл,Британский,Ванволл
120,Дунн,Дунн,Американский,Дунн Инжиниринг
123,фрай,Фрай,Британский,Фрай (гоночная команда)
130,Бугати,Бугати,[Translation: French],"Википедия на английском языке о компании Bugatti:

Bugatti, официально «Bugatti Automobiles S.A.S.» и часто называемая по имени своего основателя «Bugatti», — французский производитель суперкаров, штаб-квартира которого находится в Мераньи, Франция. Компания известна своими высококачественными автомобилями с двигательным двигателем, а также одним из самых высоких в мире показателей мощности на вагу. Bugatti была основана в 1907 году в Германии, а в 1993 году была куплена французской компанией Groupe Renault и перенесла производство в Францию."
131,Мерседес,Мерседес,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,Mercedes-Benz в Формуле-1
132,Ланция,Ланция,Итальянский,Ланция в Формуле-1
139,броммё,Бромма,Американский,Бромме
141,Симка,Симка,[Translation: French],Симка
142,Тернер,Тернер,Американский,Тёрнер (конструктор)
143,дель-роя,Дель Рой,Американский,Дел Рой
149,Шерман,Шерман,Американский,Шерман (конструктор)
153,Циситалия,Циситалия,Итальянский,Циситалия
170,Коппер-Клайкс,Купер-Кликсимс,Британский,Коупер Кар Компани
174,де_томасо-оска,Детомасо-Оска,Итальянский,Дэ-Томасо
178,Коппер-Альфа Ромео,Купер-Альфа Ромео,Британский,Коупер Кар Компани
183,Брабэм-Климкс,Брамх-Климакс,Британский,Брабхэм
185,ЛDS-Альфа-Роверо,ЛДС-Альфа Ромео,Южно-Африканская,LDS (автомобиль)
205,лотус_гонки,Лотос,Малайзийский,http://ru.wikipedia.org/wiki/Лотус_Рэйсинг
208,Лотус F1,Лотус Ф1,Британский,http://ru.wikipedia.org/wiki/Лотус_(футбольный_клуб)
209,манор,Манор Маруссия,Британский,Манор Моторспорт
210,ХАС,"Команда ""Хасс"" Формулы-1",Американский,Хасс Ф1 Команда
