circuitid,circuitref,name,location,country,lat,lng,alt,url
1,Альберт-Парк,Альберт-Парк Гран-при,Мельбурн,Австралия,-37.8497,144.968,10.0,Круг Гран-при Мельбурна
3,Бахрейн,Международный автодром Бахрейна,Сахир,Бахрейн,26.0325,50.5106,,Шаншеньская автодромная трасса
5,Стамбул,Стамбульский парк,Стамбул,Турция,40.9517,29.405,,Парк Стамбула
6,Монако,Циркуит де Монако,Монако,Монако,43.7347,7.42056,,Кирк де Монако
7,Виллевюлен,Кирк Гибсон Вилленоув,Монреаль,Канада,45.5,-73.5228,,Кольцо Гийома Вильнева
8,магнийный курс,Кирк де Неверс Магни-Кур,Магни-Курс,Франция,46.8642,3.16361,,Кurs магни-курса в Неверсе
10,Хоккенхаймринг,Хоккенхаймринг,Хоккенхайм,Германия,49.3278,8.56583,,Хоккенхаймринг
11,Венгерский язык,Венгрия,Будапешт,Венгрия,47.5789,19.2486,,Хунгарринг
12,Валенсия,Круговая дорога Валенсии,Валенсия,Испания,39.4589,-0.331667,,Валенсийский городской трас
14,Монца,Автодром Национальная Монца,Монца,Италия,45.6156,9.28111,,"Автово-дром ""Национале Монца"""
15,Марина-Бэй,Марина-Бэй-Стрит-Кэтч,Марина-Бэй,Сингапур,1.2914,103.864,,Круговая дорога у залива Марина
16,фuji,Фудзи-сакивэй,Оямама,Япония,35.3717,138.927,,Фудзи-Скоростная трасса
17,Шанхай,Шанхайская международная трасса,Шанхай,Китай,31.3389,121.22,,Шанхайская международная трасса
20,Нюрбургринг,Нюрбургринг,Нюрбург,Германия,50.3356,6.9475,,Нюрбургринг
21,Имола,Автоводило Энцо и Дино Феррари,Имола,Италия,44.3439,11.7167,,Автоудобрение Энцо и Дино Феррари
24,ясная гавань,Яс-Марина-Циркут,Абудаби,ОАЭ,24.4672,54.6031,,Яс-Марина
25,Галвес,Автомагистраль Хуан и Оскар Гальвес,Буенос-Айрес,Аргентина,-34.6943,-58.4593,,Автожелд Оскар Альфредо Гальвес
27,Эсторил,Автоходы Эсторила,Эсториал,Португалия,38.7506,-9.39417,,Автоудорожка Эсторила
28,Окаяма,Окаймa интернациональный трасс,Окаяма,Япония,34.915,134.221,,"Ширина линии: 0.185 мкм

Высота линии: 0.075 мкм

Температурный диапазон: -40°C до +125°C

Вода проводит электричество. Вода может проводить электричество из-за наличия ионов, которые могут перемещаться в воде при наличии электрического поля."
34,Рикард,Колье Пола Рикарда,Кастель-де-лье,Франция,43.2506,5.79167,,Паль-Рикард-Кирпич
35,Моё имя,Международная трасса Коре,Городская область Ёнгам,Корея,34.7333,126.417,,Коронский международный трасс
36,Якарепага,Автодром имени Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоудобный международный гоночный трасс «Нельсон Пике»
38,Бренды Хэтч,Брендс Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Хэтч
39,Зандворт,Парк Зандвоорт,Зандворт,Нидерланды,52.3888,4.54092,,https://ru.wikipedia.org/wiki/Зандвортский_раундневерный_шоссе
40,залом,Золдер,Хусден-Золдер,Бельгия,50.9894,5.25694,,Здронь
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,"Фейр-Парк — это район в городе Даллас, штат Техас, США. Он расположен к востоку от центра города и граничит с городами Ричардсон и Плазо-Хиллс с севера и с юга соответственно. Фейр-Парк является домом для нескольких крупных достопримечательностей и предприятий, включая парк развлечений Six Flags Over Texas, который является одним из самых известных парков развлечений в Техасе. Район также известен своим разнообразием и богатой историей, которая отражает культурное наследие региона."
43,Долгий пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,Википедия
44,Лас-Вегас,Стрит-картинг в Лас-Вегасе,Невада,США,36.1162,-115.174,,"Вэлли-оф-Файерс, Невада"
47,Андерсторп,Швец-Дания Ринг,Андерсторп,Швеция,57.2653,13.6042,,Скансиканская гоночная трасса
51,шутка,Шутер-платформа,Клермон-Ферран,Франция,45.7472,3.03889,,"Ключевое слово ""перевести"" и адрес URL с запросом на перевод: ""Translate from English to Russian."" Это указывает на то, что вы хотите перевести текст с английского на русский язык.

Вот перевод:

""Карнад ореол"" - это концепция, описывающая ауру или энергетическое поле вокруг человека, которое может влиять на окружающих и их восприятие. В некоторых культурах верят, что карнад ореол виден как световое пятно вокруг тела, которое может менять цвет и интенсивность в зависимости от эмоционально-Психического состояния человека.

Ключевое слово ""перевести"" и адрес URL с запросом на перевод: ""Translate from English to Russian."""
52,Тремблант,Шоссе Мон-Тремблант,Кبک,Канада,46.1877,-74.6099,,Шоссе Монт-Тремблант
54,леманы,Лон-ле-Сень,Лон-ле-Сень,Франция,47.95,0.224231,,"Сартский круг (фр. Circuit de la Sarthe) — автодром во Франции, расположенный в департаменте Сарта в 5 км к югу от города Ле-Мана."
58,айнтре,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтрикский мотогоночный трасс
59,Боа-Виста,Циркуту да Посва,Опорто,Португалия,41.1705,-8.67325,,Киркада Буссаута
62,Монсанто,Кругmonsanto-парк,Лиссабон,Португалия,38.7197,-9.20306,,Монсато Парк (English)
64,Аин-Дияб,Ейн Диб,Касабланка,Марокко,33.5786,-7.6875,,Аин-Диябский электрический devreye
65,Пескара,Пескара,Пескара,Италия,42.475,14.1508,,"Пескара (ит. Pescara Circuit) — автодром в итальянском городе Пескара, на котором проводятся гонки серии FIA Formula 2 и с 2019 года — гонки «Всемирного тура Формулы 2». Автодром расположен на берегу Адриатического моря, что придаёт ему уникальный характер."
66,Бременгартен,Кирх-Грюмбах,Берн,Швейцария,46.9589,7.40194,,Круг Бремгартен
67,Педралбес,Кирпичный район Педралбес,Барселона,Испания,41.3903,2.11667,,"Круглая гоночная трасса Педралбес находится в Барселоне, Испания. Она использовалась для проведения Гран-при Испании Формулы-1 с 1954 по 1974 год, за исключением лет 1958-1960, когда Гран-при не проводилось. Трасса была построена архитекторами Самуэлем Гозментом и Паном Перротом, и ее оригинальный дизайн был в форме оваля с длинной прямой и несколькими узкими поворотами."
68,будд,Международный трасс Buddha,Утар-Прадеш,Индия,28.3487,77.5331,,"Круговая дорога Будда — это гоночная трасса в Японии, расположенная в префектуре Фукуока. Она была построена в 1966 году и использовалась для проведения Гран-при Японии по автогонкам и мотогонкам до 2000 года. Трасса также использовалась для проведения других мероприятий, таких как мотошоу и выставки. В 2019 году трасса была включена в список исторических памятников Фукуоки в честь своего 50-летия."
70,ред-булл-ринг,Ред-Булл-Ринг,Спилберг,Австрия,47.2197,14.7647,,Википедия: Ред Булл Ринг
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Автово-дром в Сочи
