orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10260,OTTIK,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-29T00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10262,RATTC,8,1996-07-22T00:00:00,1996-08-19T00:00:00,1996-07-25T00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10264,FOLKO,6,1996-07-24T00:00:00,1996-08-21T00:00:00,1996-08-23T00:00:00,3,3.67,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
10267,FRANK,4,1996-07-29T00:00:00,1996-08-26T00:00:00,1996-08-06T00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10275,MAGAA,1,1996-08-07T00:00:00,1996-09-04T00:00:00,1996-08-09T00:00:00,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10291,QUEDE,6,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-04T00:00:00,2,6.4,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10294,RATTC,4,1996-08-30T00:00:00,1996-09-27T00:00:00,1996-09-05T00:00:00,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10320,WARTH,5,1996-10-03T00:00:00,1996-10-17T00:00:00,1996-10-18T00:00:00,3,34.57,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10329,SPLIR,4,1996-10-15T00:00:00,1996-11-26T00:00:00,1996-10-23T00:00:00,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10341,SIMOB,7,1996-10-29T00:00:00,1996-11-26T00:00:00,1996-11-05T00:00:00,3,26.78,Simons bistro,Vinbltet 34,Kobenhavn,,1734,Denmark
10367,VAFFE,7,1996-11-28T00:00:00,1996-12-26T00:00:00,1996-12-02T00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10371,LAMAI,1,1996-12-03T00:00:00,1996-12-31T00:00:00,1996-12-24T00:00:00,1,0.45,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10388,SEVES,2,1996-12-19T00:00:00,1997-01-16T00:00:00,1996-12-20T00:00:00,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10398,SAVEA,2,1996-12-30T00:00:00,1997-01-27T00:00:00,1997-01-09T00:00:00,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10401,RATTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-10T00:00:00,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10417,SIMOB,4,1997-01-16T00:00:00,1997-02-13T00:00:00,1997-01-28T00:00:00,3,70.29,Simons bistro,Vinbltet 34,Kobenhavn,,1734,Denmark
10419,RICSU,4,1997-01-20T00:00:00,1997-02-17T00:00:00,1997-01-30T00:00:00,2,137.35,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland
10430,ERNSH,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-03T00:00:00,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-07T00:00:00,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10455,WARTH,8,1997-02-24T00:00:00,1997-04-07T00:00:00,1997-03-03T00:00:00,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
