year,hofid,name,category
1993,smithbi01h,Билли Смит,Игрок
1962,pitredi01h,Дидиер Питре,Игрок
2007,gregoji01h,Джим Грегори,Строитель
1978,bathgan01h,Энди Бاثгейт,Игрок
1974,dundeto01h,Томми Дандервилл,Игрок
1985,cheevge01h,Гери Чеверс,Игрок
2002,neilsro01h,Роже Нилсон,Строитель
1965,hornere01h,Красный Хорн,Игрок
1975,bucklfr01h,Франк Бакленд,Строитель
1976,gibsoja02h,Джек Гибсон,Строитель
1945,phillto01h,Томми Филиппс,Игрок
1958,gardihe01h,Эрб Гарднер,Игрок
1963,primejo01h,Джо Прайм-Эу,Игрок
1962,hylanha01h,Гарри Хайленд,Игрок
1962,ruttaja01h,Джек Руттан,Игрок
1958,duttore01h,Красный Доттон,Игрок
1963,gormato01h,Томми Горман,Строитель
1987,giacoed01h,Эд Джиакомин,Игрок
1996,salmibo01h,Борже Салминг,Игрок
1992,johnsbo02h,Боб Джонсон,Строитель
1970,gadsbbi01h,Билл Гэдсби,Игрок
2009,robitlu01h,Люк Робитайль,Игрок
1997,trottbr01h,Брайан Троттьер,Игрок
2010,granaca01h,Камми Гранато,Игрок
2001,fetisvi01h,Вячеслав Fetисов,Игрок
1995,robinla01h,Ларри Робинсон,Игрок
1989,sittlda01h,Дэррил Ситлер,Игрок
1965,marshja02h,Джек Маршалл,Игрок
1972,belivje01h,Жан Беливье,Игрок
1947,robincl01h,Клод Робинсон,Строитель
1962,roddemi01h,Майк Родден,Судья/Судебный оператор
1952,goheemo01h,Моос Гохен,Игрок
1962,wilsoph01h,Фат Уилсон,Игрок
1981,ashlejo01h,Джон Ашли,Судья/Судебный оператор
1992,gainebo01h,Боб Гейни,Игрок
1961,smeatco01h,Купер Смеатон,Судья/Судебный оператор
1964,bentldo01h,Дуг Бентли,Игрок
1969,leadeal01h,АЛ Лидер,Строитель
1970,dyeba01h,Бебе Дай,Игрок
1966,brimsfr01h,Франк Бримсек,Игрок
1963,seibeea01h,Эрл Сиберт,Игрок
2007,macinal01h,Ал МакИннис,Игрок
1966,lachel01h,Элмер Лач,Игрок
1974,haych01h,Чарльз Хай,Строитель
1971,sawchte01h,Тери Сэкчу,Игрок
1973,molsoha01h,Хартленд Молсон,Строитель
1947,roberjo02h,Джон Робертсон,Строитель
1952,johnsmo01h,Моос Джонсон,Игрок
1965,hewitfo01h,Фостер Хьюитт,Строитель
2008,andergl01h,Гленн Андерсон,Игрок
1947,caldefr01h,Франк Кедлер,Строитель
1952,cookbi01h,Билл Кук,Игрок
1947,hewitwi01h,Уильям Хьюитт,Строитель
2002,federbe01h,Бернчи Федерко,Игрок
1993,shuttst01h,Стив Шутт,Игрок
1988,parkbr01h,Брад Парк,Игрок
1950,davidal01h,Скоти Дейвсон,Игрок
2007,messima01h,Марк Мессье,Игрок
2011,nieuwjo01h,Джо Ньюдайк,Игрок
1958,clancki01h,Король Кленси,Игрок
1960,bouchge01h,Георг Буше,Игрок
1986,boivile01h,Ле Боэн,Игрок
1991,bossymi01h,Майк Босси,Игрок
1968,dunnji01h,Джимми Дунн,Строитель
2000,mullejo01h,Джо Муллен,Игрок
1983,drydeke01h,Кен Драйден,Игрок
1945,mcgeefr01h,Франк Макгери,Игрок
1961,brownge03h,Джордж Браун,Строитель
