year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1922,СКФ,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
1930,КФ,Привет! Как твои дела?,CHI,NHL,TOR,NHL,1,0,1,4,3,ТГ
1913,СКФ,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1936,КФ,В,NYR,NHL,TOR,NHL,2,0,0,5,1,
1979,КФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYI,NHL,BOS,NHL,4,1,0,19,14,
1918,СКФ,,SEA,PCHA,MTL,NHL,2,2,0,19,10,Н/Д
1996,КЗПФ,Привет! Как твои дела?,BUF,NHL,OTT,NHL,4,3,0,14,13,
1927,СКФ,"Добро пожаловать в Coral! Я готов помочь вам с переводом на русский язык. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это для вас.",NYR,NHL,MTM,NHL,3,2,0,5,6,
2002,КЗПФ,Да,PHI,NHL,TOR,NHL,4,3,0,24,16,
2006,КФС,я,BUF,NHL,NYR,NHL,4,2,0,17,13,
1989,DSF,Да.,STL,NHL,TOR,NHL,4,1,0,20,16,
1999,КЗПФ,"Добро пожаловать в Coral! Я готов помочь вам с переводом на русский язык. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это для вас.",SJS,NHL,STL,NHL,4,3,0,20,22,
2005,КФС,Добро пожаловать в ресторан «Бекон Бизнесс». Как я могу вам помочь?,CAR,NHL,NJD,NHL,4,1,0,17,10,
1964,СКФ,В,MTL,NHL,CHI,NHL,4,3,0,18,12,
2007,СКФ,О,DET,NHL,PIT,NHL,4,2,0,17,10,
1990,"К сожалению, я не понимаю, что вы имеете в виду под ""DF"". Можете ли вы предоставить дополнительную информацию или контекст, чтобы я мог помочь вам с вашим запросом?","Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в переводе и других задачах. Как я могу помочь вам сегодня?",MNS,NHL,STL,NHL,4,2,0,22,17,
1996,КЗПФ,"Добро пожаловать в Coral! Я готов помочь вам с переводом на русский язык. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это для вас.",COL,NHL,CHI,NHL,4,2,0,28,14,
1984,DSF,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад.",EDM,NHL,LAK,NHL,3,0,0,11,7,
1916,Да.,,MOC,NHA,OT1,NHA,1,1,0,7,6,ТГ
1973,"К сожалению, я не понимаю, что вы имеете в виду под ""DF"". Можете ли вы предоставить дополнительную информацию или контекст, чтобы я мог помочь вам с вашим запросом?",,HOU,WHA,MFS,WHA,4,2,0,26,17,
1991,DSF,А,MTL,NHL,HAR,NHL,4,3,0,21,18,
1964,SF,А,CHI,NHL,DET,NHL,4,3,0,23,19,
1995,КФС,я,FLO,NHL,PHI,NHL,4,2,0,15,11,
1968,КФ,А,MTL,NHL,NYR,NHL,4,0,0,16,7,
1934,КФ,В,NYR,NHL,MTL,NHL,2,0,0,6,5,ТГ
1983,СКФ,О,EDM,NHL,NYI,NHL,4,1,0,21,12,
1993,КЗПФ,"Добро пожаловать в Coral! Я готов помочь вам с переводом на русский язык. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это для вас.",SJS,NHL,DET,NHL,4,3,0,21,27,
1981,DSF,А,QUE,NHL,MTL,NHL,3,2,0,11,16,
1994,КЗПФ,"Добро пожаловать в Chatbot Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",CHI,NHL,TOR,NHL,4,3,0,22,20,
1959,SF,А,MTL,NHL,CHI,NHL,4,0,0,14,6,
1926,КФ,Привет! Как твои дела?,BOS,NHL,CHI,NHL,1,0,1,10,5,ТГ
1985,DSF,"Добро пожаловать в Coral! Я готов помочь вам с переводом на русский язык. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это для вас.",TOR,NHL,CHI,NHL,3,0,0,18,9,
1977,КФ,,NEW,WHA,EDO,WHA,4,1,0,23,9,
1927,SF,Да,NYR,NHL,BOS,NHL,1,0,1,5,2,ТГ
