playerid,award,year,lgid,note,pos
abelsi01,Первая сборная звезд,1948,NHL,,В
abelsi01,Первая сборная звезд,1949,NHL,,В
abelsi01,Харту,1948,NHL,,
abelsi01,Второй сборной команды,1941,NHL,,LW
abelsi01,Второй сборной команды,1950,NHL,кип,В
alfreda01,Все-новенький,1995,NHL,,Да.
alfreda01,Кальдер,1995,NHL,,
alfreda01,Король Кленси,2011,NHL,,
alfreda01,Второй сборной команды,2005,NHL,,РВ
amontto01,Все-новенький,1991,NHL,,РВ
anderto01,Первая сборная звезд,1941,NHL,,Да
anderto01,Харту,1941,NHL,,
antonmi01,Второй сборной команды,1976,WHA,,LW
appssy01,Кальдер,1936,NHL,,
appssy01,Первая сборная звезд,1938,NHL,,В
appssy01,Первая сборная звезд,1941,NHL,,В
appssy01,Леди Бинг,1941,NHL,,
appssy01,Второй сборной команды,1937,NHL,,В
appssy01,Второй сборной команды,1940,NHL,,В
appssy01,Второй сборной команды,1942,NHL,,В
arnasty01,Все-новенький,2002,NHL,,Да.
arnotja01,Все-новенький,1993,NHL,,В
ashbeba01,Второй сборной команды,1973,NHL,,Да
auriela01,Первая сборная звезд,1936,NHL,,РВ
backsni01,Крозьер,2006,NHL,,
backsni01,Джинн,2006,NHL,общий,
backsni02,Все-новенький,2007,NHL,,Да.
backsra01,Кальдер,1958,NHL,,
backsra01,Денау,1973,WHA,Самый галантный,
baileac01,Аркт Росс,1928,NHL,,
barbebi01,Первая сборная звезд,1975,NHL,,LW
barbebi01,Второй сборной команды,1978,NHL,,LW
barbebi01,Второй сборной команды,1980,NHL,,LW
barrato01,Все-новенький,1983,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
barrato01,Кальдер,1983,NHL,,
barrato01,Первая сборная звезд,1983,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
barrato01,Джинн,1984,NHL,общий,
barrato01,Второй сборной команды,1984,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
barrato01,Второй сборной команды,1992,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
barrato01,Везина,1983,NHL,,
barryma01,Первая сборная звезд,1936,NHL,,В
barryma01,Леди Бинг,1936,NHL,,
bathgan01,Первая сборная звезд,1958,NHL,,РВ
bathgan01,Первая сборная звезд,1961,NHL,,РВ
bathgan01,Харту,1958,NHL,,
bathgan01,Второй сборной команды,1957,NHL,,РВ
bathgan01,Второй сборной команды,1962,NHL,,РВ
bauerbo01,Леди Бинг,1939,NHL,,
bauerbo01,Леди Бинг,1940,NHL,,
bauerbo01,Леди Бинг,1946,NHL,,
bauerbo01,Второй сборной команды,1938,NHL,,РВ
bauerbo01,Второй сборной команды,1939,NHL,,РВ
bauerbo01,Второй сборной команды,1940,NHL,,РВ
bauerbo01,Второй сборной команды,1946,NHL,,РВ
belfoed01,Все-новенький,1990,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
belfoed01,Кальдер,1990,NHL,,
belfoed01,Крозьер,1999,NHL,,
belfoed01,Первая сборная звезд,1990,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
belfoed01,Первая сборная звезд,1992,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
belfoed01,Джинн,1990,NHL,,
belfoed01,Джинн,1992,NHL,,
belfoed01,Джинн,1994,NHL,,
belfoed01,Джинн,1998,NHL,общий,
belfoed01,Второй сборной команды,1994,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я надам вам точний та якісний переклад."
belfoed01,Везина,1990,NHL,,
belfoed01,Везина,1992,NHL,,
belivje01,Аркт Росс,1955,NHL,,
belivje01,Конн Смайти,1964,NHL,,
belivje01,Первая сборная звезд,1954,NHL,,В
belivje01,Первая сборная звезд,1955,NHL,,В
belivje01,Первая сборная звезд,1956,NHL,,В
belivje01,Первая сборная звезд,1958,NHL,,В
belivje01,Первая сборная звезд,1959,NHL,,В
belivje01,Первая сборная звезд,1960,NHL,,В
belivje01,Харту,1955,NHL,,
belivje01,Харту,1963,NHL,,
belivje01,Второй сборной команды,1957,NHL,,В
belivje01,Второй сборной команды,1963,NHL,,В
belivje01,Второй сборной команды,1965,NHL,,В
belivje01,Второй сборной команды,1968,NHL,,В
bellbr01,Все-новенький,1984,NHL,,Да
bellobr01,Второй сборной команды,1989,NHL,,LW
bennibr01,Все-новенький,1986,NHL,,Да
bentldo01,Аркт Росс,1942,NHL,,
bentldo01,Первая сборная звезд,1942,NHL,,LW
bentldo01,Первая сборная звезд,1943,NHL,,LW
bentldo01,Первая сборная звезд,1946,NHL,,LW
bentldo01,Второй сборной команды,1948,NHL,,В
hedbean01,Каплан,1974,WHA,Роки,
parkbr01,Второй сборной команды,1972,NHL,,Да
parkbr01,Первая сборная звезд,1971,NHL,,Да
pecami01,Селке,2001,NHL,,
