raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Австралийский Гран-при,2009-03-29,06:00:00,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix
2,2009,2,2,Гран-при Малайзии,2009-04-05,09:00:00,http://en.wikipedia.org/wiki/2009_Малайзиян_Grand_Prix
3,2009,3,17,Гран-при Китая,2009-04-19,07:00:00,http://en.wikipedia.org/wiki/2009_chinan_Grand_Prix
4,2009,4,3,Гран-при Бахрейна,2009-04-26,12:00:00,http://en.wikipedia.org/wiki/2009_Бахрейн_Grand_Prix
5,2009,5,4,Гран-при Испании,2009-05-10,12:00:00,http://en.wikipedia.org/wiki/2009_испанский_Grand_Prix
6,2009,6,6,Гран-при Монако,2009-05-24,12:00:00,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix
7,2009,7,5,Турецкий Гран-при,2009-06-07,12:00:00,http://en.wikipedia.org/wiki/2009_urkish_Grand_Prix
8,2009,8,9,Гран-при Великобритании,2009-06-21,12:00:00,http://en.wikipedia.org/wiki/2009_British_Grand_Prix
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,http://en.wikipedia.org/wiki/2009_nerman_Grand_Prix
10,2009,10,11,Гран-при Венгрии,2009-07-26,12:00:00,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix
11,2009,11,12,Европейский Гран-при,2009-08-23,12:00:00,http://en.wikipedia.org/wiki/2009_European_Grand_Prix
12,2009,12,13,Гран-при Бельгии,2009-08-30,12:00:00,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix
13,2009,13,14,Гран-при Италии,2009-09-13,12:00:00,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix
14,2009,14,15,Гран-при Сингапура,2009-09-27,12:00:00,http://en.wikipedia.org/wiki/2009_Сингапур_Grand_Prix
15,2009,15,22,Гран-при Японии,2009-10-04,05:00:00,http://en.wikipedia.org/wiki/2009_Японский_Grand_Prix
16,2009,16,18,Гран-при Бразилии,2009-10-18,16:00:00,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix
17,2009,17,24,Гран-при Абу-Даби,2009-11-01,11:00:00,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix
