playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
zasloma01,Max,Max,,Zaslofsky,,,,"Slats, The Touch",G-F,0,0,74.0,170,St. John's (NY),,1925-12-07,Brooklyn,NY,USA,Thomas Jefferson,Brooklyn,NY,USA,1985-10-15,W
greende01,Devin,Devin,,Green,,,,,G,0,0,79.0,210,Hampton,,1982-10-25,Columbus,OH,USA,Beechcroft,Columbus,OH,USA,0000-00-00,B
griffpa01,Paul,Paul,Arthur,Griffin,,,,Griff,F-C,0,0,81.0,205,Western Michigan,,1954-01-20,Shelby,MI,USA,Shelby,Shelby,MI,USA,0000-00-00,W
adrieje01,Jeff,Jeff,,Adrien,,,,,F,0,0,79.0,243,Connecticut,,1986-02-10,Brookline,MA,USA,Brookline/Brewster Academy,Brookline/ Wolfeboro,MA/NH,USA,0000-00-00,B
hendece01,Cedric,Cedric,,Henderson,,,,,F-C,0,0,80.0,210,Georgia,,1965-10-03,Marietta,GA,USA,Marietta,Marietta,GA,USA,0000-00-00,B
meyerto01,,Tom,,Meyer,,,,,F-C,0,0,76.0,214,Detroit,,0000-00-00,,,,,,,,0000-00-00,W
korveky01,Kyle,Kyle,Elliot,Korver,,,,,F,0,0,79.0,210,Creighton,,1981-03-17,Lakewood,CA,USA,Pella,Pella,IA,USA,0000-00-00,W
battlke01,Kenny,Kenneth,R.,Battle,,,,Kenny,F,0,0,78.0,210,Illinois,Northern Illinois,1964-10-10,Aurora,IL,USA,Aurora West,Aurora,IL,USA,0000-00-00,B
baskeje01,Jerry,Jerry,W.,Baskerville,,,,,F,0,0,79.0,190,Temple,UNLV,1951-11-10,Philadelphia,PA,USA,Thomas Edison,Philadelphia,PA,USA,0000-00-00,B
workmha01,Haywoode,Haywoode,Wilvon,Workman,,,,,G,0,0,74.0,180,Oral Roberts,Winston-Salem State,1966-01-23,Charlotte,NC,USA,Myers Park,Charlotte,NC,USA,0000-00-00,B
barnena01,Nate,Nathaniel,,Barnett,,,Jr.,Nate,G,0,0,75.0,175,Akron,,1953-01-29,,,,Mervo,Baltimore,MD,USA,0000-00-00,B
blockjo01,John,John,William,Block,,,Jr.,,F-C,0,0,81.0,207,USC,,1944-04-16,Los Angeles,CA,USA,Glendale,Glendale,CA,USA,0000-00-00,W
bennema01,Mario,Mario,Marcell,Bennett,,,,,F,0,0,81.0,220,Arizona State,,1973-08-01,Denton,TX,USA,Denton,Denton,TX,USA,0000-00-00,B
jackslu01,Luke,Lucious,Brown,Jackson,,,,Luke,F-C,0,0,81.0,240,Pan American,Texas Southern,1941-10-31,San Marcos,TX,USA,Morehouse,Bastrop,LA,USA,0000-00-00,B
buntdi01,Dick,Richard,J.,Bunt,,,,Dick,G,0,0,72.0,170,NYU,,1930-07-13,New York,NY,USA,Bayside,Bayside,NY,USA,0000-00-00,W
hollawi01,Wilbur,Wilbur,,Holland,,,,,G,0,0,72.0,175,New Orleans,,1951-11-08,Columbus,GA,USA,,,,,0000-00-00,B
dennibl01,Blaine,Blaine,,Denning,,,,,G,0,0,74.0,175,Lawrence Tech,,1930-09-19,Fulton,KY,USA,Northern,Detroit,MI,USA,0000-00-00,B
wintevo01,Voise,Voise,Lee,Winters,,,,,F,0,0,80.0,200,Bradley,,1962-10-12,Chicago,IL,USA,Gage Park,Chicago,IL,USA,0000-00-00,B
hammoju01,Julian,Julian,,Hammond,,,,Julie,F,0,0,77.0,205,Tulsa,,1943-05-27,Chicago,IL,USA,DuSable,Chicago,IL,USA,0000-00-00,B
willilo01,Lorenzo,Lorenzo,,Williams,,,,"Lo, Zo",F-C,0,0,81.0,200,Stetson,Polk CC,1969-07-15,Ocala,FL,USA,Forest,Ocala,FL,USA,0000-00-00,B
knoblbu01,,Bernard,,Knoblauch,,,,Buzz,F,0,0,73.0,170,Carroll (WI),,0000-00-00,,,,Tomah,Tomah,WI,USA,0000-00-00,W
webstma02,Martell,Martell,,Webster,,,,,F-G,0,0,79.0,210,none,,1986-12-04,Edmond,WA,USA,Seattle Prep,Seattle,WA,USA,0000-00-00,B
quinnba01,,Bart,,Quinn,,,,,F,0,0,74.0,210,Toledo,,0000-00-00,,,,Central Catholic,Fort Wayne,IN,USA,0000-00-00,W
colembe01,Ben,Benjamin,,Coleman,,,,"Ben, Big Ben",F,0,0,81.0,235,Maryland,Minnesota,1961-11-14,Minneapolis,MN,USA,North,Minneapolis,MN,USA,0000-00-00,B
curryja01,JamesOn,JamesOn,,Curry,,,,,G,0,0,75.0,190,Oklahoma State,,1986-01-07,Pleasant Grove,NC,USA,Eastern Alamance,Mebane,NC,USA,0000-00-00,B
catoke01,Kelvin,Kelvin,T.,Cato,,,,,C,0,0,83.0,255,Iowa State,South Alabama,1974-08-26,Atlanta,GA,USA,Lithonia,Decatur,GA,USA,0000-00-00,B
farledi01,Dick,Richard,L.,Farley,,,,Dick,G-F,0,0,76.0,190,Indiana,,1932-04-13,,,,Winslow,Winslow,IN,USA,1969-10-01,W
