country,name,percentage
PR,Protestant,15.0
IND,Jains,0.5
WL,Protestant,7.0
MK,Christian Orthodox,67.0
IL,Christian,2.0
B,Protestant,25.0
Z,Christian,60.0
AXA,Protestant,30.2
ROU,Protestant,2.0
SP,Muslim,100.0
COM,Muslim,86.0
VU,Presbyterian,36.7
TN,Jewish,1.0
BDS,Protestant,67.0
SLB,Baptist,17.0
HCA,Roman Catholic,97.0
RI,Hindu,2.0
F,Muslim,1.0
SLB,United,11.0
WL,Roman Catholic,90.0
MS,Christian,28.3
SLB,Protestant,5.0
HR,Protestant,0.4
DK,Protestant,91.0
GBZ,Muslim,8.0
GAZA,Jewish,0.6
MEX,Roman Catholic,89.0
CDN,United Church,12.0
NAM,Protestant,50.0
RI,Roman Catholic,3.0
IR,Bahai,1.0
WEST,Christian,8.0
BS,Methodist,6.0
KIR,Roman Catholic,52.6
RG,Christian,8.0
BIH,Roman Catholic,15.0
VU,Church Christ,3.8
J,Buddhist,84.0
THA,Christian,0.5
IL,Judaism,82.0
RP,Protestant,9.0
G,Christian,55.0
EAK,Roman Catholic,28.0
SYR,Muslim,90.0
S,Pentecostal,1.0
DOM,Roman Catholic,95.0
VU,Anglican,15.0
Z,Muslim,1.0
BERM,Protestant,18.0
IND,Muslim,14.0
THA,Buddhist,95.0
D,Protestant,45.0
YV,Protestant,2.0
WAFU,Roman Catholic,99.0
CL,Christian,8.0
MV,Muslim,100.0
VIRG,Baptist,42.0
FL,Protestant,8.3
MA,Muslim,98.7
PY,Roman Catholic,90.0
VIRG,Episcopalian,17.0
RM,Muslim,7.0
YV,Roman Catholic,96.0
EAU,Protestant,33.0
RH,Protestant,16.0
TO,Christian,100.0
ZW,Muslim,1.0
F,Protestant,2.0
COCO,Christian,20.0
BERM,Anglican,23.0
BS,Roman Catholic,19.0
SY,Anglican,8.0
GUAD,Protestant,1.0
RT,Christian,20.0
JOR,Muslim,92.0
D,Roman Catholic,37.0
AFG,Muslim,99.0
USA,Roman Catholic,28.0
BVIR,Protestant,86.0
IND,Sikh,2.0
CY,Muslim,18.0
MEX,Protestant,6.0
SME,Protestant,25.2
MACX,Protestant,1.0
IL,Muslim,14.0
FSM,Protestant,47.0
WAG,Muslim,90.0
