river,country,province
Hwangho,TJ,Qinghai
Jordan,RL,Lebanon
Paraguay,PY,Paraguay
Oder,CZ,Severomoravsky
Sanga,RCB,Congo
Don,R,Lipetskaya oblast
Tocantins,BR,Tocantins
Schatt al Arab,IR,Khuzestan
Orinoco,YV,Anzoategui
Akagera,RWA,Rwanda
Donau,RO,Constanta
March,CZ,Jihomoravsky
Saskatchewan River,CDN,Saskatchewan
Benue,CAM,Nord
Amudarja,TM,Dashhowuz
Donau,RO,Calarasi
Lagen,N,Akershus
Jenissej,R,Rep. of Khakassiya
Parana,BR,Goias
Tigris,TR,Siirt
Mur,A,Salzburg
Zaire,ZRE,Equateur
Amudarja,AFG,Afghanistan
Limpopo,RSA,Limpopo
Drau,I,Trentino Alto Adige
Pjandsh,TAD,Khatlon
Cuango,ANG,Lunda Sul
Sanaga,CAM,Centre
Guadalquivir,E,Andalusia
Jangtse,TJ,Hunan
Amur,TJ,Heilongjiang
Fimi,ZRE,Bandundu
Nile,ET,Beni Suef
Kasai,ANG,Lunda Sul
Thames,GB,Kent
Volga,R,Rep. of Tatarstan
Colorado,MEX,Sonora
Dnepr,UA,Zaporizka
Connecticut River,USA,New Hampshire
Oranje,NAM,Namibia
Brigach,D,Baden Wurttemberg
Schilka,R,Chitinskaya oblast
Enns,A,Salzburg
Tajo,P,Castelo Branco
Theiss,UA,Zakarpatska
Irtysch,R,Tyumenskaya oblast
Parana,BR,Parana
Hudson River,USA,New Jersey
Nile,ET,Sohag
Rhein,CH,TG
Amazonas,PE,Ucayali
Olt,RO,Harghita
Elbe,D,Sachsen Anhalt
Dalaelv,S,Dalarna
