river,country,province
Drau,I,Trentino Alto Adige
Oder,CZ,Severomoravsky
Mekong,TJ,Tibet
Kasai,ANG,Moxico
Irawaddy,TJ,Tibet
Jordan,RL,Lebanon
Rio Negro,CO,Guainia
Weichsel,PL,Bielskie
Rhein,CH,GR
Jenissej,R,Rep. of Tyva
Jangtse,TJ,Qinghai
Bani,CI,Cote dIvoire
Lulua,ZRE,Shaba/Katanga
Petschora,R,Rep. of Komi
Alz,D,Bayern
Rio Desaguadero,BOL,Bolivia
Leine,D,Niedersachsen
Isere,F,Rhone Alpes
Angara,R,Rep. of Buryatiya
Gambia,RG,Guinea
Adda,I,Lombardia
Syrdarja,TAD,Khujand
Rio Sao Francisco,BR,Minas Gerais
Waag,SK,Slovakia
Olt,RO,Harghita
Mackenzie River,CDN,Northwest Territories
Kokemaeenjoki,SF,Turku-Pori
Black Drin,MK,Macedonia
Moldau,CZ,Jihocesky
Orinoco,YV,Amazonas
Vaesterdalaelv,S,Dalarna
Limpopo,RSA,Gauteng
Klaraelv,N,Hedmark
Luvua,ZRE,Shaba/Katanga
Iller,A,Vorarlberg
Ubangi,RCA,Central African Republic
Rhone,CH,VS
Nelson River,CDN,Manitoba
Ammer,D,Bayern
Rio Madeira,BOL,Bolivia
Tajo,E,Castile La Mancha
Loire,F,Rhone Alpes
Glomma,N,Soer Trondelag
Weser,D,Niedersachsen
Aruwimi,ZRE,Haut Zaire
Volga,R,Tverskaya oblast
Karasu,TR,Erzurum
Niger,RG,Guinea
Hwangho,TJ,Qinghai
Doubs,F,Franche Comte
Katun,R,Rep. of Altay
Ticino,CH,TI
Luapula,Z,Luapula
Dnjestr,UA,Lvivska
Colorado,USA,Colorado
Rio San Juan,NIC,Nicaragua
Fimi,ZRE,Bandundu
Limmat,CH,ZH
Ganges,TJ,Tibet
Tennessee,USA,North Carolina
Allegheny River,USA,Pennsylvania
Western Morava,SRB,Serbia
Marne,F,Champagne Ardenne
Pjandsh,AFG,Afghanistan
Chire,MW,Malawi
Lukenie,ZRE,Kasai Oriental
Dnepr,R,Smolenskaya oblast
