inventory_id,film_id,store_id,last_update
71,15,1,2006-02-15T04:09:17
358,79,1,2006-02-15T04:09:17
402,89,2,2006-02-15T04:09:17
439,97,1,2006-02-15T04:09:17
566,122,2,2006-02-15T04:09:17
596,130,2,2006-02-15T04:09:17
906,201,1,2006-02-15T04:09:17
908,201,1,2006-02-15T04:09:17
935,207,1,2006-02-15T04:09:17
939,208,1,2006-02-15T04:09:17
983,219,1,2006-02-15T04:09:17
1010,226,2,2006-02-15T04:09:17
1106,245,2,2006-02-15T04:09:17
1130,250,2,2006-02-15T04:09:17
1161,256,2,2006-02-15T04:09:17
1213,269,2,2006-02-15T04:09:17
1322,292,2,2006-02-15T04:09:17
1825,396,2,2006-02-15T04:09:17
1845,402,1,2006-02-15T04:09:17
1971,429,2,2006-02-15T04:09:17
1977,431,2,2006-02-15T04:09:17
2077,450,2,2006-02-15T04:09:17
2095,454,1,2006-02-15T04:09:17
2177,470,1,2006-02-15T04:09:17
2183,471,2,2006-02-15T04:09:17
2234,483,2,2006-02-15T04:09:17
2249,486,1,2006-02-15T04:09:17
2536,556,2,2006-02-15T04:09:17
2565,562,1,2006-02-15T04:09:17
2744,602,1,2006-02-15T04:09:17
2886,633,2,2006-02-15T04:09:17
2908,638,2,2006-02-15T04:09:17
2952,648,1,2006-02-15T04:09:17
3041,667,1,2006-02-15T04:09:17
3152,692,2,2006-02-15T04:09:17
3221,707,2,2006-02-15T04:09:17
3423,750,1,2006-02-15T04:09:17
3692,807,2,2006-02-15T04:09:17
3750,820,1,2006-02-15T04:09:17
3808,834,2,2006-02-15T04:09:17
3821,836,1,2006-02-15T04:09:17
3852,843,2,2006-02-15T04:09:17
3863,845,2,2006-02-15T04:09:17
3888,849,2,2006-02-15T04:09:17
3990,869,2,2006-02-15T04:09:17
4103,893,1,2006-02-15T04:09:17
4124,896,2,2006-02-15T04:09:17
4132,897,2,2006-02-15T04:09:17
4193,912,2,2006-02-15T04:09:17
4269,929,1,2006-02-15T04:09:17
4325,942,1,2006-02-15T04:09:17
4531,989,1,2006-02-15T04:09:17
4563,996,1,2006-02-15T04:09:17
