city_id,city,country_id,last_update
4,Acua,60,2006-02-15T03:45:25
15,al-Qadarif,89,2006-02-15T03:45:25
20,Almirante Brown,6,2006-02-15T03:45:25
26,Anpolis,15,2006-02-15T03:45:25
28,Aparecida de Goinia,15,2006-02-15T03:45:25
50,Balikesir,97,2006-02-15T03:45:25
52,Bamenda,19,2006-02-15T03:45:25
56,Basel,91,2006-02-15T03:45:25
57,Bat Yam,48,2006-02-15T03:45:25
59,Batna,2,2006-02-15T03:45:25
63,Bchar,2,2006-02-15T03:45:25
64,Beira,63,2006-02-15T03:45:25
70,Bergamo,49,2006-02-15T03:45:25
73,Bhavnagar,44,2006-02-15T03:45:25
76,Bhopal,44,2006-02-15T03:45:25
79,Bilbays,29,2006-02-15T03:45:25
96,Buenaventura,24,2006-02-15T03:45:25
100,Cam Ranh,105,2006-02-15T03:45:25
103,Carmen,60,2006-02-15T03:45:25
125,Coatzacoalcos,60,2006-02-15T03:45:25
130,Cuautla,60,2006-02-15T03:45:25
138,Davao,75,2006-02-15T03:45:25
140,Dayton,103,2006-02-15T03:45:25
148,Duisburg,38,2006-02-15T03:45:25
152,Effon-Alaiye,69,2006-02-15T03:45:25
154,El Fuerte,60,2006-02-15T03:45:25
155,El Monte,103,2006-02-15T03:45:25
157,Emeishan,23,2006-02-15T03:45:25
161,Escobar,6,2006-02-15T03:45:25
183,Goinia,15,2006-02-15T03:45:25
190,guas Lindas de Gois,15,2006-02-15T03:45:25
192,Hagonoy,75,2006-02-15T03:45:25
205,Hiroshima,50,2006-02-15T03:45:25
208,Hoshiarpur,44,2006-02-15T03:45:25
212,Huejutla de Reyes,60,2006-02-15T03:45:25
215,Ibirit,15,2006-02-15T03:45:25
218,Ikerre,69,2006-02-15T03:45:25
223,Ipoh,59,2006-02-15T03:45:25
235,Jaroslavl,80,2006-02-15T03:45:25
250,Jurez,60,2006-02-15T03:45:25
253,Kakamigahara,50,2006-02-15T03:45:25
263,Karnal,44,2006-02-15T03:45:25
264,Katihar,44,2006-02-15T03:45:25
267,Kimberley,85,2006-02-15T03:45:25
294,Lapu-Lapu,75,2006-02-15T03:45:25
346,Munger (Monghyr),44,2006-02-15T03:45:25
360,Namibe,4,2006-02-15T03:45:25
365,Nezahualcyotl,60,2006-02-15T03:45:25
366,Nha Trang,105,2006-02-15T03:45:25
372,Nyeri,52,2006-02-15T03:45:25
381,Ondo,69,2006-02-15T03:45:25
406,Phnom Penh,18,2006-02-15T03:45:25
409,Plock,76,2006-02-15T03:45:25
417,Pune,44,2006-02-15T03:45:25
424,Quilmes,6,2006-02-15T03:45:25
440,Sagamihara,50,2006-02-15T03:45:25
449,San Bernardino,103,2006-02-15T03:45:25
457,Santa F,6,2006-02-15T03:45:25
474,Shimonoseki,50,2006-02-15T03:45:25
477,Siegen,38,2006-02-15T03:45:25
484,Smolensk,80,2006-02-15T03:45:25
485,So Bernardo do Campo,15,2006-02-15T03:45:25
487,Sogamoso,24,2006-02-15T03:45:25
491,Soshanguve,85,2006-02-15T03:45:25
499,Sterling Heights,103,2006-02-15T03:45:25
502,Suihua,23,2006-02-15T03:45:25
505,Sumqayit,10,2006-02-15T03:45:25
507,Sungai Petani,59,2006-02-15T03:45:25
509,Surakarta,45,2006-02-15T03:45:25
527,Tanza,75,2006-02-15T03:45:25
540,Tongliao,23,2006-02-15T03:45:25
545,Trshavn,32,2006-02-15T03:45:25
549,Tychy,76,2006-02-15T03:45:25
552,Ueda,50,2006-02-15T03:45:25
554,Uluberia,44,2006-02-15T03:45:25
560,Vaduz,55,2006-02-15T03:45:25
566,Varanasi (Benares),44,2006-02-15T03:45:25
577,Wroclaw,76,2006-02-15T03:45:25
578,Xiangfan,23,2006-02-15T03:45:25
596,Zaria,69,2006-02-15T03:45:25
