File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
master.csv,166,lastname,7,25,257.1,Heaslip,Скользкое проскальзывание
master.csv,849,lastname,5,25,400.0,Fusco,&lt; &lt; Фуско &gt; &gt;
awardsplayers.csv,8,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,119,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,180,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,208,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,219,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,230,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,253,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,270,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,281,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,393,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,400,note,6,24,300.0,shared,Совместное использование
hof.csv,332,name,9,29,222.2,Al Leader,&lt; &lt; Аль-Лидер &gt; &gt;
