id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
2,1967,0,0,0,ANA,Боб,Крулиш,,,Тихоокеанский регион,ABA
23,1967,0,0,0,DNR,Нил,Робертс,,,Бригам Янг,ABA
74,1967,0,0,0,MNM,Фил,Джексон,,jacksph01,Северная Дакота,ABA
86,1967,0,0,0,NJA,Маль,Грэм,,grahama01,Нью-Йоркский университет,ABA
90,1967,0,0,0,NJA,Тим,Эдвардс,,,Амхерст,ABA
112,1967,0,0,0,OAK,Нейт,Сектор,,,Небраска,ABA
153,1968,0,0,0,DLC,Рой,Манифест,,,Колледж Лэйна,ABA
156,1968,0,0,0,DLC,Джин,Маленькие,,littlge01,Высокий пункт (NC),ABA
202,1968,0,0,0,KEN,Реджи,Лэйсфилд,,lacefre01,Западный Мичиган,ABA
205,1968,0,0,0,KEN,Джон,Снайпы,,,Элизабет Сити (Сити Элизабет),ABA
439,1970,0,0,0,DNR,Рон,Сент-Пьер,,,Ганновер,ABA
494,1970,0,0,0,MMP,Джордж,Джонсон,,johnsge01,Диллард,ABA
517,1970,0,0,0,PTC,Майк,Малой,,maloymi01,Дэвидсон,ABA
554,1970,0,0,0,UTS,Израиль,Оливер,,,Элизабет Сити (Сити Элизабет),ABA
560,1970,0,0,0,UTS,Роберт,Мур,,,Центральное государство (ОГ),ABA
571,1970,0,0,0,VIR,Пол,Раффнер,,ruffnpa01,Бригам Янг,ABA
629,1971,0,0,0,DLC,Джимми,Гимон,,,E. Новое государство Мексика,ABA
685,1971,0,0,0,KEN,Пьер,Рассел,,russepi01,Канзас,ABA
687,1971,0,0,0,KEN,Вилли,Вишнёвый,,,Денвер,ABA
688,1971,0,0,0,MMP,Рэнди,Дентон,,dentora01,Дюк,ABA
743,1971,0,0,0,PTC,Рэй,Зеленый,,,Штат Каль (ПА),ABA
818,1972,0,0,0,DLC,Стэн,Спецификация,,,Кентукки,ABA
858,1972,0,0,0,KEN,Терри,Бентон,,,Штат Уичита,ABA
939,1972,0,0,0,UTS,Боб,Нэш,,nashbo01,Гавайи,ABA
945,1972,0,0,0,UTS,Вилли,Харт,,,Храмирование,ABA
1018,1973,1,0,0,KEN,Эрни,&quot; ДеГрегорио &quot;,,,Провидение,ABA
1144,1973,6,0,0,VIR,Аарон,Стюарт,,,Ричмонд,ABA
1188,1973,9,0,0,SDA,Фред,ДеВон,,,Западный Монтана,ABA
1287,1974,4,0,0,SAA,Стив,Куберски,,kuberst01,Бостон,ABA
1389,1975,3,0,0,KEN,Эрик,Фернстен,,fernser01,Сан-Франциско,ABA
1434,1975,7,0,0,VIR,Билл,Бантон,,,Луисвилль,ABA
1458,1947,0,0,0,BOS,Джордж,Петровик,,,,NBA
1500,1947,0,0,0,STB,Пол,Наполитано,,napolpa01,Сан-Франциско,NBA
1517,1947,1,3,3,BOS,Эд,Элеры,,ehlerbu01,Задолженность,NBA
1614,1948,0,0,0,STB,Дэн,Лондон,,,Вашингтон У. (МО),NBA
1631,1948,1,6,6,BLB,Уолтер,Будко,,budkowa01,Колумбия,NBA
1796,1950,7,0,0,WSC,Джим,Каткарт,,,Арканзас,NBA
2084,1953,0,0,0,NYK,Ларри,О Коннор,,,Каниций,NBA
2102,1953,0,0,0,ROC,Джин,Ламберт,,,Арканзас,NBA
2123,1953,2,0,0,NYK,Приятель.,Акерман,,ackerdo01,Лонг-Айленд,NBA
2197,1954,6,5,50,BOS,Отто,Кригхаузер,,,Вашингтон (МО),NBA
2217,1954,8,7,70,ROC,Пол,Морроу,,,Висконсин,NBA
2251,1955,0,0,0,FTW,Том,Гарольд,,,Колорадо,NBA
2289,1955,1,6,6,FTW,Джон,Горан,,horanjo01,Дейтон,NBA
2366,1956,0,0,0,NYK,Джо,Секстон,,,Задолженность,NBA
2398,1956,0,0,0,STL,Юлий,Маккой,,,Штат Мичиган,NBA
2405,1956,0,0,0,STL,Младший,Морган,,,Дюк,NBA
2462,1957,4,4,28,STL,Хэнк,Новак,,,Каниций,NBA
2530,1958,2,3,10,DET,Барни,Кабель,,cableba01,Брэдли,NBA
2554,1958,5,3,34,DET,Хэнк,Морано,,,Святого Петра,NBA
2603,1958,13,2,83,CIN,Джерри,Дюпон,,,Луисвилль,NBA
2610,1959,1,1,1,CIN,Боб,Букер,,boozebo01,Государство Канзас,NBA
2618,1959,2,3,9,PHW,Джо,Руклик,,ruklijo01,Северо-западный,NBA
2635,1959,4,4,26,MNL,Уилсон,Эйсон,,,Задолженность,NBA
2672,1959,9,4,63,MNL,Джим,Грязь,,,Северный Техасский штат,NBA
2681,1959,11,1,72,CIN,Чарли,Коричневый,,,Сиэтл,NBA
2721,1960,4,5,29,SYR,Карл,Коул,,,Восточный Кентукки,NBA
2751,1960,8,4,59,DET,Майк,Югович,,,Янгстаун,NBA
2930,1962,4,4,29,DET,Реджи,Тяжело,,hardire01,,NBA
2989,1962,11,4,88,CIN,Фрэнк,Пинчбэк,,,Ксавье (OH),NBA
2991,1962,12,1,90,CHZ,Мэл,Ноувелл,,nowelme01,Штат Огайо,NBA
3059,1963,7,4,57,DET,Ира,Гавань,,hargeir01,Новая Мексика,NBA
3540,1967,12,7,130,SFW,Дэвид,Лиса,,,Тихоокеанский регион,NBA
3562,1967,15,10,152,SEA,Вилли,Кэмпбелл,,,Небраска,NBA
3600,1968,3,6,28,CIN,Фред,Фостер,,fostefr01,Колорадо,NBA
3607,1968,3,13,35,MIL,Сэм,Уильямс,,willisa01,Теннессийский штат,NBA
3651,1968,7,1,79,SDR,Рик,Адельман,,adelmri01,Гавайи,NBA
3668,1968,8,4,96,BAL,Барри,Ормы,,ormsba01,Колледж Пасадены,NBA
3710,1968,11,4,138,BAL,Al,Диксон,,,Состояние Айовы,NBA
3821,1969,3,6,35,SDR,Чарльз,Бонапарт,,,Государство Норфолк,NBA
3885,1969,7,14,99,BAL,Джефф,Клейпул,,,Город Гроув,NBA
3895,1969,8,10,109,ATL,Боб,Кристиан,,chrisbo01,Храмирование,NBA
3906,1969,9,7,120,SFW,Грег,Рид,,,Государство Сакраменто,NBA
3942,1969,12,1,156,PHO,Боб,Миллер,,,Толедо,NBA
3973,1969,14,8,187,LAL,Мак,Кельвин,,calvima01,USC,NBA
4007,1970,1,3,3,ATL,Пит,Маравич,,maravpe01,Государство Луизиана,NBA
4025,1970,2,4,21,BOS,Рекс,Морган,,morgare01,Джексонвилль,NBA
4073,1970,5,1,69,SDR,Джеймс,Гилберт,,,Государство Адамс,NBA
4226,1970,15,9,222,BAL,Тед,Роза,,,Северный Мичиган,NBA
4240,1970,18,3,236,CLE,Джон,Пушки,,,Храмирование,NBA
4292,1971,3,9,44,BOS,Дэйв,Робиш,,robisda01,Канзас,NBA
4313,1971,4,14,65,PHO,Уолт,Шцербиак,,szczewa01,Джордж Вашингтон,NBA
4427,1971,11,11,179,PHO,Пол,Лейтц,,,Западная Каролина,NBA
4507,1972,2,9,22,LAL,Пол,Стоваль,,stovapa01,Государство Аризона,NBA
4664,1972,13,5,179,PHO,Келли,Утли,,,Шоу,NBA
4706,1973,2,5,23,LAL,Билл,Шеффер,,schaebi01,Сент-Джонс,NBA
4738,1973,4,3,55,POR,Уильям,Averitt,,averibi01,Пеппердин,NBA
4787,1973,7,1,104,PHI,Джеймс,Грин,,,Кентукки Уэслиан,NBA
4817,1973,8,14,134,NYK,Стив,Роуэлл,,,Род-Айленд,NBA
4908,1974,1,14,14,CHI,Морис,Лукас,,lucasma01,Маркетт,NBA
4938,1974,3,8,44,SEA,Талвин,Скиннер,,skinnta01,Мэриленд-Восточный Шор,NBA
4982,1974,5,16,88,CHI,Рэнди,Знания,,,Техасская АиГ,NBA
5018,1974,7,16,124,CHI,Джефф,Робертс,,,Миссури,NBA
5035,1974,8,15,141,DET,Грег,Ньюман,,,Дрексель,NBA
5058,1974,10,3,164,CLE,Джим,Келли,,,Лорас,NBA
5083,1975,1,11,11,HOU,Джо,Меривезер,,meriwjo01,Южный Иллинойс,NBA
5094,1975,2,4,22,MIL,Клайд,Майи,,mayescl01,Фурман,NBA
5141,1975,4,15,69,GSW,Билли,Тейлор,,,ЛаСалле,NBA
5265,1976,2,2,19,SEA,Байард,Форрест,,forreba01,Большой каньон,NBA
5325,1976,5,11,79,PHO,Ральф,Уолкер,,,Сент-Мэри (CA),NBA
5333,1976,6,1,87,CHI,Том,Полин,,,Уинстон-Салем,NBA
5335,1976,6,3,89,KCK,Андре,МакКартер,,mccaran01,ОАКЛА,NBA
5355,1976,7,5,109,POR,Al,ДеВитт,,,Государство Вебер,NBA
5442,1977,1,11,11,MIL,Эрни,Грунфельд,,grunfer01,Теннесси,NBA
5463,1977,2,10,32,NYK,Тоби,Рыцарь,,knighto01,Нотр-Дам,NBA
5470,1977,2,17,39,WSB,Фил,Уолкер,,walkeph01,Миллерсвилль,NBA
5482,1977,3,7,51,IND,Стэн,Мэйхью,,,Государство Вебер,NBA
5547,1977,6,6,116,NOJ,Уэйн,Золото,,,Теннесси-Чаттанога,NBA
5572,1977,7,10,141,CLE,Боб,Задний ход,,,Восточный Мичиган,NBA
5600,1977,8,21,169,DEN,Лен,Сондерс,,,Флорида,NBA
5629,1978,2,6,28,HOU,Бастер,Мэтни,,,Юта,NBA
5663,1978,3,18,62,NJN,Дэйв,Бэттон,,battoda01,Нотр-Дам,NBA
5718,1978,6,7,117,DET,Ауди,Мэттьюс,,,Иллинойс,NBA
5766,1978,8,13,165,WSB,Нестор,Кора,,,Сент-Фрэнсис (NY),NBA
5844,1979,2,19,41,LAL,Марк,Молодой,,,Фэрфилд,NBA
5873,1979,4,4,70,CLE,Рик,Швы,,,Цитадель,NBA
5924,1979,6,13,121,ATL,Дуайт,Уильямс,,,Гарднер-Вебб,NBA
5944,1979,7,13,141,ATL,Тим,Водитель,,,Сент-Бонатура,NBA
6031,1980,2,3,26,CHI,Сэм,Досточтимый,,worthsa01,Маркетт,NBA
6120,1980,5,23,115,BOS,Руфус,Харрис,,,Мэн,NBA
6121,1980,6,1,116,DET,Тони,Тёрнер,,,Крепление Аляски,NBA
6144,1980,7,1,139,DET,Карл,Пирс,,,Гонзага,NBA
6258,1981,2,16,39,LAL,Харви,Пристёгнутые костюмы,,,Толедо,NBA
6275,1981,3,10,56,GSW,Карлтон,Неверный,,,Питтсбург,NBA
6390,1981,8,10,171,GSW,Ясутака,Окаяма,,,Нет (Япония),NBA
6450,1982,1,8,8,IND,Кларк,Келлогг,,kellocl01,Штат Огайо,NBA
6488,1982,2,23,46,BOS,Тони,Парень,,,Канзас,NBA
6537,1982,5,3,95,UTA,Майк,МакКей,,,Коннектикут,NBA
6545,1982,5,11,103,POR,Чероки,Роун,,,Цента,NBA
6569,1982,6,12,127,WSB,Байрон,Уильямс,,,Штат Айдахо,NBA
6731,1983,3,17,64,PHI,Клод,Райли,,,Техасская АиГ,NBA
6748,1983,4,11,81,ATL,Гарри,Келли,,,Южный Техас,NBA
6813,1983,7,7,146,UTA,Джо,Казановски,,,Виктория (Канада),NBA
6934,1984,2,17,41,DAL,Том,Шлюха,,slubyto01,Нотр-Дам,NBA
6971,1984,4,8,78,SAS,Джон,Деверо,,,Огайо,NBA
6983,1984,4,20,90,SAS,Озелл,Джонс,,jonesoz01,Cal State-Fullerton,NBA
7017,1984,6,8,124,SAS,Дион,Коричневый,,,ШВ Луизиана,NBA
7080,1984,9,3,187,CLE,Джон,Шимко,,,Ксавье (OH),NBA
7173,1985,3,5,52,LAC,Анекдот,Лаводрама,,,Хьюстон Батист,NBA
7227,1985,5,13,106,SAS,Клейтон,Оливье,,,USC,NBA
7257,1985,6,20,136,PHI,Дэрил,Ллойд,,,Дрейк,NBA
7269,1985,7,9,148,PHO,Джорджи,Глучков,,gloucge01,Академик Варна (Болгария),NBA
7341,1986,3,11,58,WSB,Дэвид,Хендерсон,,hendeda01,Дюк,NBA
7347,1986,3,17,64,DEN,Дон,Редден,,,Государство Луизиана,NBA
7379,1986,5,3,96,CLE,Бен,Дэвис,,,Гарднер-Вебб,NBA
