playerid,award,year,lgid,note,pos
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
arenagi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
billuch01,Вторая группа общей обороны,2005,NBA,,
billuch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
bowenbr01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
brandel01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
bryanko01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,галстук,
bryanko01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
cambyma01,Вторая группа общей обороны,2005,NBA,,
diawbo01,Самый усовершенствованный игрок,2005,NBA,,
duncati01,Вторая группа общей обороны,2005,NBA,,
duncati01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
garneke01,Вторая группа общей обороны,2005,NBA,,
iversal01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
jamesle01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
kiddja01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,галстук,
kirilan01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
mariosh01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
millemi01,Шестой человек года,2005,NBA,,
mingya01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,C
nashst01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
nashst01,Самый ценный игрок,2005,NBA,,
nowitdi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
onealsh01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,C
paulch01,Новичок года,2005,NBA,,
princta01,Вторая группа общей обороны,2005,NBA,,
wadedw01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
wadedw01,Финал MVP,2005,NBA,,
wallabe01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
wallabe01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,C
wallabe01,Защитник года,2005,NBA,,
willibu01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1990,NBA,,
duncati01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1999,NBA,,F
kiddja01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2003,NBA,,G
worthja01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1990,NBA,,F
horfoal01,Первая команда всех новичков,2007,NBA,,
dischte01,Новичок года,1962,NBA,,
gueriri01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1959,NBA,,G
jamesle01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2009,NBA,,F
mcginge01,Первая группа &lt; &lt; ABA &gt; &gt;,1974,ABA,,F
