playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
bryanko01,Кобе,Кобе,Bean,Брайант,,,,,G,0,0,78.0,200,нет,,1978-08-23,Филадельфия,ПА,США,Нижняя Мерион,Ардмор,ПА,США,0000-00-00,B
iversal01,Аллен,Аллен,Ezail,Айверсон,,,,,G,0,0,72.0,165,Джорджтаун,,1975-06-07,Хэмптон,VA,США,Вефиль,Хэмптон,VA,США,0000-00-00,B
kiddja01,Джейсон,Джейсон,Frederick,Ребенок,,,,,G,0,0,76.0,208,Калифорния,,1973-03-23,Сан-Франциско,КА,США,Святой Иосиф из Нотр-Дама,Аламеда,КА,США,0000-00-00,B
nashst01,Стив,Стивен,John,Нэш,,,,Стив,G,0,0,75.0,195,Санта-Клара,,1974-02-07,Йоханнесбург,,СВС,Святого Михаила,Виктория,БК,КАН,0000-00-00,W
paulch01,Крис,Кристофер,Emmanuel,Пол,,,,"Крис, CP3",G,0,0,72.0,175,Уэйк Форест,,1985-05-06,Уинстон-Салем,НС,США,Западный Форсит,Уинстон-Салем,НС,США,0000-00-00,B
paytoga01,Гэри,Гэри,Dwayne,Пейтон,,,,Перчатка,G,0,0,76.0,180,Государство Орегон,,1968-07-23,Окленд,КА,США,Skyline,Окленд,КА,США,0000-00-00,B
wadedw01,Двьян,Двьян,Tyrone,Уэйд,,,,,G,0,0,76.0,210,Маркетт,,1982-01-17,Чикаго,Ил,США,Ричардс,Оковая лужа,Ил,США,0000-00-00,B
sapplwa01,Уэйн,Уэйн,B.,Сапплтон,,,,,F,0,0,81.0,215,Лойола (ИЛ),,1960-11-17,Кингстон,,ДЖАМ,Арденн,Кингстон,,ДЖАМ,0000-00-00,B
mcmahja01,Джек,Джон,Joseph,МакМахон,,,,"Джек, Мак, Джек-Мак",G,0,0,73.0,185,Сент-Джонс (НЙ),,1928-12-03,Бруклин,Нью-Йорк,США,Святого Михаила,Бруклин,Нью-Йорк,США,1989-06-11,W
russejo01,Джон,Джон,,Рассел,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
munroge01,Джордж,Джордж,B.,Манро,,,,,G,0,0,71.0,160,Дартмут,Колумбия,1922-01-05,Джулиет,Ил,США,Джулиет,Джулиет,Ил,США,0000-00-00,W
gildetr01,Трей,Трей,,Гилдер,,,,,F,0,0,81.0,205,Северо-западное государство,,1985-01-24,Даллас,TX,США,ДеСото,ДеСото,TX,США,0000-00-00,B
johnsiv01,Иван,Иван,W.,Джонсон,,,,,F,0,0,80.0,230,Кэл. Сент-Сан-Бернардино,,1984-04-10,Сан-Антонио,TX,США,Фокс Технологии,Сан-Антонио,TX,США,0000-00-00,B
rivasra01,Рамон,Рамон,,Ривас Контрерас,,,,,Ф-С,0,0,82.0,260,Храм,Пуэрто-Рико,1966-06-03,Каролина,ПР,ПУР,Педро Альбису,Каролина,ПР,ПУР,0000-00-00,W
tayloro01,Рон,Рональд,,Тейлор,,,,"Рон, Ларч",C,0,0,85.0,265,USC,,1947-11-21,Торренс,КА,США,Северная Торранс,Северная Торранс,КА,США,0000-00-00,W
hardnch01,Чарли,Чарльз,,Hardnett,,,,Чарли,Ф-С,0,0,80.0,220,Храмирование,,1938-09-13,Атланта,GA,США,Профессионально-техническое обучение Карвера,Атланта,GA,США,0000-00-00,B
fitzpja01,,Джек,,Фитцпатрик,,,,Джеки,F,0,0,76.0,215,Ноксвилль,,1935-07-14,Somerset,KY,США,Somerset/DunbarPrep,Сомерсет/Цинциннати,KY / OH,США,0000-00-00,B
pharesq01,,Джон,Lee,ПРЕЗИДИУМЫ,,,,"Джек, крошка",G-F,0,0,70.0,0,Западная Вирджиния,,1915-12-31,Элкинс,WV,США,Элкинс,Элкинс,WV,США,1974-08-16,W
martidi01,Дино,Дональд,E.,Мартин,,,,Дино,G,0,0,68.0,160,Джорджтаун,,1920-05-25,,,,Академия &lt; &lt; ДелаСалле &gt; &gt;,Ньюпорт,РИ,США,0000-00-00,W
delando01,Дон,Дон,,Дилейни,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
bensoca01,,Кельвин,,Бенсон,,,,,F,0,0,77.0,215,Батист Оклахома (ОК),,0000-00-00,,,,,,,,0000-00-00,W
sundvjo01,Джон,Джон,Thomas,Сундвольд,,,,Солнышко,G,0,0,74.0,170,Миссури,,1961-07-02,Сиу Фолс,УР,США,Синие источники,Синие источники,МО,США,0000-00-00,W
highjo01,Джонни,Джонни,Harold,Высокая,,,,Небо,G,0,0,75.0,185,Невада-Рено,Госдепартамент Лоусон,1957-04-25,Бирмингем,AL,США,Долина Джонс,Бирмингем,AL,США,1987-06-13,B
carlepj01,ПДж,ПДж,,Карлесимо,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
wattsro01,Рон,Рональд,Michael,Ватты,,,,"Рон, Ронни",F,0,0,78.0,210,Уэйк Форест,,1943-05-21,Вашингтон,РС,США,Вудроу Уилсон,Вашингтон,РС,США,0000-00-00,W
roberri01,Рик,Рик,,Роберсон,,,,,С-Ф,0,0,81.0,230,Цинциннати,,1947-07-07,Мемфис,TN,США,Митчелл,Мемфис,TN,США,0000-00-00,B
younger01,,Эрни,,Молодой,,,,,G,0,0,72.0,165,Древесина (МО),,0000-00-00,,,,,,,,0000-00-00,W
walkebr01,Брэди,Брэди,W.,Уолкер,,,,,Ф-С,0,0,78.0,205,Бригам Янг,,1921-03-15,Прово,UT,США,Бункервилль,Бункервилль,NV,США,2007-11-30,W
vanlino01,Норма,Норман,Allen,Ван Лир,,,III,"Норм, Стормин Норман",G,0,0,73.0,173,Сент-Фрэнсис (ПА),,1947-04-01,Восточная Ливерпуль,Ооо.,США,Мидленд,Мидленд,ПА,США,2009-02-26,B
