name,islands,area,height,type,longitude,latitude
Dominica,Lesser Antilles,746.0,1447.0,volcanic,-61.35,15.4
Bahrain,,620.0,135.0,,50.5,26.0
Saint Vincent,Lesser Antilles,346.0,1300.0,volcanic,-61.3,13.25
Tasmania,,67800.0,1617.0,,145.0,-42.0
Lewis and Harris,Outer Hebrides,2170.0,,,-6.8,57.9
Santa Rosa Island,Californian Channel Islands,215.0,484.0,,-120.1,34.0
New Guinea,,786000.0,4884.0,,142.0,-5.0
Bishop Rock,Scilly Islands,,,,-6.3,50.0
Fuerteventura,Canares,1660.0,807.0,volcanic,-14.0,28.4
Ibiza,Baleares,572.0,476.0,,1.5,38.5
Lombok,Sunda Islands,4725.0,3726.0,volcanic,116.5,-8.4
Westray,Orkney Islands,47.0,,,-3.0,59.4
Guernsey,Channel Islands,194.0,,,-2.6,49.6
Niihau,Hawaii Islands,178.0,381.0,,-160.1,21.9
Teneriffa,Canares,2034.0,3718.0,volcanic,-16.6,28.3
Mohilla,Comores,290.0,,,43.75,-12.25
Pellworm,Nordfriesische Inseln,37.4,2.0,,8.6,54.5
Guadalcanal,Solomon Islands,5358.0,2335.0,,160.2,-9.6
Grand Cayman,Cayman Islands,197.0,,,-81.23,19.18
Mindanao,Phillipines,95581.0,2954.0,,124.9,7.55
San Miguel Island,Californian Channel Islands,37.0,259.0,,-120.4,33.0
Fohr,Nordfriesische Inseln,82.0,13.0,,8.5,54.7
Langeland,,284.0,,,10.5,55.0
Saint Pierre,,26.0,,,-56.0,47.0
Cebu,Phillipines,5088.0,1000.0,,123.8,10.4
South Andaman Island,Andaman Islands,1210.0,366.0,,92.5,11.4
Mayotte,Comores,374.0,660.0,volcanic,45.13,-12.46
Kreta,,8331.0,2456.0,,25.0,37.0
Jamaica,Greater Antilles,10991.0,2256.0,,-77.3,18.1
Sylt,Nordfriesische Inseln,99.0,52.5,,8.3,54.9
Filicudi,Lipari Islands,9.5,774.0,volcanic,14.55,38.6
Terceira,Azores,400.0,1022.0,volcanic,-27.2,38.7
Isla da Ometepe,,270.0,1700.0,,-85.6,11.5
Bornholm,,588.0,162.0,,14.9,55.1
Great Britain,British Isles,229850.0,1344.0,,-1.5,53.0
Tinian,Mariana Islands,101.0,171.0,,145.6,15.0
Sao Jorge,Azores,233.5,1053.0,volcanic,-28.0,38.6
Langeoog,Ostfriesische Inseln,20.0,5.0,,7.5,53.65
Cyprus,,9251.0,1952.0,,33.2,35.4
Arran,Inner Hebrides,430.0,874.0,,-5.5,55.3
Newfoundland,,108860.0,814.0,,-55.8,48.6
Madeira,Madeira,794.0,1861.0,volcanic,-16.0,31.0
Melville Island,,5800.0,,,131.0,-12.0
Bangka,Sunda Islands,11942.0,700.0,,106.0,2.25
Benbecula,Outer Hebrides,82.0,,,-7.3,57.45
East Falkland,Falkland Islands,6605.0,705.0,,-58.8,-51.8
Jeju,,1845.0,1950.0,volcanic,126.5,33.4
Batam,Sunda Islands,415.0,,,104.05,1.1
Prince Edward Island,,5660.0,142.0,,-63.4,46.3
Bohol,Phillipines,4117.0,,,124.2,9.9
Nantucket,,125.0,,,-70.1,41.5
Samosir,,852.0,,volcanic,98.85,2.6
Usedom,,445.0,,,14.1,53.9
Taiwan,,35801.0,3950.0,,121.0,24.0
Osterinsel,,163.0,,volcanic,-109.35,-27.1
Faial,Azores,172.0,1043.0,volcanic,-28.7,38.6
Pico,Azores,442.0,2351.0,volcanic,-28.4,38.5
Samos,Sporades,478.0,1434.0,,26.8,37.7
Ascension,,91.0,,volcanic,-14.4,-7.9
Hokkaido,Japan,83456.0,2290.0,volcanic,143.0,43.3
New Providence,Bahama Islands,207.0,,,-77.4,25.0
Alicudi,Lipari Islands,5.2,675.0,volcanic,14.4,38.6
Honshu,Japan,230500.0,3776.0,volcanic,138.6,36.3
Negros,Phillipines,13328.0,2435.0,,123.0,10.0
Isabela,Galapagos,5436.0,1707.0,volcanic,-91.3,-1.0
Singapore,,632.6,176.0,,103.833,1.3
Banks Island,Canadian Arctic Islands,70028.0,,,-122.1,72.85
North Uist,Outer Hebrides,303.0,,,-7.1,57.4
Antigua,Lesser Antilles,281.0,400.0,,-61.8,17.05
Lavan,,76.0,,,53.1,26.5
St. Martin,Lesser Antilles,87.0,411.0,,-63.1,18.1
Futuna,Futuna Islands,64.0,,,-178.1,-14.3
Bonaire,Lesser Antilles,288.0,,,-68.3,12.2
Kotelny Island,,11665.0,374.0,,141.0,75.4
South Uist,Outer Hebrides,320.0,,,-7.2,57.2
Barra,Outer Hebrides,91.0,,,-7.7,57.0
Sansibar,,1658.0,135.0,,39.3,-6.1
Gran Canaria,Canares,1560.0,1949.0,volcanic,-15.6,28.0
Christmas Island,,135.0,350.0,coral,105.43,-10.25
Guam,Mariana Islands,541.0,,coral,144.7,13.4
Grand Bermuda,Bermuda Islands,53.3,79.0,coral,-64.47,32.17
Aland,Aland Islands,650.0,,,20.0,60.1
Viti Levu,Fiji Islands,10429.0,,volcanic,178.0,-17.8
Rhodos,Sporades,1401.0,1215.0,,28.0,36.2
Ireland,British Isles,84421.0,1041.0,,-7.8,53.5
Borkum,Ostfriesische Inseln,31.0,6.0,,6.7,53.6
Miquelon-Langlade,,205.0,240.0,,-56.3,47.1
Koror,Carolines,8.0,100.0,volcanic,134.5,7.3
West Falkland,Falkland Islands,4532.0,700.0,,-60.1,-51.8
Tahiti,Polynesian Islands,1045.0,2241.0,volcanic,-149.34,-17.32
Amrum,Nordfriesische Inseln,20.5,32.0,,8.3,54.65
Khark,,20.5,,,50.2,29.1
Pulau Panjang,Cocos Islands,6.23,9.0,atoll,96.9,-12.2
Santiago,Cape Verdes,991.0,1394.0,volcanic,-23.6,15.1
Lipari,Lipari Islands,37.5,602.0,volcanic,14.95,38.5
Little Cayman,Cayman Islands,20.0,,,-80.0,19.8
Mindoro,Phillipines,10244.0,,,121.1,13.0
Efate,Vanuatu,900.0,647.0,,168.4,-17.8
Juist,Ostfriesische Inseln,16.4,3.0,,7.0,53.6
Barbuda,Lesser Antilles,161.0,,,-61.4,17.3
Cuba,Greater Antilles,105806.0,1974.0,,-79.0,22.0
Ceram,Moluccan Islands,17100.0,3027.0,,128.0,-2.0
Molokai,Hawaii Islands,676.0,1512.0,,-157.0,21.1
Okinawa,Japan,2255.0,,volcanic,128.0,26.0
Ellesmere Island,Canadian Arctic Islands,196236.0,2616.0,,-79.6,79.25
Sokotra,,3579.0,1525.0,,53.9,12.5
North Caicos,Turks and Caicos Islands,,20.0,,-72.1,22.1
Samar,Phillipines,13080.0,,,125.1,12.0
Porto Santo,Madeira,42.0,517.0,volcanic,-16.35,33.0
Iceland,,102829.0,2119.0,volcanic,-18.0,65.0
Ambon,Moluccan Islands,775.0,1225.0,,128.2,-3.7
Cayman Brac,Cayman Islands,30.0,,,-79.8,19.7
Falster,,514.0,,,12.0,54.8
Martha s Vineyard,,232.0,,,-70.6,41.4
Tortola,Lesser Antilles,55.0,521.0,volcanic,-64.37,18.27
Vanua Levu,Fiji Islands,5500.0,,volcanic,179.25,-16.35
Kavaratti,Laccadives,6.0,2.0,,72.6,10.6
Lefkas,Ionic Islands,293.0,1158.0,,20.6,38.7
Corvo,Azores,17.5,718.0,volcanic,-31.1,39.7
Oeland,,1344.0,,,17.0,57.0
Fehmarn,,185.0,27.2,,11.2,54.4
Flores,Azores,143.0,914.0,volcanic,-31.2,39.5
Gozo,Malta,67.0,176.0,,14.3,36.05
Pemba,,984.0,,,39.7,-5.2
Sardegna,,24090.0,1834.0,,9.0,40.0
Saipan,Mariana Islands,115.0,474.0,volcanic,145.75,15.2
Orkney Mainland,Orkney Islands,492.0,,,-3.1,59.0
Principe,,142.0,927.0,volcanic,7.4,1.6
Long Island,,3566.0,,,-73.3,40.8
Anguilla,Lesser Antilles,91.0,65.0,,-64.0,18.0
Timor,Sunda Islands,33850.0,2963.0,,124.9,-9.2
Schiermonnikoog,Westfriesische Inseln,40.0,,,6.2,53.5
Java,Sunda Islands,126650.0,3676.0,,111.25,-7.5
Korfu,Ionic Islands,593.0,906.0,,19.8,39.6
Jura,Inner Hebrides,367.0,785.0,,-6.0,56.0
Oahu,Hawaii Islands,1557.0,1225.0,,-158.0,21.5
Graciosa,Azores,61.0,402.0,volcanic,-28.0,39.0
Gheschm,,1491.0,,,,
Trinidad,Lesser Antilles,4827.0,940.0,,-61.35,10.4
Grand Comoro,Comores,1148.0,,,43.4,-11.7
Ponape,Micronesian Islands,336.0,782.0,volcanic,158.2,6.85
Corse,,8680.0,2706.0,,8.4,41.4
Grande-Terre,Lesser Antilles,589.0,,volcanic,-61.4,16.3
Rugen,,926.0,161.0,,13.4,54.5
