river,country,province
Ubangi,RCA,Central African Republic
Detroit River,CDN,Ontario
Rio Sao Francisco,BR,Minas Gerais
Columbia River,CDN,British Columbia
Isere,F,Rhone Alpes
Nelson River,CDN,Manitoba
Pjandsh,AFG,Afghanistan
Connecticut River,USA,New Hampshire
Ticino,CH,TI
Riviere Richelieu,CDN,Quebec
Atbara,ETH,Ethiopia
Amudarja,AFG,Afghanistan
Missouri,USA,Montana
Murray River,AUS,Victoria
Breg,D,Baden Wurttemberg
Narva,R,Pskovskaya oblast
Thames,GB,Wiltshire
Inn,CH,GR
Saint Lawrence River,CDN,Quebec
Benue,CAM,Nord
White Nile,SUD,Aali an Nil
Bomu,ZRE,Haut Zaire
Rio Magdalena,CO,Huila
Oulujoki,SF,Oulu
Euphrat,TR,Malatya
Ural,R,Rep. of Bashkortostan
Tobol,R,Orenburgskaya oblast
Parana,BR,Minas Gerais
Rio Lerma,MEX,Nayarit
Uelle,ZRE,Haut Zaire
Aruwimi,ZRE,Haut Zaire
Arkansas,USA,Colorado
Glomma,N,Soer Trondelag
Leine,D,Niedersachsen
Oesterdalaelv,S,Dalarna
Po,I,Piemonte
Lukuga,ZRE,Shaba/Katanga
Saluen,TJ,Tibet
Amudarja,TAD,Khatlon
Loire,F,Rhone Alpes
Murrumbidgee River,AUS,New South Wales
Indus,TJ,Tibet
March,CZ,Severomoravsky
Southern Morava,MK,Macedonia
Saskatchewan River,CDN,Alberta
Bomu,RCA,Central African Republic
Umeaelv,S,Vasterbotten
Blue Nile,ETH,Ethiopia
Aare,CH,BE
Schilka,R,Chitinskaya oblast
Orinoco,YV,Amazonas
Elbe,CZ,Vychodocesky
Katun,R,Rep. of Altay
Western Dwina,R,Smolenskaya oblast
Lagen,N,Oppland
Limpopo,RSA,Gauteng
Dnepr,R,Smolenskaya oblast
Lukenie,ZRE,Kasai Oriental
Werra,D,Thuringen
Oder,CZ,Severomoravsky
Luapula,Z,Luapula
Nile,SUD,al Khartum
Tennessee,USA,North Carolina
Oka,R,Orjolskaya oblast
Save,SLO,Slovenia
Mississippi,USA,Minnesota
Vaesterdalaelv,S,Dalarna
Ruki,ZRE,Equateur
Mosel,F,Lorraine
Paraguay,BR,Mato Grosso
Chire,MW,Malawi
Rio San Juan,NIC,Nicaragua
Fulda,D,Hessen
Jordan,RL,Lebanon
Asahan,RI,Indonesia
Allegheny River,USA,Pennsylvania
Hudson River,USA,New York
Theiss,UA,Chernivetska
Semliki,ZRE,Kivu
Murat,TR,Agri
Volga,R,Tverskaya oblast
Neckar,D,Baden Wurttemberg
Weser,D,Niedersachsen
Rio Grande,USA,Colorado
Maas,F,Champagne Ardenne
Kasai,ANG,Moxico
Doubs,F,Franche Comte
Don,R,Tulskaya oblast
Douro,E,Castile and Leon
Kymijoki,SF,Haeme
Colorado,USA,Colorado
Guadiana,E,Castile La Mancha
Black Drin,MK,Macedonia
Senegal,RG,Guinea
Volta,BF,Burkina Faso
Oranje,LS,Lesotho
Raab,A,Styria
Uruguay,BR,Rio Grande do Sul
Tiber,I,Umbria
Karasu,TR,Erzurum
Rhone,CH,VS
Bani,CI,Cote dIvoire
Salzach,A,Salzburg
Newa,R,Leningradskaya oblast
Ruzizi,ZRE,Kivu
Northern Dwina,R,Vologodskaya oblast
Etsch,I,Trentino Alto Adige
Chatanga,R,Krasnoyarskiy kray
Niagara River,CDN,Ontario
Schari,RCA,Central African Republic
Dnjestr,UA,Lvivska
Swir,R,Leningradskaya oblast
Tshuapa,ZRE,Kasai Oriental
White Drin,KOS,Kosovo
Hwangho,TJ,Qinghai
Zambezi,Z,Luapula
Saar,F,Alsace
Garonne,E,Catalonia
Kwa,ZRE,Bandundu
Tigris,TR,Diyarbakir
Guadalquivir,E,Andalusia
Iller,A,Vorarlberg
Lulua,ZRE,Shaba/Katanga
Kolyma,R,Magadanskaya oblast
Mur,A,Salzburg
Brigach,D,Baden Wurttemberg
Busira,ZRE,Equateur
Cuilo,ANG,Lunda Sul
Jenissej,R,Rep. of Tyva
Argun,TJ,Heilongjiang
Lena,R,Irkutskaya oblast
Ammer,D,Bayern
Irawaddy,TJ,Tibet
Irtysch,KAZ,Shyghys Qazaqstan
Akagera,RWA,Rwanda
Mincio,I,Veneto
Limmat,CH,ZH
Aller,D,Niedersachsen
Seine,F,Bourgogne
Pruth,UA,Ivano Frankivska
Amazonas,PE,Cuzco
Rio Negro,CO,Guainia
Amur,R,Chitinskaya oblast
Marne,F,Champagne Ardenne
Petschora,R,Rep. of Komi
Morava,SRB,Serbia
Wurm,D,Bayern
Darling River,AUS,Queensland
Main,D,Bayern
Tocantins,BR,Goias
Saone,F,Lorraine
Adda,I,Lombardia
Schatt al Arab,IRQ,Al Anbar
Karun,IR,Esfahan
Ounasjoki,SF,Lappia
Drau,I,Trentino Alto Adige
Reuss,CH,UR
Niger,RG,Guinea
Mekong,TJ,Tibet
Rio Desaguadero,BOL,Bolivia
Suchona,R,Vologodskaya oblast
Kemijoki,SF,Lappia
Waag,SK,Slovakia
Zaire,ZRE,Haut Zaire
Enns,A,Upper Austria
Joekulsa a Fjoellum,IS,Iceland
Klaraelv,N,Hedmark
Naryn,KGZ,Kyrgyzstan
Niagara River,USA,New York
Western Morava,SRB,Serbia
Angara,R,Rep. of Buryatiya
Victoria Nile,EAU,Uganda
Luvua,ZRE,Shaba/Katanga
Jangtse,TJ,Qinghai
Rio Mamore,BOL,Bolivia
Truckee River,USA,California
Yukon River,CDN,Yukon Territory
Ohio River,USA,Pennsylvania
Lualaba,ZRE,Shaba/Katanga
Weichsel,PL,Bielskie
Olt,RO,Harghita
Tajo,E,Castile La Mancha
Rhein,CH,GR
Ganges,TJ,Tibet
Mackenzie River,CDN,Northwest Territories
Moldau,CZ,Jihocesky
Brahmaputra,TJ,Tibet
Ubangi,ZRE,Equateur
Kura,TR,Kars
Gambia,RG,Guinea
Lech,A,Vorarlberg
Sanga,RCA,Central African Republic
Ob,R,Altayskiy kray
Pjandsh,TAD,Badakhshoni Kuni
Thjorsa,IS,Iceland
Lomami,ZRE,Shaba/Katanga
Cuango,ANG,Lunda Sul
Syrdarja,TAD,Khujand
Drin,AL,Albania
