country,name,percentage
R,Moldavian,0.7
EW,Russian,30.3
SLB,Chinese,0.3
SK,Roma,1.5
CAM,Equatorial Bantu,19.0
AXA,Black,90.1
IR,Turkmen,2.0
KAZ,Uzbek,2.1
MD,Ukrainian,13.8
CAYM,White,20.0
EAU,Lugbara,4.0
BVIR,Mixed,5.4
WD,Carib Indians,100.0
WAL,Asian,1.0
BDS,African,80.0
BEN,African,99.0
TJ,Han Chinese,91.9
Z,African,98.7
PL,German,1.3
GUY,Amerindian,4.0
CDN,British Isles,40.0
LV,Polish,2.3
KIR,Micronesian,100.0
RP,Malay,95.5
KAZ,Ukrainian,5.2
SLO,Serb,2.0
R,Russian,81.5
NAU,Chinese,8.0
NIUE,Polynesian,100.0
CV,European,1.0
CZ,Hungarian,0.2
PE,Indian,45.0
EC,Spanish,10.0
SRB,Serb,82.9
EAU,Basogo,8.0
CZ,German,0.5
CI,Bete,18.0
MNE,Bosniak,8.0
AL,Albanian,95.0
RC,Taiwanese,84.0
BR,African,44.0
CZ,Polish,0.6
NIC,Indian,5.0
CV,African,28.0
NAU,Pacific Islander,26.0
TN,Jewish,1.0
GROX,Greenlander,86.0
RN,Gourmantche,1.2
LAO,Vietnamese/Chinese,1.0
TN,European,1.0
UZB,Russian,8.3
ZRE,Mangbetu-Azande,45.0
AXA,Mulatto,4.6
BZ,Maya,11.0
BF,Mossi,24.0
ETH,Oromo,40.0
GAZA,Jewish,0.6
MACX,Chinese,95.0
,Mixed Black,85.0
SUD,Beja,6.0
MACX,Portuguese,3.0
STP,Europeans,100.0
CDN,Asian,11.5
PL,Ukrainian,0.6
BZ,Garifuna,7.0
EW,Ukrainian,3.2
RMM,Mande,50.0
LT,Russian,8.6
K,Chinese,1.0
JA,African,76.3
RCA,MBaka,4.0
RT,European Syrian-Lebanese,1.0
AZ,Russian,2.5
SRB,Montenegrin,0.9
IR,Arab,3.0
SYR,Arab,90.3
RI,Madurese,7.5
MYA,Karen,7.0
PR,Amerindian,0.4
DJI,Somali,60.0
GNB,European,1.0
RN,Beri Beri,4.3
DZ,European,1.0
UZB,Tatar,2.4
SD,European,3.0
RMM,Tuareg,10.0
EAK,Arab,1.0
SLB,Polynesian,4.0
GBJ,Norman-French,100.0
SN,Serer,17.0
PY,Amerindians,5.0
MYA,Rakhine,4.0
SD,African,97.0
LB,African,95.0
KGZ,Russian,21.5
LS,Sotho,99.7
R,Ukrainian,3.0
VU,French,4.0
RIM,Black Maur,40.0
SGP,Chinese,76.4
AND,Spanish,61.0
MNG,Mongol,90.0
ETH,Shankella,6.0
MOC,European,0.06
CI,Malinke,11.0
EAU,Rwanda,6.0
PA,West Indian,14.0
IRQ,Arab,75.0
FPOL,Chinese,12.0
IS,Celt,100.0
RN,Tuareg,8.0
R,Chuvash,1.2
CAM,Kirdi,11.0
IND,Dravidian,25.0
NZ,Maori,8.9
IR,Baloch,2.0
SME,Chinese,1.7
H,Roma,4.0
ARM,Armenian,93.0
MD,Russian,13.0
EAK,Luo,13.0
AUS,Asian,4.0
GR,Greek,98.0
MYA,Shan,9.0
VN,Chinese,3.0
TAD,Russian,3.5
NZ,Pacific Islander,2.9
BHT,Bhote,50.0
TM,Kazak,2.0
BIH,Croat,22.0
R,Bashkir,0.9
EAU,Iteso,8.0
MS,Creole,27.0
RC,Chinese,14.0
RG,Malinke,30.0
C,Chinese,1.0
LV,Russian,33.8
RWA,Tutsi,19.0
SLO,Croat,3.0
SN,European Lebanese,1.0
K,Vietnamese,5.0
SUD,Arab,39.0
RCA,Baya,34.0
CI,Baoule,23.0
SK,Ukrainian,0.3
KGZ,Kirghiz,52.4
GB,Scottish,9.6
ETH,Gurage,2.0
EAK,Kamba,11.0
IR,Gilaki Mazandarani,8.0
BERM,White,34.1
NCA,European,34.1
LT,Byelorussian,1.5
GBG,Norman-French,100.0
LAO,Lao Loum,68.0
BVIR,Indian,3.4
B,Fleming,55.0
Q,Iranian,10.0
MH,Micronesian,100.0
PITC,Bounty,100.0
IL,Jewish,82.0
HELX,White,25.0
SRB,Bosniak,1.8
SRB,Hungarian,3.9
RWA,Twa,1.0
RI,Sundanese,14.0
ETH,Afar,4.0
MNE,Montenegrin,43.0
HR,Hungarian,0.5
ETH,Sidamo,9.0
RG,Peuhl,40.0
UZB,Uzbek,71.4
NMIS,Caucasian,1.8
MART,Chinese,5.0
MK,Gypsy,3.0
BG,Russian,0.2
EAU,Bagisu,5.0
NCA,Wallisian,9.0
EAU,Karamojong,12.0
NAU,Nauruan,58.0
CAYM,Mixed,40.0
GAZA,Palestinian Arab,99.4
SN,Fulani,17.0
MK,Serb,2.0
NL,Dutch,96.0
A,Croat,0.3
PR,Black,8.0
GNB,African,99.0
FARX,Scandinavian,100.0
RN,Fula,8.5
SP,Somali,85.0
AMSA,Caucasian,2.0
AFG,Tajik,25.0
BG,Turk,8.5
R,Byelorussian,0.8
ES,Indian,5.0
MNE,Albanian,5.0
PL,Polish,97.6
TM,Uzbek,9.0
UA,Ukrainian,73.0
UA,Jewish,1.0
AL,Greeks,3.0
GE,Georgian,70.1
AMSA,Samoan,89.0
SME,Hindustani,37.0
LV,Byelorussian,4.5
BRU,Malay,64.0
PA,Indian,6.0
CAM,African,13.0
JOR,Armenian,1.0
ANG,European,1.0
GUAD,Chinese,5.0
BY,Polish,4.1
PL,Byelorussian,0.5
KAZ,Kazak,41.9
CDN,Inuit,1.5
ZW,African,98.0
KWT,Iranian,4.0
LT,Lithuanian,80.1
WAFU,Polynesian,100.0
LAR,Berber Arab,97.0
EAU,Langi,6.0
SN,Toucouleur,9.0
MC,French,47.0
UZB,Karakalpak,2.1
MOC,Indian,0.08
GH,African,99.8
SME,Amerindian,2.6
UA,Russian,22.0
ER,Tigre Kunama,40.0
ETH,Somali,6.0
MK,Turkish,4.0
IR,Azerbaijani,24.0
BG,Roma,2.6
SGP,Malay,14.9
GUY,East Indian,51.0
XMAS,Malay,10.0
VN,Vietnamese,85.0
CZ,Czech,94.4
KOS,Serb,7.0
Z,European,1.1
WS,Euronesians,7.0
LV,Ukrainian,3.4
MNG,Russian,2.0
CI,Senoufou,15.0
EC,Indian,25.0
RB,Batswana,95.0
SGP,Indian,6.4
IND,Mongol,3.0
SLB,Micronesian,1.5
GUAM,Filipino,26.3
UAE,Arab Iranian,23.0
CAYM,Black,20.0
MS,Sino-Mauritian,3.0
GB,Irish,2.4
RO,Romanian,89.1
AZ,Dagestani Peoples,3.2
GCA,Amerindian Amerindian,44.0
EAK,Kalenjin,12.0
BOL,Aymara,25.0
CZ,Slovak,3.0
RWA,Hutu,80.0
KGZ,German,2.4
SLO,Muslim,1.0
RCA,Sara,10.0
MD,Moldavian/Romanian,64.5
HONX,Chinese,95.0
AFG,Hazara,19.0
RL,Armenian,4.0
EAU,Baganda,17.0
EW,Finn,1.1
BRN,Bahraini,63.0
BD,Bengali,98.0
FPOL,French,10.0
NCA,Vietnamese,1.4
