film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
61,"Красавчик, Грейс.","Быстрое отображение композитора и музея, который должен поглотить робота в заброшенном шахтном шафте",2006,1,,5,4.99,175,28.99,G,"Прицепы, комментаторы",2006-02-15T04:03:42
79,БЛАДНАЯ ПОЛИШКА,"Разумное исследование персонажа фрисби и повара-пастуха, который должен бороться с дантистами на первой пилотируемой космической станции",2006,1,,5,0.99,114,10.99,ГУ-13,"Прицепы, за сценами",2006-02-15T04:03:42
98,СВЕТООТРАЖАЮЩАЯ СВЕТООТРАЖАЮЩАЯ СТРУКТУРА,"Ужасная ярна люмберджека и феминиста, который должен побеждать студента в лодке-реактивнике",2006,1,,4,4.99,73,12.99,ГУ-13,Прицепы,2006-02-15T04:03:42
143,УСТРОЙСТВА,"Недостаток лодки и технического писателя, который должен бороться с акулой в канадских скалах",2006,1,,6,0.99,142,17.99,ГУ,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
172,КОНТЕЙДСКИЕ СТРУКТУРЫ,"Прикасающаяся история о женщине и композиторе, который должен преследовать мужа в Нигерии",2006,1,,7,4.99,112,12.99,НС-17,"Удалённые сцены, За сценами",2006-02-15T04:03:42
173,МАГУАРИИ КОНФЕССИОНАЦИИ,"Рассказ о машине и мальчике, который должен сражаться с писателем-техником в Балуне",2006,1,,7,4.99,65,25.99,ГУ-13,За сценами,2006-02-15T04:03:42
179,КОЛИЧЕСТВО,"Драма безумного учёного и человека, который должен сбежать от пионера в оставленных шахтах",2006,1,,4,4.99,173,14.99,G,"Комментаторы, Изъятые Сцены, За Сценами",2006-02-15T04:03:42
186,ПРЯМЫЕ ПЕРСПЕКТИВЫ,"Недостаток экспедитора и охотника, который должен пришить администратора базы данных на фабрике в Балуне",2006,1,,6,0.99,64,17.99,НС-17,"Удалённые сцены, За сценами",2006-02-15T04:03:42
204,"ОБЪЯВЛЕНИЯ, СВЯЗАННЫЕ С ЭТИМ","Эмоциональный порыв муз и охотника, который должен одолеть робота в Манхэттенском пентхаусе",2006,1,,4,0.99,106,25.99,ГУ,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
209,ДАРКЕНСИЯ ВОЙНЫ,"Дотрагивающийся документальный фильм мужа и охотника, который должен сбежать от мальчика в пустыне Сахара",2006,1,,6,2.99,99,24.99,НС-17,"Удалённые сцены, За сценами",2006-02-15T04:03:42
