orderid,productid,unitprice,quantity,discount
10369,56,30.4,18,0.0
10989,6,25.0,40,0.0
10616,70,15.0,15,0.0
10282,30,20.7,6,0.0
10849,26,31.23,18,0.0
10620,52,7.0,5,0.0
10784,72,34.8,30,0.0
10970,52,7.0,40,0.0
10575,72,34.8,30,0.0
10769,61,28.5,20,0.0
10806,2,19.0,20,0.0
10847,45,9.5,36,0.0
10687,36,19.0,6,0.0
10775,67,14.0,3,0.0
10335,2,15.2,7,0.0
10325,72,27.8,40,0.0
10605,71,21.5,15,0.0
10348,1,14.4,15,0.0
10835,59,55.0,15,0.0
10700,34,14.0,12,0.0
10579,15,15.5,10,0.0
10698,65,21.05,65,0.0
10931,13,6.0,42,0.0
10650,30,25.89,30,0.0
10436,46,9.6,5,0.0
10421,19,7.3,4,0.0
10963,60,34.0,2,0.0
10831,38,263.5,8,0.0
10904,58,13.25,15,0.0
10636,58,13.25,6,0.0
10319,76,14.4,30,0.0
10358,34,11.2,10,0.0
10868,49,20.0,42,0.0
10927,76,18.0,20,0.0
10727,56,38.0,10,0.0
10742,60,34.0,50,0.0
10275,59,44.0,6,0.0
10528,33,2.5,8,0.0
10502,67,14.0,30,0.0
11036,13,6.0,7,0.0
10405,3,8.0,50,0.0
10949,62,49.3,60,0.0
10537,72,34.8,21,0.0
10937,34,14.0,20,0.0
10962,76,18.0,44,0.0
10474,75,6.2,10,0.0
10821,35,18.0,20,0.0
10821,51,53.0,6,0.0
10406,40,14.7,2,0.0
11030,59,55.0,100,0.0
10257,39,14.4,6,0.0
10392,69,28.8,50,0.0
11066,19,9.2,42,0.0
10932,75,7.75,20,0.0
10923,67,14.0,24,0.0
10442,66,13.6,60,0.0
10271,33,2.0,24,0.0
10393,2,15.2,25,0.0
10520,53,32.8,5,0.0
10348,23,7.2,25,0.0
10377,28,36.4,20,0.0
10500,15,15.5,12,0.0
10386,24,3.6,15,0.0
10641,40,18.4,60,0.0
10492,42,11.2,20,0.0
10506,70,15.0,14,0.0
10418,2,15.2,60,0.0
10388,53,26.2,40,0.0
11053,32,32.0,20,0.0
10461,55,19.2,60,0.0
10487,19,7.3,5,0.0
10362,25,11.2,50,0.0
10664,56,38.0,12,0.0
10762,39,18.0,16,0.0
10325,31,10.0,4,0.0
10749,56,38.0,15,0.0
10925,36,19.0,25,0.0
10549,51,53.0,48,0.0
10711,41,9.65,42,0.0
10328,65,16.8,40,0.0
10616,38,263.5,15,0.0
10993,41,9.65,35,0.0
10657,41,9.65,24,0.0
10882,49,20.0,20,0.0
10882,54,7.45,32,0.0
10453,48,10.2,15,0.0
10396,72,27.8,21,0.0
10968,64,33.25,4,0.0
10799,24,4.5,20,0.0
10281,24,3.6,6,0.0
10930,21,10.0,36,0.0
10822,62,49.3,3,0.0
10915,54,7.45,10,0.0
10440,2,15.2,45,0.0
10537,51,53.0,6,0.0
10843,51,53.0,4,0.0
11064,41,9.65,12,0.0
