orderid,productid,unitprice,quantity,discount
10693,73,15.0,15,0.0
10523,41,9.65,6,0.0
10558,53,32.8,18,0.0
10485,70,12.0,60,0.0
10866,2,19.0,21,0.0
10736,75,7.75,20,0.0
10396,72,27.8,21,0.0
10511,4,22.0,50,0.0
10267,59,44.0,70,0.0
10786,30,25.89,15,0.0
10673,42,14.0,6,0.0
10719,54,7.45,40,0.0
10293,24,3.6,10,0.0
10903,68,12.5,20,0.0
10375,14,18.6,15,0.0
10329,38,210.8,20,0.0
10893,36,19.0,20,0.0
10419,69,28.8,20,0.0
10287,34,11.2,20,0.0
10334,68,10.0,10,0.0
10770,11,21.0,15,0.0
10746,42,14.0,28,0.0
10758,52,7.0,60,0.0
10267,40,14.7,50,0.0
10583,69,36.0,10,0.0
10601,13,6.0,60,0.0
11062,53,32.8,10,0.0
10594,58,13.25,30,0.0
10312,75,6.2,10,0.0
10545,11,21.0,10,0.0
10253,31,10.0,20,0.0
10305,18,50.0,25,0.0
10612,36,19.0,55,0.0
11003,40,18.4,10,0.0
10285,1,14.4,45,0.0
10399,77,10.4,14,0.0
11039,28,45.6,20,0.0
10859,64,33.25,30,0.0
10387,59,44.0,12,0.0
10272,72,27.8,24,0.0
10421,53,26.2,15,0.0
10605,16,17.45,30,0.0
10377,28,36.4,20,0.0
10889,38,263.5,40,0.0
10672,71,21.5,12,0.0
11030,59,55.0,100,0.0
11076,6,25.0,20,0.0
10425,76,14.4,20,0.0
10749,59,55.0,6,0.0
10803,25,14.0,15,0.0
10694,70,15.0,50,0.0
10348,1,14.4,15,0.0
10504,61,28.5,25,0.0
10637,50,16.25,25,0.0
11007,42,14.0,14,0.0
10540,68,12.5,35,0.0
10629,64,33.25,9,0.0
10345,8,32.0,70,0.0
10911,17,39.0,12,0.0
10926,72,34.8,10,0.0
10861,17,39.0,42,0.0
11070,16,17.45,30,0.0
10558,52,7.0,30,0.0
10306,54,5.9,5,0.0
11077,2,19.0,24,0.0
10870,51,53.0,2,0.0
10762,39,18.0,16,0.0
11053,32,32.0,20,0.0
10648,22,21.0,15,0.0
10884,21,10.0,40,0.0
10647,39,18.0,20,0.0
10490,59,44.0,60,0.0
10773,31,12.5,70,0.0
10987,43,46.0,6,0.0
10554,62,49.3,20,0.0
10535,40,18.4,10,0.0
10383,13,4.8,20,0.0
10564,31,12.5,6,0.0
10889,11,21.0,40,0.0
10408,54,5.9,6,0.0
10430,21,8.0,50,0.0
10533,73,15.0,24,0.0
10811,40,18.4,30,0.0
10637,11,21.0,10,0.0
10523,37,26.0,18,0.0
10260,41,7.7,16,0.0
10508,39,18.0,10,0.0
10646,1,18.0,15,0.0
10595,69,36.0,65,0.0
10309,42,11.2,2,0.0
10372,72,27.8,42,0.0
10851,57,19.5,10,0.0
10576,44,19.45,21,0.0
