inventory_id,film_id,store_id,last_update
155,32,2,2006-02-15T04:09:17
251,56,2,2006-02-15T04:09:17
381,84,1,2006-02-15T04:09:17
398,88,2,2006-02-15T04:09:17
472,103,2,2006-02-15T04:09:17
578,126,2,2006-02-15T04:09:17
639,139,1,2006-02-15T04:09:17
836,183,1,2006-02-15T04:09:17
871,191,2,2006-02-15T04:09:17
968,215,2,2006-02-15T04:09:17
1160,256,2,2006-02-15T04:09:17
1397,306,1,2006-02-15T04:09:17
1399,306,1,2006-02-15T04:09:17
1419,311,1,2006-02-15T04:09:17
1471,322,1,2006-02-15T04:09:17
1502,329,1,2006-02-15T04:09:17
1531,334,2,2006-02-15T04:09:17
1562,342,1,2006-02-15T04:09:17
1635,357,2,2006-02-15T04:09:17
1666,363,2,2006-02-15T04:09:17
1927,418,2,2006-02-15T04:09:17
1962,428,1,2006-02-15T04:09:17
2109,457,2,2006-02-15T04:09:17
2202,476,2,2006-02-15T04:09:17
2241,484,2,2006-02-15T04:09:17
2243,485,2,2006-02-15T04:09:17
2407,525,2,2006-02-15T04:09:17
2466,539,1,2006-02-15T04:09:17
2771,609,1,2006-02-15T04:09:17
2865,628,1,2006-02-15T04:09:17
2870,629,2,2006-02-15T04:09:17
2952,648,1,2006-02-15T04:09:17
2997,657,1,2006-02-15T04:09:17
3008,660,2,2006-02-15T04:09:17
3366,738,2,2006-02-15T04:09:17
3379,741,1,2006-02-15T04:09:17
3530,772,2,2006-02-15T04:09:17
3532,773,1,2006-02-15T04:09:17
3614,789,2,2006-02-15T04:09:17
3638,794,2,2006-02-15T04:09:17
3883,849,1,2006-02-15T04:09:17
3916,855,1,2006-02-15T04:09:17
3949,861,2,2006-02-15T04:09:17
3983,868,1,2006-02-15T04:09:17
4079,889,1,2006-02-15T04:09:17
4170,906,2,2006-02-15T04:09:17
4198,913,1,2006-02-15T04:09:17
4257,925,2,2006-02-15T04:09:17
4273,930,1,2006-02-15T04:09:17
4315,940,1,2006-02-15T04:09:17
4375,956,1,2006-02-15T04:09:17
4406,963,2,2006-02-15T04:09:17
