country_id,country,last_update
3,American Samoa,2006-02-15T03:44:00
4,Angola,2006-02-15T03:44:00
13,Belarus,2006-02-15T03:44:00
16,Brunei,2006-02-15T03:44:00
19,Cameroon,2006-02-15T03:44:00
25,"Congo, The Democratic Republic of the",2006-02-15T03:44:00
27,Dominican Republic,2006-02-15T03:44:00
31,Ethiopia,2006-02-15T03:44:00
33,Finland,2006-02-15T03:44:00
34,France,2006-02-15T03:44:00
35,French Guiana,2006-02-15T03:44:00
44,India,2006-02-15T03:44:00
45,Indonesia,2006-02-15T03:44:00
46,Iran,2006-02-15T03:44:00
49,Italy,2006-02-15T03:44:00
53,Kuwait,2006-02-15T03:44:00
56,Lithuania,2006-02-15T03:44:00
57,Madagascar,2006-02-15T03:44:00
58,Malawi,2006-02-15T03:44:00
61,Moldova,2006-02-15T03:44:00
63,Mozambique,2006-02-15T03:44:00
65,Nauru,2006-02-15T03:44:00
67,Netherlands,2006-02-15T03:44:00
70,North Korea,2006-02-15T03:44:00
76,Poland,2006-02-15T03:44:00
77,Puerto Rico,2006-02-15T03:44:00
78,Romania,2006-02-15T03:44:00
82,Saudi Arabia,2006-02-15T03:44:00
89,Sudan,2006-02-15T03:44:00
91,Switzerland,2006-02-15T03:44:00
92,Taiwan,2006-02-15T03:44:00
100,Ukraine,2006-02-15T03:44:00
101,United Arab Emirates,2006-02-15T03:44:00
105,Vietnam,2006-02-15T03:44:00
109,Zambia,2006-02-15T03:44:00
