film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
60,BEAST HUNCHBACK,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,2006,1,,3,4.99,89,22.99,R,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
91,BOUND CHEAPER,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,2006,1,,5,0.99,98,17.99,PG,Behind the Scenes,2006-02-15T04:03:42
94,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,1,,7,2.99,176,14.99,PG-13,"Trailers,Deleted Scenes",2006-02-15T04:03:42
116,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,1,,4,2.99,70,10.99,R,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
206,DANCING FEVER,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,2006,1,,6,0.99,144,25.99,G,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
228,DETECTIVE VISION,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,2006,1,,4,0.99,143,16.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
233,DISCIPLE MOTHER,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,2006,1,,3,0.99,141,17.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
297,EXTRAORDINARY CONQUERER,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,2006,1,,6,2.99,122,29.99,G,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,,3,0.99,91,13.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,1,,6,4.99,65,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
343,FULL FLATLINERS,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,1,,6,2.99,94,14.99,PG,"Trailers,Deleted Scenes",2006-02-15T04:03:42
411,HEAVENLY GUN,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,2006,1,,5,4.99,49,13.99,NC-17,Behind the Scenes,2006-02-15T04:03:42
458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
602,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
612,MUSSOLINI SPOILERS,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,2006,1,,6,2.99,180,10.99,G,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
