id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
5,1946,SF,Н,CHS,NBA,WSC,NBA,4,2
23,1949,DSF,J,MNL,NBA,CHS,NBA,2,0
57,1953,RR,I,NYK,NBA,,NBA,0,4
122,1965,DF,К,BOS,NBA,PHI,NBA,4,1
132,1966,DSF,J,SFW,NBA,LAL,NBA,3,0
239,1979,F,O,LAL,NBA,PHI,NBA,4,2
264,1981,СФК,М,LAL,NBA,PHO,NBA,4,0
288,1983,КФП,L,PHO,NBA,POR,NBA,3,2
320,1985,СФК,М,HOU,NBA,DEN,NBA,4,2
327,1986,СФК,М,DET,NBA,ATL,NBA,4,1
335,1986,СФК,М,SEA,NBA,HOU,NBA,4,2
357,1988,СФК,М,CHI,NBA,NYK,NBA,4,2
382,1990,КФП,L,PHI,NBA,MIL,NBA,3,0
394,1990,СФК,М,POR,NBA,UTA,NBA,4,1
408,1991,СФК,М,POR,NBA,PHO,NBA,4,1
419,1992,КФП,L,SAS,NBA,POR,NBA,3,1
425,1993,CF,Н,NYK,NBA,IND,NBA,4,3
433,1993,CF,Н,HOU,NBA,UTA,NBA,4,1
521,1999,СФК,М,NYK,NBA,MIA,NBA,4,3
550,2001,СФК,М,BOS,NBA,DET,NBA,4,1
566,2002,СФК,М,DET,NBA,PHI,NBA,4,2
667,2009,КФП,L,BOS,NBA,MIA,NBA,4,1
669,2009,КФП,L,ATL,NBA,MIL,NBA,4,3
711,1986,F,O,LAL,NBA,BOS,NBA,4,2
740,1970,DSF,B,UTS,ABA,TEX,ABA,4,0
