playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
zasloma01,Макс.,Макс.,,Заслофский,,,,"Слэтс, Прикосновение",G-F,0,0,74.0,170,Сент-Джонс (НЙ),,1925-12-07,Бруклин,Нью-Йорк,США,Томас Джефферсон,Бруклин,Нью-Йорк,США,1985-10-15,W
greende01,Девин,Девин,,Зеленый,,,,,G,0,0,79.0,210,Хэмптон,,1982-10-25,Колумб,Ооо.,США,Бичкрофт,Колумб,Ооо.,США,0000-00-00,B
griffpa01,Пол,Пол,Arthur,Гриффин,,,,Грифф,Ф-С,0,0,81.0,205,Западный Мичиган,,1954-01-20,Шелби,МИ,США,Шелби,Шелби,МИ,США,0000-00-00,W
adrieje01,Джефф,Джефф,,Адриан,,,,,F,0,0,79.0,243,Коннектикут,,1986-02-10,Бруклин,МЭТ,США,Бруклин/Брюстерская академия,Бруклин/Вольфеборо,МГ/НГ,США,0000-00-00,B
hendece01,Седрик,Седрик,,Хендерсон,,,,,Ф-С,0,0,80.0,210,Грузия,,1965-10-03,Мариетта,GA,США,Мариетта,Мариетта,GA,США,0000-00-00,B
meyerto01,,Том,,Мейер,,,,,Ф-С,0,0,76.0,214,Детройт,,0000-00-00,,,,,,,,0000-00-00,W
korveky01,Кайл,Кайл,Elliot,Корвер,,,,,F,0,0,79.0,210,Крейтон,,1981-03-17,Лейквуд,КА,США,Пелла,Пелла,IA,США,0000-00-00,W
battlke01,Кенни,Кеннет,R.,Битва,,,,Кенни,F,0,0,78.0,210,Иллинойс,Северный Иллинойс,1964-10-10,Аврора,Ил,США,Аврора Вест,Аврора,Ил,США,0000-00-00,B
baskeje01,Джерри,Джерри,W.,Баскервилль,,,,,F,0,0,79.0,190,Храм,ПООНО,1951-11-10,Филадельфия,ПА,США,Томас Эдисон,Филадельфия,ПА,США,0000-00-00,B
workmha01,Хейвуд,Хейвуд,Wilvon,Рабочий,,,,,G,0,0,74.0,180,Оральный Робертс,Штат Уинстон-Салем,1966-01-23,Шарлотта,НС,США,Майерс Парк,Шарлотта,НС,США,0000-00-00,B
barnena01,Нейт,Натаниэль,,Барнетт,,,Младший.,Нейт,G,0,0,75.0,175,Акрон,,1953-01-29,,,,Мерво,Балтимор,MD,США,0000-00-00,B
blockjo01,Джон,Джон,William,Блок,,,Младший.,,Ф-С,0,0,81.0,207,USC,,1944-04-16,Лос-Анджелес,КА,США,Глендейл,Глендейл,КА,США,0000-00-00,W
bennema01,Марио,Марио,Marcell,Беннетт,,,,,F,0,0,81.0,220,Государство Аризона,,1973-08-01,Дентон,TX,США,Дентон,Дентон,TX,США,0000-00-00,B
jackslu01,Люк,Люциус,Brown,Джексон,,,,Люк,Ф-С,0,0,81.0,240,Панамериканцы,Южный Техас,1941-10-31,Сан-Маркос,TX,США,Морхаус,Бастроп,Лос-Анджелес,США,0000-00-00,B
buntdi01,Дик,Ричард,J.,Блядь.,,,,Дик,G,0,0,72.0,170,Нью-Йорк,,1930-07-13,Нью-Йорк,Нью-Йорк,США,Бэйсайд,Бэйсайд,Нью-Йорк,США,0000-00-00,W
hollawi01,Уилбур,Уилбур,,Голландия,,,,,G,0,0,72.0,175,Новый Орлеан,,1951-11-08,Колумб,GA,США,,,,,0000-00-00,B
dennibl01,Блейн,Блейн,,Денжирование,,,,,G,0,0,74.0,175,Лоуренс Тех,,1930-09-19,Фултон,KY,США,Северный,Детройт,МИ,США,0000-00-00,B
wintevo01,Войс,Войс,Lee,Зимы,,,,,F,0,0,80.0,200,Брэдли,,1962-10-12,Чикаго,Ил,США,Гейдж Парк,Чикаго,Ил,США,0000-00-00,B
hammoju01,Джулиан,Джулиан,,Хаммонд,,,,Джули,F,0,0,77.0,205,Талса,,1943-05-27,Чикаго,Ил,США,Регулируемость,Чикаго,Ил,США,0000-00-00,B
willilo01,Лоренцо,Лоренцо,,Уильямс,,,,"Ло, Зо",Ф-С,0,0,81.0,200,Стетсон,Polk CC,1969-07-15,Окала,ФЛ,США,Леса,Окала,ФЛ,США,0000-00-00,B
knoblbu01,,Бернар,,Кнопка,,,,Базз,F,0,0,73.0,170,Кэррол (WI),,0000-00-00,,,,Тома,Тома,ЖИ,США,0000-00-00,W
webstma02,Мартелл,Мартелл,,Вебстер,,,,,Ф-Г,0,0,79.0,210,нет,,1986-12-04,Эдмонд,WA,США,Подготовка к Сиэтлу,Сиэтл,WA,США,0000-00-00,B
quinnba01,,Барт,,Куинн,,,,,F,0,0,74.0,210,Толедо,,0000-00-00,,,,Центральная католическая,Форт Уэйн,ВНУТРЕННИЕ,США,0000-00-00,W
colembe01,Бен,Бенджамин,,Коулман,,,,"Бен, Большой Бен",F,0,0,81.0,235,Мэриленд,Миннесота,1961-11-14,Миннеаполис,МН,США,Север,Миннеаполис,МН,США,0000-00-00,B
curryja01,Джеймсон,Джеймсон,,Карри,,,,,G,0,0,75.0,190,Штат Оклахома,,1986-01-07,Приятный Гроув,НС,США,Восточная Аламанс,Мебан,НС,США,0000-00-00,B
catoke01,Кельвин,Кельвин,T.,Като,,,,,C,0,0,83.0,255,Состояние Айовы,Южная Алабама,1974-08-26,Атланта,GA,США,Литония,Декатура,GA,США,0000-00-00,B
farledi01,Дик,Ричард,L.,Фарли,,,,Дик,G-F,0,0,76.0,190,Индианаa,,1932-04-13,,,,Уинслоу,Уинслоу,ВНУТРЕННИЕ,США,1969-10-01,W
