id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
66,1967,0,0,0,KEN,Эрл,Бичэм,,,Среднезападный университет,ABA
141,1968,0,0,0,DNR,Юлий,Кей,,keyeju01,A&M Alcorn A&M,ABA
155,1968,0,0,0,DLC,Джин,Джонс,,,Миссури,ABA
177,1968,0,0,0,INA,Дон,Май,,maydo01,Дейтон,ABA
403,1969,0,0,0,NYA,Эд,Сиудет,,,Святой Крест,ABA
447,1970,0,0,0,DNR,Майк,Цена,,pricemi01,Иллинойс,ABA
600,1971,0,0,0,DNR,Марв,Робертс,,roberma01,Штат Юта,ABA
731,1971,0,0,0,PTC,Леви,Уайат,,,A&M Alcorn A&M,ABA
774,1972,0,0,0,CAR,Генрих,Бибби,,bibbyhe01,ОАКЛА,ABA
959,1972,0,0,0,VIR,Майк,Бэр,,barrmi01,Дюкесне,ABA
1076,1973,2,0,0,UTS,Альван,Адамс,,adamsal01,Оклахома,ABA
1310,1974,5,0,0,UTS,Стив,Брукс,,,Арканзасский штат,ABA
1340,1974,8,0,0,SAA,Герб,Айви,,,Состояние Айовы,ABA
1456,1947,0,0,0,BOS,Джордж,Чувствую,,,Северо-западный,NBA
1663,1949,0,0,0,NYK,Билл,Личфилд,,,Государство эмпория,NBA
1733,1950,2,0,0,ROC,Джордж,Станич,,,ОАКЛА,NBA
1761,1950,5,0,0,BLB,Норма,Мастер,,magerno01,Клиника,NBA
1829,1950,10,0,0,TRI,Кит,Блум,,,Вайоминг,NBA
1935,1952,0,0,0,FTW,Боб,Клифтон,,,Айова,NBA
2005,1952,0,0,0,SYR,Кен,Макбрайд,,mcbrike01,Государство Мэриленд,NBA
2269,1955,0,0,0,MNL,Билл,Начальник,,,Северный центр (МЛ),NBA
2359,1956,0,0,0,MNL,Роберт,Ходжсон,,,Уичита,NBA
2616,1959,2,1,7,DET,Том,Робитай,,,Рис,NBA
2799,1961,1,7,7,PHW,Том,Разновидность,,meschto01,Сент-Мэри (CA),NBA
3081,1963,12,2,79,STL,Хью,Эванс,,,Северная Каролина АиТ,NBA
3185,1964,15,1,98,BAL,Сэнди,Уильямс,,,Сент-Фрэнсис (ПА),NBA
3207,1965,3,1,18,SFW,Кит,Эриксон,,erickke01,ОАКЛА,NBA
3213,1965,3,7,24,CIN,Джон,МакГлоклин,,mcglojo01,Индианаa,NBA
3239,1965,6,6,50,STL,Джон,Рэмбо,,,Колледж Лонг-Бич,NBA
3300,1966,1,2,2,DET,Дэйв,Бинг,,bingda01,Сиракуз,NBA
3337,1966,4,9,39,PHI,Кен,Уилбурн,,wilbuke01,Центральное государство (ОГ),NBA
3348,1966,5,10,50,CHI,Ларри,Влагой,,,Эвансвилль,NBA
3357,1966,6,9,59,PHI,Красный,Робинс,,robbire01,Теннесси,NBA
3507,1967,9,6,97,CIN,Рон,Сепич,,,Штат Огайо,NBA
3511,1967,9,10,101,SEA,Род,Макдональд,,mcdonro01,Уитворт,NBA
3539,1967,12,6,129,CIN,Фрэнк,Гейдджуны,,,Вильянова,NBA
3641,1968,6,5,69,CIN,Кельвин,Мартин,,,Принстон,NBA
3747,1968,14,4,175,BAL,Эрнест,Симс,,,Вашингтон,NBA
3863,1969,6,6,77,SDR,Боб,Талантливый,,,Джордж Вашингтон,NBA
3890,1969,8,5,104,CHI,Вас понял.,Моллер,,,Вестмар,NBA
3981,1969,16,1,195,PHO,Уэйн,Гукель,,,Дэвидсон,NBA
4042,1970,3,4,38,BOS,Вилли,Уильямс,,williwi01,Флорида,NBA
4143,1970,9,3,139,DET,Алекс,Уинн,,,Дартмут,NBA
4284,1971,3,1,36,CLE,Джеральд,Локетт,,,Арканзас АМ&Н,NBA
4351,1971,7,1,103,CLE,Том,Буш,,,Дрейк,NBA
4462,1971,14,7,214,CHI,Ричард,Диксон,,,Лойола (ЛА),NBA
4472,1971,15,8,224,MIL,Лойд,Король,,kinglo01,Вирджиния Технология,NBA
4477,1971,16,5,229,CHI,Боб,Бизнесантный,,,Лойола (ЛА),NBA
5182,1975,7,2,110,LAL,Рик,Спутник,,,Канзас,NBA
5443,1977,1,12,12,BOS,Седрик,Максвелл,,maxwece01,Северная Каролина-Чарлотта,NBA
5654,1978,3,9,53,CHI,Рэнди,Айерс,,,Майами (ОХ),NBA
