year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1986,NHL,STL,STL,CC,NO,1,DSF,80,32,33,15.0,,79,,,281,293,St. Louis Blues,1572,6,79,324,11,58,303,6
1951,NHL,DET,DET,,,1,SC,70,44,14,12.0,,100,,,215,133,Detroit Red Wings,694,,,,,,,
1957,NHL,NYR,NYR,,,2,SF,70,32,25,13.0,,77,,,195,188,New York Rangers,781,,,,,,,
2006,NHL,VAN,VAN,WC,NW,1,CSF,82,49,26,,7,105,5,4,222,201,Vancouver Canucks,1206,16,70,407,8,57,436,5
1917,NHL,OTS,STE,,,3,,22,9,13,0.0,,18,,,102,114,Ottawa Senators,333,,,,,,,
2009,NHL,DET,DET,WC,CE,2,CSF,82,44,24,,14,102,6,9,229,216,Detroit Red Wings,723,16,59,307,1,43,267,8
1966,NHL,NYR,NYR,,,4,SF,70,30,28,12.0,,72,,,188,189,New York Rangers,664,,35,199,4,30,199,4
2002,NHL,TBL,TBL,EC,SE,1,CSF,82,36,25,16.0,5,93,,,219,210,Tampa Bay Lightning,1079,30,70,391,5,55,316,6
1928,NHL,DTC,DET,,AM,3,QF,44,19,16,9.0,,47,,,72,63,Detroit Cougars,381,,,,,,,
2007,NHL,MIN,MIN,WC,NW,1,CQF,82,44,28,,10,98,3,8,223,218,Minnesota Wild,1098,12,64,338,10,49,330,3
1972,WHA,WIJ,PHO,,WW,1,AVF,78,43,31,4.0,,90,,,285,249,Winnipeg Jets,757,12,57,292,5,43,230,7
1915,NHA,OT1,STE,,,2,,24,13,11,0.0,,26,,,78,72,Ottawa Senators,,,,,,,,
1976,WHA,PHR,PHR,,WW,6,,80,28,48,4.0,,60,,,281,383,Phoenix Roadrunners,915,4,47,246,10,62,243,5
1930,NHL,OTS,STE,,CA,5,,44,10,30,4.0,,24,,,91,142,Ottawa Senators,486,,,,,,,
2002,NHL,WAS,WAS,EC,SE,2,CQF,82,39,29,8.0,6,92,,,224,220,Washington Capitals,1268,22,57,331,4,72,384,8
1914,NHA,MOW,MTW,,,2,NHAF,20,14,6,0.0,,28,,,127,82,Montreal Wanderers,,,,,,,,
2005,NHL,ANA,ANA,WC,PC,3,CF,82,43,27,,12,98,3,7,254,229,Mighty Ducks of Anaheim,1459,14,87,480,13,84,510,9
2007,NHL,OTT,OTT,EC,NE,2,CQF,82,43,31,,8,94,3,5,261,247,Ottawa Senators,1175,22,60,328,6,72,380,18
1992,NHL,LAK,LAK,CC,SM,3,F,84,39,35,10.0,,88,,,338,340,Los Angeles Kings,2247,34,102,507,16,114,529,16
1942,NHL,MTL,MTL,,,4,SF,50,19,19,12.0,,50,,,181,191,Montreal Canadiens,318,,,,,,,
2000,NHL,TOR,TOR,EC,NE,3,CSF,82,37,29,11.0,5,90,,,232,207,Toronto Maple Leafs,1430,6,57,355,9,55,366,2
1989,NHL,PHI,PHI,WA,PT,6,,80,30,39,11.0,,71,,,290,297,Philadelphia Flyers,2067,18,65,338,13,77,406,14
1983,NHL,HAR,CAR,WA,AD,5,,80,28,42,10.0,,66,,,288,320,Hartford Whalers,1184,16,80,329,14,68,301,5
2002,NHL,ANA,ANA,WC,PC,2,F,82,40,27,9.0,6,95,,,203,193,Mighty Ducks of Anaheim,954,20,56,348,5,42,333,8
2008,NHL,BOS,BOS,EC,NE,1,CSF,82,53,19,,10,116,4,6,274,196,Boston Bruins,1028,12,74,313,7,54,306,8
1998,NHL,LAK,LAK,WC,PC,5,,82,32,45,5.0,,69,,,189,222,Los Angeles Kings,1383,14,43,327,11,47,330,12
1921,PCHA,VML,VMR,,,2,F,24,12,12,0.0,,24,,,77,68,Vancouver Millionaires,,,,,,,,
1990,NHL,HAR,CAR,WA,AD,4,DSF,80,31,38,11.0,,73,,,238,276,Hartford Whalers,2209,24,73,403,9,72,369,5
1976,NHL,CLE,CLE,WA,AD,4,,80,25,42,13.0,,63,,,240,292,Cleveland Barons,1011,20,59,298,12,52,237,2
1999,NHL,BOS,BOS,EC,NE,5,,82,24,33,19.0,6,73,,,210,248,Boston Bruins,865,6,51,355,4,55,268,0
1980,NHL,EDM,EDM,CC,SM,4,QF,80,29,35,16.0,,74,,,328,327,Edmonton Oilers,1544,18,77,347,7,85,348,13
1973,WHA,HOU,HOU,,WW,1,AVC,78,48,25,5.0,,101,,,318,219,Houston Aeros,1038,4,64,223,3,47,288,17
1980,NHL,HAR,CAR,WA,NO,4,,80,21,41,18.0,,60,,,292,372,Hartford Whalers,1584,34,60,318,15,80,328,13
2002,NHL,DAL,DAL,WC,PC,1,CSF,82,46,17,15.0,4,111,,,245,169,Dallas Stars,1166,28,62,327,6,50,346,9
1977,WHA,CZE,CZE,,,10,,8,1,6,1.0,,3,,,21,40,Czechoslovakia,87,6,,,,,,
1987,NHL,VAN,VAN,CC,SM,5,,80,25,46,9.0,,59,,,272,320,Vancouver Canucks,2196,12,81,435,18,83,404,10
1962,NHL,TOR,TOR,,,1,SC,70,35,23,12.0,,82,,,221,180,Toronto Maple Leafs,816,,,,,,,
2002,NHL,EDM,EDM,WC,NW,4,CQF,82,36,26,11.0,9,92,,,231,230,Edmonton Oilers,1203,16,56,386,8,61,351,13
1975,NHL,WAS,WAS,WA,NO,5,,80,11,59,10.0,,32,,,224,394,Washington Capitals,951,8,53,375,3,64,252,2
1997,NHL,ANA,ANA,WC,PC,6,,82,26,43,13.0,,65,,,205,261,Mighty Ducks of Anaheim,1843,10,46,392,10,72,396,9
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1939,NHL,CHI,CHI,,,4,QF,48,23,19,6.0,,52,,,112,120,Chicago Black Hawks,349,,,,,,,
2009,NHL,TOR,TOR,EC,NE,5,,82,30,38,,14,74,4,4,214,267,Toronto Maple Leafs,1091,20,44,315,7,73,288,4
1977,NHL,LAK,LAK,WA,NO,3,PRE,80,31,34,15.0,,77,,,243,245,Los Angeles Kings,903,10,50,254,6,46,236,3
1965,NHL,NYR,NYR,,,6,,70,18,41,11.0,,47,,,195,261,New York Rangers,894,,44,282,2,63,282,2
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,8,6,222,264,New York Islanders,950,22,49,306,3,71,300,7
1955,NHL,DET,DET,,,2,F,70,30,24,16.0,,76,,,183,148,Detroit Red Wings,788,,,,,,,
1976,WHA,HOU,HOU,,WW,1,AVSF,80,50,24,6.0,,106,,,320,241,Houston Aeros,1432,6,64,227,4,61,361,11
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
1978,WHA,SOV,SOV,,,8,,6,4,1,1.0,,9,,,27,20,Soviet All Stars,77,0,,,,,,
