year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2002,NHL,BUF,18,16,5.0,2,9,21,5.0,6,,,,,3,5,2,0,1,9,2,1,4,8,1,1,7,2,2.0,2,4,7,1.0,1,7,5,1,3,1,1,1,0
1977,NHL,PHI,29,6,5.0,,16,14,10.0,,,,,,5,2,1,,9,2,2,,10,3,1,,4,4,5.0,,7,4,2.0,,8,4,2,,2,1,2,
1919,NHL,OTS,11,1,0.0,,8,4,0.0,,,,,,,,,,,,,,2,0,0,,7,3,0.0,,7,1,0.0,,3,1,0,,,,,
1972,WHA,QUN,22,12,5.0,,11,28,0.0,,,,,,5,3,1,,6,6,0,,8,9,0,,3,6,2.0,,3,8,2.0,,8,7,0,,0,1,0,
2001,NHL,BOS,23,11,2.0,5,20,13,4.0,4,,,,,5,3,3,2,8,4,0,0,8,4,0,2,8,4,0.0,3,3,2,2.0,0,9,5,0,0,2,2,1,2
1910,NHA,REN,6,3,0.0,,2,5,0.0,,,,,,,,,,,,,,,,,,1,5,0.0,,4,3,0.0,,3,0,0,,,,,
2011,NHL,CHI,27,8,,6,18,18,,5,,,,,7,2,,2,7,6,,1,10,2,,1,5,5,,3,5,9,,0,10,2,,2,1,0,,2
1973,NHL,MTL,24,12,3.0,,21,12,6.0,,,,,,6,2,1,,7,4,1,,7,2,4,,9,3,0.0,,8,5,2.0,,7,6,1,,1,2,0,
1995,NHL,WAS,21,15,5.0,,18,17,6.0,,,,,,7,3,0,,4,8,2,,7,4,1,,5,6,2.0,,6,4,3.0,,7,4,3,,3,3,0,
1968,NHL,CHI,20,14,4.0,,14,19,5.0,,,,,,6,2,0,,5,7,1,,8,4,1,,6,6,2.0,,4,9,2.0,,5,5,3,,,,,
2003,NHL,BOS,18,12,9.0,2,23,7,6.0,5,,,,,6,2,2,1,5,2,2,3,3,7,5,0,10,3,2.0,0,7,1,2.0,3,9,3,1,0,1,1,1,0
1980,NHL,WAS,16,17,7.0,,10,19,11.0,,,,,,3,4,3,,5,2,6,,5,7,2,,5,8,1.0,,1,7,4.0,,5,7,2,,2,1,0,
1956,NHL,CHI,12,15,8.0,,4,24,7.0,,,,,,1,6,1,,3,8,2,,4,9,1,,2,8,4.0,,4,3,4.0,,2,5,3,,,,,
1937,NHL,CHI,10,10,4.0,,4,15,5.0,,,,,,,,,,2,6,2,,4,3,1,,3,5,4.0,,2,8,2.0,,3,3,0,,,,,
1996,NHL,MTL,17,17,7.0,,14,19,8.0,,,,,,4,5,2,,6,7,2,,3,6,3,,6,7,1.0,,4,5,3.0,,5,4,3,,3,2,1,
1987,NHL,STL,18,17,5.0,,16,21,3.0,,,,,,3,5,1,,5,7,1,,7,5,3,,8,6,0.0,,6,7,0.0,,5,6,3,,0,2,0,
1976,NHL,ATF,22,11,7.0,,12,23,5.0,,,,,,5,6,2,,6,2,4,,7,5,1,,5,4,4.0,,3,9,0.0,,7,8,0,,1,0,1,
1998,NHL,PHI,21,9,11.0,,16,17,8.0,,,,,,5,3,2,,6,4,2,,7,2,5,,8,1,2.0,,4,7,2.0,,3,6,5,,4,3,1,
1988,NHL,QUE,16,20,4.0,,11,26,3.0,,,,,,5,7,0,,3,9,2,,5,7,2,,5,6,2.0,,4,8,0.0,,5,7,1,,0,2,0,
1989,NHL,BOS,23,13,4.0,,23,12,5.0,,,,,,5,6,1,,10,1,1,,6,8,1,,10,1,2.0,,7,6,0.0,,8,3,3,,0,0,1,
1914,NHA,MOW,9,2,0.0,,5,4,0.0,,,,,,,,,,,,,,2,0,0,,5,4,0.0,,6,2,0.0,,1,0,0,,,,,
2010,NHL,EDM,13,22,,6,12,23,,6,,,,,3,4,,2,4,8,,2,5,5,,3,3,9,,1,5,9,,0,3,8,,3,2,2,,1
1996,NHL,PHO,15,19,7.0,,23,18,0.0,,,,,,4,6,1,,4,6,3,,9,5,0,,5,7,0.0,,6,7,0.0,,7,4,2,,3,2,1,
1994,NHL,NJD,14,4,6.0,,8,14,2.0,,,,,,,,,,,,,,,,,,1,3,1.0,,6,4,3.0,,7,6,2,,8,4,2,
1987,NHL,NYR,22,13,5.0,,14,21,5.0,,,,,,4,5,3,,4,8,0,,6,6,2,,6,6,1.0,,7,4,2.0,,8,5,1,,1,0,1,
1976,NHL,STL,22,13,5.0,,10,26,4.0,,,,,,7,5,0,,5,6,1,,3,6,4,,6,8,0.0,,6,5,1.0,,4,8,3,,1,1,0,
1973,NHL,CLF,11,18,10.0,,2,37,0.0,,,,,,3,6,0,,3,8,1,,1,10,4,,2,11,2.0,,2,7,1.0,,2,10,2,,0,3,0,
1937,NHL,TOR,13,6,5.0,,11,9,4.0,,,,,,,,,,5,2,3,,4,2,2,,5,3,2.0,,5,6,1.0,,5,2,1,,,,,
1928,NHL,PIP,5,13,4.0,,4,14,4.0,,,,,,,,,,1,4,2,,3,4,2,,3,6,2.0,,1,9,2.0,,1,4,0,,,,,
1986,NHL,PIT,19,15,6.0,,11,23,6.0,,,,,,8,3,0,,5,5,4,,2,7,3,,4,8,1.0,,4,7,2.0,,5,8,2,,2,0,0,
1976,WHA,SDM,26,10,4.0,,14,27,0.0,,,,,,4,5,2,,8,5,0,,11,3,0,,4,7,0.0,,6,6,1.0,,5,9,1,,2,2,0,
1916,PCHA,SPO,6,3,0.0,,2,12,0.0,,,,,,,,,,,,,,4,4,0,,3,4,0.0,,1,6,0.0,,0,1,0,,,,,
1954,NHL,BOS,16,10,9.0,,7,16,12.0,,,,,,1,4,3,,5,5,2,,4,6,2,,7,4,5.0,,3,2,8.0,,3,5,1,,,,,
2001,NHL,STL,27,12,1.0,1,16,15,7.0,3,,,,,5,3,3,0,7,5,0,1,6,3,3,2,11,4,0.0,0,2,4,1.0,0,6,6,1,1,6,2,0,0
