year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
1976,NHL,CHI,2,0,2,0,3,7,19,0,3,7,0,1,7,0
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
1995,NHL,CAL,4,0,4,0,7,16,56,0,0,21,0,4,21,0
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1985,NHL,STL,19,10,9,0,64,70,579,0,13,91,3,26,96,3
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1989,NHL,NYR,10,5,5,0,37,35,291,2,15,63,2,11,54,4
1967,NHL,PHI,7,3,4,0,17,17,142,,6,,3,4,,1
1978,NHL,CHI,4,0,4,0,3,14,45,0,0,9,0,2,11,0
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1951,NHL,MTL,11,4,7,0,20,23,97,,,,,,,
1987,NHL,BUF,6,2,4,0,22,28,286,2,11,36,,6,42,0
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1971,NHL,STL,11,4,7,0,27,47,232,,8,,1,14,,0
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1984,NHL,LAK,3,0,3,0,7,11,47,0,1,16,1,0,10,0
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
1969,NHL,NYR,6,2,4,0,16,25,169,,7,,2,6,,0
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
2009,NHL,PHO,7,3,4,0,18,26,81,0,6,33,0,8,34,1
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1981,NHL,BUF,4,1,3,0,11,17,104,0,6,17,0,4,15,0
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
2011,NHL,PIT,6,2,4,0,26,30,149,0,9,29,3,12,23,0
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1931,NHL,MTM,4,1,1,2,6,5,24,,,,,,,
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
2008,NHL,CAL,6,2,4,0,16,21,83,4,2,18,0,7,24,0
2006,NHL,OTT,20,13,7,0,59,47,246,6,18,95,0,12,99,3
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1993,NHL,STL,4,0,4,0,10,16,81,0,3,20,0,6,23,1
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
