coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
gormato01c,1936,MTM,NHL,1,,48,22,17,9,5,2,3,0
wilsoro02c,1993,ANA,NHL,1,,84,33,46,5,,,,
kishla01c,1982,HAR,NHL,1,,49,12,32,5,,,,
juliecl01c,2008,BOS,NHL,1,,82,53,19,10,11,7,4,0
schmimi01c,1963,BOS,NHL,1,,70,18,40,12,,,,
ramsacr01c,2010,ATL,NHL,1,,82,34,36,12,,,,
murrabr01c,2007,OTT,NHL,2,,18,7,9,2,4,0,4,0
sathegl01c,1986,EDM,NHL,1,,80,50,24,6,21,16,5,0
bergemi03c,1983,QUE,NHL,1,,80,42,28,10,9,5,4,0
blaketo01c,1957,MTL,NHL,1,,70,43,17,10,10,8,2,0
trembma02c,1995,MTL,NHL,3,,77,40,27,10,6,2,4,0
blaketo01c,1967,MTL,NHL,1,,74,42,22,10,13,12,1,0
mckenke01c,1923,EDE,WCHL,1,,30,11,15,4,,,,
therrmi01c,2001,MTL,NHL,1,,82,36,34,12,12,6,6,0
kellyre01c,1967,LAK,NHL,1,,74,31,33,10,7,3,4,0
bowneri01c,1988,WIN,NHL,2,,28,8,17,3,,,,
johnsma01c,1973,CLF,NHL,2,,21,2,17,2,,,,
mauripa01c,2009,CAR,NHL,1,,82,35,37,10,,,,
sindeha01c,1968,BOS,NHL,1,,76,42,18,16,10,6,4,0
arboual01c,1970,STL,NHL,1,,50,21,15,14,,,,
robinla01c,1997,LAK,NHL,1,,82,38,33,11,4,0,4,0
adamsja01c,1942,DET,NHL,1,,50,25,14,11,10,8,2,0
hitchke01c,2005,PHI,NHL,1,,82,45,26,11,6,2,4,0
brookhe01c,1987,MNS,NHL,1,,80,19,48,13,,,,
milbumi01c,1996,NYI,NHL,1,,45,13,23,9,,,,
bathgan01c,1973,VAB,WHA,3,,59,21,37,1,,,,
mauripa01c,2011,CAR,NHL,1,,25,8,13,4,,,,
cunnera01c,2011,MTL,NHL,2,,50,18,23,9,,,,
guidobe01c,1973,BOS,NHL,1,,78,52,17,9,16,10,6,0
trotzba01c,2003,NAS,NHL,1,,82,38,33,11,6,2,4,0
bowmasc01c,1979,BUF,NHL,1,,80,47,17,16,14,9,5,0
savaged01c,1915,PO1,PCHA,1,,18,13,5,0,5,2,3,0
guidobe01c,1974,KCS,NHL,1,,80,15,54,11,,,,
fergujo01c,1976,NYR,NHL,1,,80,29,37,14,,,,
adamsja01c,1928,DTC,NHL,1,,44,19,16,9,2,0,2,0
greenpe01c,1922,OTS,NHL,1,,24,14,9,1,8,6,2,0
johnsto01c,1971,BOS,NHL,1,,78,54,13,11,15,12,3,0
patrily01c,1974,STL,NHL,2,,2,1,0,1,,,,
demerja01c,1988,DET,NHL,1,,80,34,34,12,6,2,4,0
abelsi01c,1966,DET,NHL,1,,70,27,39,4,,,,
abelsi01c,1959,DET,NHL,1,,70,26,29,15,6,2,4,0
perroje01c,1985,MTL,NHL,1,,80,40,33,7,20,15,5,0
granato01c,2008,COL,NHL,1,,82,32,45,5,,,,
nealeha01c,1973,MFS,WHA,1,,76,42,32,2,11,6,5,0
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
kellyre01c,1969,PIT,NHL,1,,76,26,38,12,10,6,4,0
murraan01c,2003,LAK,NHL,1,,82,28,38,16,,,,
gardnji01c,1924,HAM,NHL,1,,30,19,10,1,,,,
stanlba01c,1921,CAT,WCHL,1,,24,14,10,0,2,0,1,1
wilsoro02c,2010,TOR,NHL,1,,82,37,34,11,,,,
irvindi01c,1942,MTL,NHL,1,,50,19,19,12,5,1,4,0
fergujo01c,1985,WIN,NHL,2,,14,7,6,1,3,0,3,0
demerja01c,1977,CIN,WHA,1,,75,33,39,3,,,,
nealeha01c,1983,VAN,NHL,2,,32,15,13,4,4,1,3,0
lowro01c,1997,EDM,NHL,1,,82,35,37,10,12,5,7,0
mactacr01c,2005,EDM,NHL,1,,82,41,28,13,24,15,9,0
lemaija01c,2009,NJD,NHL,1,,82,48,27,7,5,1,4,0
neilsro01c,1983,LAK,NHL,3,,28,8,17,3,,,,
irvindi01c,1943,MTL,NHL,1,,50,38,5,7,9,8,1,0
bouchfr01c,1942,NYR,NHL,1,,50,11,31,8,,,,
simpsjo01c,1934,NYA,NHL,1,,48,12,27,9,,,,
inglibi01c,1978,BUF,NHL,2,,56,28,18,10,3,1,2,0
polanni01c,1984,DET,NHL,1,,80,27,41,12,3,0,3,0
quinnpa01c,2001,TOR,NHL,1,,82,43,29,10,20,10,10,0
mccrebi01c,1974,CLF,NHL,2,,32,8,20,4,,,,
plageba01c,1982,STL,NHL,2,,48,15,21,12,4,1,3,0
bouchfr01c,1939,NYR,NHL,1,,48,27,11,10,12,8,4,0
