playerid,year,stint,tmid,s,g,gdg
burroal01,2011,1,VAN,6,10,1
sturmma01,2005,1,SJS,2,2,0
wheelbl01,2009,1,BOS,13,2,0
keslery01,2009,1,VAN,5,3,0
ovechal01,2005,1,WAS,13,6,3
backsni02,2009,1,WAS,9,4,1
kovalil01,2008,1,ATL,5,1,0
ouellmi01,2005,1,PIT,3,1,0
cammami01,2009,1,MTL,8,2,2
royde01,2010,1,BUF,2,1,1
koivumi01,2007,1,MIN,7,1,1
bertuto01,2009,1,DET,8,4,2
friesje01,2006,1,CAL,1,0,0
ovechal01,2007,1,WAS,6,1,0
samuemi01,2011,2,FLO,2,8,1
huselkr01,2010,1,CBS,4,1,0
thorbch01,2007,1,ATL,1,0,0
huntetr01,2006,1,NYI,5,0,0
reasoma01,2007,1,EDM,3,0,0
mooredo01,2010,1,TBL,6,3,2
alfreda01,2005,1,OTT,8,2,1
getzlry01,2007,1,AND,12,2,2
gagnesa01,2007,1,EDM,17,5,4
clearda01,2010,1,DET,1,0,0
aucoiad01,2011,1,PHO,0,2,0
sandege01,2006,1,PHI,1,0,0
seminal01,2011,1,WAS,3,6,0
brashdo01,2006,1,WAS,1,0,0
havlama01,2010,1,MIN,2,0,0
nilssro01,2005,1,NYI,2,1,1
brodzky01,2009,1,MIN,1,0,0
turriky01,2010,1,PHO,4,1,0
torrera01,2007,1,EDM,3,1,0
mooredo01,2011,1,TBL,2,4,2
koivumi01,2010,1,MIN,6,3,1
kanepa01,2010,1,CHI,10,3,2
daiglal02,2005,1,MIN,1,0,0
simjo01,2009,1,NYI,1,0,0
boylebr01,2010,1,NYR,2,0,0
muirbr01,2005,1,WAS,1,1,0
dupuipa01,2009,1,PIT,1,1,0
stlouma01,2010,1,TBL,5,1,1
rundbda01,2011,1,OTT,0,1,0
stemple01,2009,2,PHO,4,2,0
doughdr01,2009,1,LAK,2,1,0
carcida01,2007,1,PHO,3,0,0
reinpst01,2005,2,PHO,1,1,1
littlbr01,2010,1,ATL,10,3,0
seminal01,2006,1,WAS,10,2,1
mcdonan01,2009,1,STL,9,4,1
boothda01,2007,1,FLO,1,0,0
datsypa01,2010,1,DET,4,2,2
dawesni01,2007,1,NYR,9,5,2
nieuwjo01,2005,1,FLO,7,2,2
pettima01,2006,1,WAS,4,1,0
stoary01,2010,1,COL,2,1,1
clearda01,2011,1,DET,0,1,0
perryco01,2006,1,AND,6,1,1
jagrja01,2005,1,NYR,8,2,1
selante01,2010,1,AND,3,0,0
turriky01,2008,1,PHO,4,1,1
hejdumi01,2007,1,COL,6,3,1
havlama01,2007,1,CHI,4,1,0
malkiev01,2008,1,PIT,7,2,1
