playerid,year,stint,tmid,w,l,sa,ga
peterju01,2010,1,CAR,0,1,2,2
emeryra01,2009,1,PHI,2,1,9,2
enrotjh01,2010,1,BUF,3,0,19,5
dubiewa01,2007,1,NYI,2,1,13,4
smithmi02,2006,1,DAL,1,0,3,0
thomati01,2010,1,BOS,1,5,19,9
smithmi02,2011,1,PHO,6,8,46,15
grahajo01,2007,1,CAR,1,0,3,2
conklty01,2010,1,STL,0,2,7,6
osgooch01,2007,1,DET,2,3,16,8
toskave01,2006,1,SJS,0,1,3,3
hardijo01,2009,1,MIN,2,0,10,1
andercr01,2010,2,OTT,2,1,12,1
thomati01,2006,1,BOS,8,2,46,8
halakja01,2010,1,STL,3,4,29,10
rolosdw01,2008,1,EDM,4,4,24,5
hedbejo01,2010,1,NJD,2,1,11,3
varlasi01,2010,1,WAS,1,2,8,3
bryzgil01,2008,1,PHO,2,3,20,10
clemmsc01,2009,1,FLO,2,1,11,1
raycran01,2005,1,BOS,0,1,2,1
dubiewa01,2006,1,NYI,2,0,6,1
kolziol01,2005,1,WAS,4,5,44,15
dipieri01,2010,1,NYI,2,1,9,3
sauveph01,2005,1,CAL,1,0,3,0
schneco01,2008,1,VAN,0,1,3,3
ellisda01,2007,1,NAS,2,1,9,4
luongro01,2008,1,VAN,3,4,29,8
nabokev01,2006,1,SJS,2,1,10,4
brodema01,2007,1,NJD,8,4,43,11
crawfco01,2005,1,CHI,0,1,3,2
rinnepe01,2011,1,NAS,4,5,30,9
garonma01,2010,1,CBS,1,3,12,4
macdojo01,2010,1,DET,1,2,9,2
ersbeer01,2007,1,LAK,1,1,10,2
bishobe01,2008,1,STL,0,1,4,2
leclapa01,2006,1,CBS,1,1,15,4
nabokev01,2007,1,SJS,6,6,40,18
greisth01,2011,1,SJS,1,1,7,2
labarja01,2010,1,PHO,1,1,5,2
bouchbr01,2006,1,CHI,0,2,4,4
priceca01,2008,1,MTL,5,6,35,13
turcoma01,2010,1,CHI,2,2,13,7
vokouto01,2006,1,NAS,2,3,17,7
turcoma01,2009,1,DAL,4,8,53,15
toskave01,2009,1,TOR,1,1,4,2
gigueje01,2005,1,ANA,3,7,31,12
auldal01,2011,1,OTT,0,1,4,3
hedbejo01,2005,1,DAL,4,0,17,3
conklty01,2005,1,EDM,0,1,2,2
kolesvi01,2005,1,COL,1,0,7,0
macdojo01,2011,1,DET,1,1,9,3
sanfocu01,2005,1,STL,3,5,25,10
dipieri01,2006,1,NYI,5,4,44,9
theodjo01,2006,1,COL,2,0,6,0
leighmi01,2008,1,CAR,1,1,5,3
lehtoka01,2008,1,ATL,4,1,22,5
lundqhe01,2006,1,NYR,8,4,50,9
garonma01,2007,1,EDM,10,0,32,2
mcelhcu01,2009,1,CAL,1,0,4,2
leclapa01,2007,1,CBS,3,4,23,10
brodema01,2006,1,NJD,10,6,60,20
bryzgil01,2007,2,PHO,5,4,26,8
budajpe01,2007,1,COL,1,2,9,4
valiqst01,2006,1,NYR,1,0,4,2
turcoma01,2008,1,DAL,5,6,43,16
millery01,2010,1,BUF,2,1,8,4
labarja01,2008,1,LAK,0,3,7,6
conklty01,2008,1,DET,2,2,13,4
millery01,2008,1,BUF,8,2,40,9
ersbeer01,2009,1,LAK,1,2,16,7
