year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1983,DF,I,MTL,NHL,QUE,NHL,4,2,0,20,13,
1989,DF,J,WAS,NHL,NYR,NHL,4,1,0,22,15,
1964,SCF,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
1920,SCF,,OTS,NHL,VML,PCHA,3,2,0,12,11,
1977,ACF,,WIJ,WHA,NEW,WHA,4,0,0,24,8,
1996,CQF,D,NYR,NHL,FLO,NHL,4,1,0,13,10,
2011,SCF,O,LAK,NHL,NJD,NHL,4,2,0,16,8,
1991,CF,M,PIT,NHL,BOS,NHL,4,0,0,19,7,
2009,CQF,A,MTL,NHL,WAS,NHL,4,3,0,20,22,
1994,SCF,O,NJD,NHL,DET,NHL,4,0,0,16,7,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
2010,CQF,C,BOS,NHL,MTL,NHL,4,3,0,17,17,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
1986,DSF,G,EDM,NHL,LAK,NHL,4,1,0,32,20,
1984,SCF,O,EDM,NHL,PHI,NHL,4,1,0,21,14,
1968,QF,D,LAK,NHL,OAK,NHL,4,3,0,23,25,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
1969,QF,A,CHI,NHL,DET,NHL,4,0,0,16,8,
1919,SCF,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
1986,DSF,H,WIN,NHL,CAL,NHL,4,2,0,22,15,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1933,QF,C,MTM,NHL,NYR,NHL,1,0,1,2,1,TG
1987,CF,N,EDM,NHL,DET,NHL,4,1,0,23,16,
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
1996,CSF,L,DET,NHL,ANA,NHL,4,0,0,13,8,
