name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Jim Devellano,,Patrick,2008,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Bob Fleming,,Patrick,1994,NHL,
Art Berglund,,Patrick,1991,NHL,
Len Ceglarski,,Patrick,1989,NHL,
John MacInnes,,Patrick,1985,NHL,
Robert Ridder,,Patrick,1993,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Brian Burke,,Patrick,2007,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
John Mayasich,,Patrick,1997,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
George Gund,,Patrick,1995,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Fred Cusick,,Patrick,1987,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Mike Emrick,,Patrick,2003,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Ray Miron,,Patrick,2003,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
George Leader,,Patrick,1975,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Mike Richter,richtmi01,Patrick,2008,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Jerry York,,Patrick,2009,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Bob Naegele,,Patrick,2007,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
John Halligan,,Patrick,2006,NHL,
Dave Andrews,,Patrick,2009,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Bruce McNall,,Patrick,1992,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Charles M. Schulz,,Patrick,1980,NHL,
Gary Bettman,,Patrick,2000,NHL,
