playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
malleke01,1914,VML,PCHA,C,3,0,0,0,0
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
halljo01,1918,MTL,NHL,D,5,0,0,0,6
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
clancki01,1922,OTS,NHL,D,6,1,0,1,4
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
smithto01,1916,MOC,NHA,C,4,2,0,2,3
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
marksja01,1912,QU1,NHA,R,3,2,0,2,2
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
camerha01,1917,TOA,NHL,D,5,3,1,4,0
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
gerared01,1914,OT1,NHA,L,3,1,2,3,14
rossar01,1914,OT1,NHA,D,3,0,0,0,12
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
stewane01,1925,MTM,NHL,C,4,6,1,7,14
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
