playerid,year,ppa,sha
brownro01,1990,10,
ramagro01,1987,19,2
tantito01,1990,5,
huberwi01,1987,14,
johanca01,1988,7,
cullejo01,1990,29,
foligmi01,1990,1,
rousebo01,1988,,1
ledyagr01,1987,5,
quinnda01,1990,18,
konrost01,1988,1,1
wilsoca01,1990,4,
hrdinji01,1990,4,
wilsoca01,1987,9,3
malondo01,1988,2,
stastpe01,1989,23,
dineego01,1988,2,
hunteda01,1987,1,4
hardyma01,1987,10,1
manthmo01,1987,15,1
hunteda01,1988,,1
quinnda01,1989,15,1
grahadi01,1987,7,1
tuckejo01,1990,1,
bodgedo01,1988,25,1
paslagr01,1990,3,1
kaspest01,1988,6,2
larsore01,1988,14,
iafraal01,1990,11,1
bennibr01,1989,5,
mckegto01,1989,3,
crossdo01,1990,21,
bradlbr01,1990,10,
libaig01,1988,6,
carpebo01,1988,4,
carsoli01,1987,1,1
simpscr01,1987,10,1
skrikpe01,1990,5,
maroima01,1988,3,
lawtobr01,1988,4,
ciccadi01,1988,10,1
tuckejo01,1989,6,
pederma01,1990,7,
huntema01,1990,4,
momesse01,1990,1,
manthmo01,1988,9,
franclo01,1990,1,1
broteaa01,1989,3,
creigad01,1988,7,
mcbeawa01,1988,1,
klimape01,1989,11,
kontoch01,1987,6,
samueul01,1990,,2
bullami01,1988,13,
fentopa01,1990,2,
adamsgr01,1988,1,
nylunga01,1988,1,
linseke01,1989,8,
poulida02,1989,1,1
zezelpe01,1990,5,1
donnemi01,1987,2,
ysebapa01,1990,4,1
loisecl01,1990,1,1
