name,id,award,year,lgid,note
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,посмертно
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Джон Букик,bucykjo01,Патрик,1976,NHL,
Боб Негеле,,Патрик,2007,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Бад Пойл,poilebu01,Патрик,1988,NHL,
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Питер Карманос,,Патрик,1997,NHL,
Стив Езерман,yzermst01,Патрик,2005,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Вестон Адамс,adamswe01h,Патрик,1973,NHL,посмертно
Джон МакИннес,,Патрик,1985,NHL,
Билл Клири,,Патрик,1996,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Фил Хоузли,houslph01,Патрик,2007,NHL,
Ларри Плео,pleaula01,Патрик,2001,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Лу Вайро,,Патрик,1999,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Куни Вейланд,weilaco01,Патрик,1971,NHL,
Гэри Беттман,,Патрик,2000,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Лу Нанна,nannelo01,Патрик,1988,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Тед Линдси,lindste01,Патрик,2007,NHL,
Брюс Макналл,,Патрик,1992,NHL,
1998 год Олимпийская женская хоккейная команда США,,Патрик,1998,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Дэвид Пойл,,Патрик,2000,NHL,
Брайан Маллен,mullebr01,Патрик,1994,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Билл Чедвик,chadwbi01h,Патрик,1974,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
&lt; &lt; Арбур &gt; &gt;,arboual01,Патрик,1991,NHL,
Марио Лемиё,lemiema01,Патрик,1999,NHL,
Джек Паркер,,Патрик,2009,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Фрэнк Бушер,bouchfr01,Патрик,1992,NHL,
Джерри Йорк,,Патрик,2009,NHL,
Алекс Дельвеккио,delveal01,Патрик,1973,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Брайан Литч,leetcbr01,Патрик,2006,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Фрэнк Мэтерс,mathefr01,Патрик,1986,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Джон Дэвидсон,davidjo01,Патрик,2003,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Марсель Дионн,dionnma01,Патрик,2005,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Майк Рихтер,richtmi01,Патрик,2008,NHL,
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Пэт Лафонтен,lafonpa01,Патрик,1996,NHL,
Рэймонд Бурк,bourqra01,Патрик,2002,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Терри Савчук,sawchte01,Патрик,1970,NHL,посмертно
Лен Сегларски,,Патрик,1989,NHL,
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Джим Хенди,hendyji01h,Патрик,1969,NHL,посмертно
Олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Гил Штейн,,Патрик,1992,NHL,
Джим Девеллано,,Патрик,2008,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,посмертно
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
Майк Ильич,ilitcmi01h,Патрик,1990,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Джон Майасич,,Патрик,1997,NHL,
Джефф Зауэр,,Патрик,2010,NHL,
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Стэн Микита,mikitst01,Патрик,1975,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,посмертно
Вилли О'Ри,oreewi01,Патрик,2002,NHL,
Тони Росси,,Патрик,2010,NHL,
Роберт Райддер,,Патрик,1993,NHL,
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Фред Кузик,,Патрик,1987,NHL,
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,посмертно
Билл Торри,torrebi01h,Патрик,1982,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертно
