year,hofid,name,category
1971,wirtzar01h,Артур Вирц,Строитель
1947,nelsofr01h,Фрэнсис Нельсон,Строитель
1958,conneal01h,Алек Коннелл,Игрок
2000,savarde01h,Денис Савард,Игрок
1961,ionmi01h,Микки Ион,Референт/Линсман
1998,murraat01h,Атхол Мюррей,Строитель
2000,bushwa01h,Уолтер Буш,Строитель
1993,knoxse01h,Сеймур Нокс,Строитель
2008,larioig01h,Игорь Ларионов,Игрок
1984,parenbe01h,Берни Родитель,Игрок
1945,allanmo01h,Монтагу Аллан,Строитель
1962,humefr01h,Фред Хьюм,Строитель
1972,geoffbe01h,Берни Джеффрион,Игрок
1950,triheha01h,Гарри Трихи,Игрок
1947,nighbfr01h,Фрэнк Нибор,Игрок
1979,howelha01h,Гарри Хоуэлл,Игрок
1966,lindste01h,Тед Линдси,Игрок
1990,poilebu01h,Бад Пойл,Строитель
1982,cournyv01h,Иван Курнёйер,Игрок
1962,crawfru01h,Расти Кроуфорд,Игрок
1962,whitcfr01h,Фред Уиткрофт,Игрок
1958,hayge01h,Джордж Хей,Игрок
1985,mariujo01h,Джон Мариуччи,Строитель
1945,morenho01h,Хоуи Моренц,Игрок
1950,malonjo01h,Джо Мэлоун,Игрок
2009,hullbr01h,Бретт-Холл,Игрок
1960,selkefr01h,Фрэнк Селке,Строитель
1952,cookbi01h,Билл Кук,Игрок
1978,pronoma01h,Марсель Проновост,Игрок
2004,bourqra01h,Рэймонд Бурк,Игрок
2004,fletccl01h,Клифф Флетчер,Строитель
1965,russebl01h,Блэр Рассел,Игрок
1970,lebelro01h,Боб Лебель,Строитель
1958,norrija02h,Джеймс Норрис старший.,Строитель
1975,drillgo01h,Горди Дриллон,Игрок
1966,campbcl01h,Кларенс Кэмпбелл,Строитель
1965,lockhth01h,Томми Локхарт,Строитель
1972,adamswe01h,Вестон Адамс,Строитель
2001,gartnmi01h,Майк Гартнер,Игрок
1962,smithal03h,Альф Смит,Игрок
1967,storere01h,Красный магазин,Референт/Линсман
1974,vossca01h,Карл Восс,Строитель
1992,gainebo01h,Боб Гейни,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1971,sawchte01h,Терри Савчук,Игрок
1983,hullbo01h,Бобби Халл,Игрок
1960,walkeja01h,Джек Уокер,Игрок
1973,harvedo01h,Даг Харви,Игрок
1962,ruttaja01h,Джек Руттан,Игрок
1973,udvarfr01h,Фрэнк Удвари,Референт/Линсман
1966,kennete01h,Тед Кеннеди,Игрок
1982,gilbero01h,Род Гилберт,Игрок
1976,quackbi01h,Билл Квакенбуш,Игрок
1988,laflegu01h,Парень Лафлер,Игрок
1998,goulemi01h,Мишель Гуле,Игрок
1974,haych01h,Чарльз Хей,Строитель
1984,esposph01h,Фил Эспозито,Игрок
1965,benedcl01h,Клинт Бенедикт,Игрок
1994,watsoha02h,Гарри Ватсон,Игрок
1974,burchbi01h,Билли Бёрч,Игрок
1966,lachel01h,Элмер Лах,Игрок
1997,trottbr01h,Брайан Тротье,Игрок
1963,primejo01h,Джо Праймау,Игрок
1949,rossar01h,Арт Росс,Игрок
1971,jacksbu01h,Бушер Джексон,Игрок
1966,bouchbu01h,Бутч Бушар,Игрок
1983,mikitst01h,Стэн Микита,Игрок
1995,cookbu01h,Булочная кухня,Игрок
1966,reardke01h,Кен Рирдон,Игрок
1988,hayesge01h,Джордж Хейс,Референт/Линсман
1968,dunnji01h,Джимми Данн,Строитель
2011,howema01h,Марк Хоу,Игрок
1945,gerared01h,Эдди Джерард,Игрок
1950,drinkgr01h,Грэм Пить воду,Игрок
1958,clancki01h,Король Клэнси,Игрок
1993,lapraed01h,Эдгар Лапраде,Игрок
1950,richage01h,Джордж Ричардсон,Игрок
1996,arboual01h,&lt; &lt; Арбур &gt; &gt;,Строитель
1961,schmimi01h,Милт Шмидт,Игрок
1963,mclaufr01h,Фредерик Маклафлин,Строитель
2004,coffepa01h,Пол Коффи,Игрок
1950,davidal01h,Скотти Дэвидсон,Игрок
1992,dumarwo01h,Вуди Дюрт,Игрок
1975,armstge01h,Джордж Армстронг,Игрок
1945,stanlfr01h,Фредерик Стэнли,Строитель
1961,appssy01h,Syl Apps,Игрок
1945,vezinge01h,Жорж Везина,Игрок
1962,broadpu01h,Удар по ширине,Игрок
1966,brimsfr01h,Фрэнк Бримсек,Игрок
1995,sabetgu01h,Гунтер Сабетцкий,Строитель
1963,seibeea01h,Эрл Защищенный,Игрок
1958,irvindi01h,Дик Ирвин,Игрок
1960,manthsy01h,Сильвио Манта,Игрок
1974,tarasan01h,Анатолий Тарасов,Строитель
1947,joliaau01h,Аурел Джолиат,Игрок
1993,grifffr01h,Фрэнк Гриффитс,Строитель
1975,baileac01h,Эйс Бейли,Игрок
1989,bauerda01h,Дэвид Бауэр,Строитель
1975,bucklfr01h,Фрэнк Баклэнд,Строитель
1991,bossymi01h,Майк Босси,Игрок
1971,weilaco01h,Куни Вейланд,Игрок
1969,wortero01h,Рой Уортерс,Игрок
1996,bauerbo01h,Бобби Бауэр,Игрок
1961,loicqpa01h,Пол Лойк,Строитель
1950,lalonne01h,Новости Лалонда,Игрок
1965,russeer01h,Эрни Расселл,Игрок
2010,jamesan01h,Анжела Джеймс,Игрок
1958,foystfr01h,Фрэнк Фойстон,Игрок
1977,cattajo01h,Джозеф Каттарих,Строитель
1962,hylanha01h,Гарри Хайланд,Игрок
1986,keonda01h,Дэйв Кин,Игрок
1967,brodatu01h,Турк Брода,Игрок
1958,gardihe01h,Герб Гардинер,Игрок
1996,salmibo01h,Сальминг Борье,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1976,rossph01h,Филипп Росс,Строитель
1962,darraja01h,Джек Дарраг,Игрок
1965,marshja02h,Джек Маршалл,Игрок
1962,schrisw01h,Суини Шринер,Игрок
1961,brownge03h,Джордж Браун,Строитель
2011,belfoed01h,Эд Белфур,Игрок
1991,smithcl01h,Клинт Смит,Игрок
1998,stastpe01h,Питер Стастин,Игрок
1963,gormato01h,Томми Горман,Строитель
1991,armstne01h,Нил Армстронг,Референт/Линсман
1967,colvine01h,Нил Колвилл,Игрок
1962,westwha01h,Гарри Вествик,Игрок
1950,griffsi01h,Си Гриффис,Игрок
1969,abelsi01h,Сид Абель,Игрок
1994,conacli01h,Лайонел Конахер,Игрок
1952,goheemo01h,Лось Гохин,Игрок
1979,richahe01h,Анри Ричард,Игрок
1947,hewitwi01h,Уильям Хьюитт,Строитель
1962,simpsjo01h,Джо Симпсон,Игрок
1993,pagefr01h,Фред Стр.,Строитель
1998,conacro01h,Рой Коначер,Игрок
1968,hendyji01h,Джим Хенди,Строитель
1965,mosiebi01h,Билл Мосиенко,Игрок
1962,hoopeto01h,Том Хупер,Игрок
1958,johnsch01h,Чинг Джонсон,Игрок
1964,stewaja01h,Джек Стюарт,Игрок
1964,durnabi01h,Билл Дурнан,Игрок
1966,bentlma01h,Макс Бентли,Игрок
2003,kilrebr01h,Брайан Килреа,Строитель
1992,mathefr01h,Фрэнк Мэтерс,Строитель
1985,pilouru01h,Руди Пилиус,Строитель
1945,mcgeefr01h,Фрэнк МакГи,Игрок
2007,gregoji01h,Джим Грегори,Строитель
2010,develji01h,Джим Девеллано,Строитель
1973,raynech01h,Чак Райнер,Игрок
1972,belivje01h,Жан Беливо,Игрок
1958,raymodo01h,Донат Рэймонд,Строитель
1972,howego01h,Горди Хоу,Игрок
1977,ahearbu01h,Зайка Ахерне,Строитель
2009,lamorlo01h,Лу Ламориелло,Строитель
2000,mullejo01h,Джо Маллен,Игрок
1969,hextabr01h,Брайан Хексалл,Игрок
1985,ratelje01h,Жан Рателл,Игрок
1961,halljo01h,Джо Холл,Игрок
1962,wilsoph01h,Фат Уилсон,Игрок
1958,mcnamge02h,Джордж Макнамара,Игрок
1973,smithto01h,Томми Смит,Игрок
2002,federbe01h,Берни Федерко,Игрок
1945,pulfoha01h,Харви Пулфорд,Игрок
1960,bouchge01h,Джордж Бушер,Игрок
1993,shuttst01h,Стив Шатт,Игрок
1945,bakerho01h,Хоби Бейкер,Игрок
2007,stevesc01h,Скотт Стивенс,Игрок
1986,savarse01h,Серж Савард,Игрок
1977,ballaha01h,Гарольд Баллард,Строитель
1966,prattba01h,Детка Пратт,Игрок
1947,caldefr01h,Фрэнк Кальдер,Строитель
1965,scanlfr01h,Фред Скэнлон,Игрок
1978,bickejo01h,Джон Бикелл,Строитель
1999,gretzwa01h,Уэйн Грецки,Игрок
1961,conacch01h,Чарли Коначер,Игрок
1985,olmstbe01h,Берт Ольмстед,Игрок
1962,stanlba01h,Барни Стэнли,Игрок
1987,giacoed01h,Эд Джакомин,Игрок
1958,duttore01h,Красная Даттон,Игрок
1995,torrebi01h,Билл Торри,Строитель
2007,francro01h,Рон Фрэнсис,Игрок
2003,lafonpa01h,Пэт Лафонтен,Игрок
2009,yzermst01h,Стив Езерман,Игрок
2010,seamado01h,Док Симен,Строитель
1993,lapoigu01h,Парень Лапойнт,Игрок
1997,lemiema01h,Марио Лемиё,Игрок
1971,robergo02h,Горд Робертс,Игрок
1974,ivanto01h,Томми Иван,Строитель
