constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
18909,763,66,18.0,3,3,1
25613,264,6,42.0,3,3,0
8958,365,32,9.0,7,7,0
2435,225,28,0.0,10,10,0
25051,874,1,283.0,2,2,5
5546,184,15,4.0,7,7,0
6151,91,1,4.0,5,5,0
22281,595,6,30.0,2,2,1
8804,357,49,0.0,17,17,0
2445,226,18,0.0,11,11,0
9657,402,49,2.0,10,10,0
24976,869,206,0.0,11,11,0
23102,573,70,0.0,16,16,0
9141,371,35,8.0,8,8,0
6041,114,4,42.0,4,4,0
10950,479,57,0.0,15,15,0
20346,699,93,0.0,14,14,0
8964,365,49,0.0,19,19,0
21330,660,196,36.0,1,1,4
26771,972,1,0.0,10,10,0
6187,95,6,88.0,1,1,5
6394,60,4,106.0,1,1,6
26163,928,9,13.0,5,5,0
10761,468,45,0.0,9,9,0
8312,309,17,5.0,7,7,0
6195,95,17,2.0,8,8,0
22020,631,34,7.0,9,9,0
8365,312,33,1.0,11,11,0
8243,305,41,0.0,14,14,0
25413,216,17,17.0,6,6,0
11321,499,34,6.0,3,3,0
9745,408,45,0.0,12,12,0
5494,180,17,16.0,3,3,0
19045,748,66,2.0,5,5,0
20642,692,181,1.0,6,6,0
4774,284,22,60.0,2,2,0
6259,102,3,54.0,4,4,0
11053,484,34,4.0,2,2,0
26133,918,10,155.0,6,6,0
10779,469,21,0.0,11,11,0
6141,90,16,3.0,4,4,0
3484,304,1,99.0,2,2,5
22959,566,58,4.0,6,6,0
25715,271,32,0.0,12,12,0
23238,549,59,32.0,3,3,2
23302,553,6,65.0,1,1,3
25600,263,17,11.0,4,4,0
10932,478,21,4.0,11,11,0
9025,368,34,6.0,10,10,0
10754,468,37,0.0,8,8,0
20958,670,180,29.0,1,1,3
8361,312,1,67.0,1,1,4
9534,394,25,3.0,8,8,0
24444,351,205,0.0,10,10,0
25665,267,29,9.0,9,9,0
26562,948,10,6.0,6,6,0
25906,51,9,24.0,5,5,0
20897,689,191,63.0,1,1,4
21556,645,32,14.0,3,3,1
5989,109,1,26.0,1,1,2
7746,327,44,0.0,16,16,0
24869,866,206,0.0,11,11,0
11396,504,34,25.0,3,3,1
5446,175,17,6.0,2,2,0
9678,403,45,0.0,15,15,0
3442,301,27,4.0,8,8,0
8511,319,36,0.0,17,17,0
4818,287,25,0.0,13,13,0
11267,495,32,18.0,7,7,0
574,71,17,0.0,8,8,0
11077,485,27,1.0,9,9,0
10112,429,53,0.0,15,15,0
22136,613,63,0.0,11,11,0
25719,271,31,0.0,13,13,0
9878,417,49,0.0,11,11,0
21304,657,191,0.0,6,6,0
22975,567,58,4.0,9,9,0
6013,111,16,6.0,7,7,0
21548,644,82,3.0,5,5,0
9245,377,21,9.0,5,5,0
10951,480,4,50.0,4,4,3
23399,558,25,23.0,6,6,0
