targetid,raceid,driverid,win
58615,517,206,0
16225,330,149,0
22252,472,172,0
49654,775,566,0
13920,49,27,0
9463,279,102,0
51136,702,360,0
3165,162,55,0
20381,418,117,0
361,35,7,0
58179,554,219,0
56345,587,221,0
46576,786,537,0
1300,76,23,0
57477,536,235,0
55951,604,270,0
10503,252,64,0
55257,619,307,0
12153,111,8,0
29887,17,155,0
13133,67,24,0
55586,598,308,0
56038,579,199,0
48716,737,437,0
46816,789,541,0
64686,852,37,0
1527,86,17,0
20905,433,163,0
51094,701,341,0
56860,570,250,0
49369,772,591,0
6906,293,77,0
48418,730,360,1
54570,650,327,0
51810,804,509,0
10778,213,57,0
57896,548,255,0
9354,273,104,0
46649,787,630,0
49593,775,427,0
52864,689,377,0
12216,114,4,0
21523,450,94,0
48871,695,387,0
56488,589,245,0
58418,559,223,0
56569,562,277,0
20700,426,158,0
64590,850,153,0
46838,790,627,0
51628,802,656,0
12691,103,14,0
13948,51,8,1
65867,895,8,0
61984,757,347,0
20913,433,160,0
12177,112,23,0
49211,770,551,0
57515,537,206,0
11012,222,15,0
64086,350,22,0
66073,258,57,0
44969,812,593,0
56913,571,172,0
51838,804,684,0
11413,143,30,0
67282,937,822,0
62374,762,517,0
53361,639,312,0
22390,476,110,0
48238,743,376,0
11368,190,25,0
48453,731,385,0
50292,755,515,0
17487,316,128,0
10408,249,87,0
57356,533,211,0
10757,212,44,0
15929,323,119,1
10371,247,89,0
51256,704,420,0
21215,442,170,0
18210,357,119,0
44894,811,673,0
53714,673,347,0
51970,806,657,0
51574,801,449,0
56680,565,271,0
19016,373,158,0
22401,476,137,0
3510,79,15,0
53134,666,321,0
19535,389,119,0
53239,635,346,0
22738,483,207,0
46079,792,642,0
65639,884,824,0
59393,511,191,0
