qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
813,56,4,4,1,5,1:23.536,1:23.743,1:23.709
2166,230,49,15,15,11,1:23.195,,
3759,355,1,1,2,2,1:40.335,1:40.119,1:39.425
3367,338,808,4,12,18,1:26.471,,
2906,269,113,32,11,25,1:25.313,,
979,63,24,5,20,17,1:17.164,,
4526,76,30,6,1,8,1:16.186,1:18.550,
6616,942,18,1,22,14,2:00.261,2:01.193,
6873,956,815,10,11,16,1:07.657,,
140,24,6,3,8,12,1:17.638,1:18.062,
2676,261,57,1,7,3,1:22.660,,
4148,93,17,19,14,8,1:20.921,,
5317,874,5,207,20,19,1:34.657,,
3897,114,52,17,12,16,1:17.452,,
2847,267,105,18,24,18,2:26.738,,
6779,952,815,10,11,9,1:24.698,1:24.003,1:23.782
6910,958,822,3,77,10,1:42.758,1:24.506,1:22.182
5911,902,13,3,19,8,1:35.085,1:34.842,1:34.511
5990,904,824,206,17,19,1:30.177,,
1946,213,21,17,12,6,1:18.750,,
4477,73,33,17,18,17,1:33.424,1:36.004,
6953,960,18,1,22,9,1:48.700,1:48.051,1:48.114
580,45,22,11,8,14,1:32.674,1:32.221,
4274,99,44,7,17,14,1:15.130,,
5022,862,4,6,5,9,1:36.292,1:35.982,1:36.622
6015,905,828,207,9,22,1:21.732,,
2393,248,69,18,24,16,1:49.302,,
4945,859,1,1,3,4,1:13.361,1:12.811,1:12.480
6951,960,807,10,27,7,1:48.080,1:47.317,1:47.543
2235,242,65,22,6,8,1:29.350,,
388,36,24,5,18,20,1:29.267,,
4811,852,155,15,16,12,2:07.194,2:04.757,
6005,905,18,1,22,12,1:17.890,1:17.988,
1920,212,49,3,4,2,1:16.791,,
6694,948,4,1,14,12,1:26.537,1:26.125,
3345,337,15,205,18,20,1:59.852,,
4359,103,45,17,19,19,2:03.833,,
6937,959,154,210,8,15,1:16.328,1:16.086,
3808,110,30,6,1,7,1:14.130,,
3064,4,17,9,14,19,1:34.038,,
120,23,18,11,16,12,1:16.259,1:16.101,
2858,268,71,3,0,3,1:24.158,,
3123,7,67,5,12,18,1:28.708,,
1462,140,22,6,2,2,1:31.749,,
7161,970,20,6,5,2,1:33.078,1:32.391,1:31.864
1900,211,21,17,12,4,1:18.665,,
6627,943,817,9,3,5,1:21.166,1:20.783,1:20.399
3744,354,18,1,1,11,1:19.905,1:19.288,
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740
4158,93,47,18,21,18,1:46.299,,
4651,845,22,3,11,19,1:26.910,,
172,26,1,1,22,4,1:20.288,1:19.537,1:21.835
2077,226,50,29,17,7,1:31.615,,
4775,850,817,164,22,24,1:37.036,,
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328
2603,257,79,25,3,10,1:18.194,,
5550,884,820,206,23,21,1:24.996,,
5503,882,821,15,12,18,1:37.990,,
6314,926,822,3,77,6,1:29.641,1:27.796,1:28.087
3985,119,8,1,6,5,1:15.874,,
4382,106,23,3,4,2,1:34.032,,
5015,862,1,1,4,2,1:36.763,1:35.902,1:35.626
762,53,11,8,22,20,1:37.411,,
291,32,8,6,1,3,1:44.282,1:44.232,1:45.617
3640,350,13,6,7,3,1:22.421,1:22.610,1:22.293
1447,125,21,17,9,9,1:37.536,,
5391,877,10,206,24,22,1:45.426,,
6133,911,8,6,7,8,2:09.885,2:08.646,2:08.780
469,40,14,9,14,13,1:17.204,1:16.319,
565,44,11,8,22,21,1:22.045,,
1085,68,24,5,20,13,1:45.564,1:46.172,
5109,866,20,9,1,1,1:14.661,1:14.187,1:13.784
