resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
2756,150,23,3,5,1,2.0,2,2,6.0,72,+10.399,5626035.0,,,,,1
21294,862,807,10,12,16,15.0,15,15,0.0,56,+51.213,5838142.0,48.0,9.0,1:40.977,194.337,1
13840,564,197,58,17,14,9.0,9,9,0.0,69,,,,,,,11
11100,467,119,34,2,4,,R,21,0.0,18,,,,,,,101
985,64,30,6,5,2,1.0,1,1,10.0,67,1:27:51.693,5271693.0,17.0,1.0,1:16.357,215.650,1
3575,187,35,16,22,11,8.0,8,8,0.0,53,+41.797,4664720.0,,,,,1
3108,166,22,6,4,3,3.0,3,3,4.0,72,+32.409,5917947.0,,,,,1
18997,789,624,128,14,26,,R,16,0.0,71,,,,,,,109
3896,202,30,6,3,3,1.0,1,1,10.0,77,1:45:26.4,6326400.0,,,,,1
4289,219,76,24,23,13,,R,19,0.0,31,,,,,,,7
23146,958,807,10,27,9,10.0,10,10,1.0,69,,,69.0,13.0,1:25.392,184.696,11
14149,575,252,58,16,14,,R,14,0.0,46,,,,,,,68
12960,533,231,1,7,4,6.0,6,6,1.0,74,,,,,,,11
16739,685,373,180,3,1,,R,19,0.0,4,,,,,,,22
6968,319,57,32,11,21,,R,21,0.0,4,,,,,,,5
5434,267,79,25,3,23,,R,20,0.0,18,,,,,,,5
11412,478,196,37,18,24,,R,15,0.0,22,,,,,,,27
20294,783,501,105,8,12,5.0,5,5,1.0,84,,,,,,,13
16059,650,262,66,18,18,,R,18,0.0,5,,,,,,,5
15797,639,320,66,23,16,10.0,10,10,0.0,52,,,,,,,12
8687,378,122,37,16,10,9.0,9,9,0.0,79,,,,,,,11
13800,562,229,64,24,0,,F,26,0.0,0,,,,,,,81
11924,495,158,25,3,17,,R,21,0.0,11,,,,,,,20
888,59,35,2,17,14,14.0,14,14,0.0,77,,,74.0,18.0,1:17.767,154.615,11
450,39,23,7,11,17,,R,16,0.0,44,,,37.0,11.0,1:24.003,199.492,22
16315,663,345,6,10,12,6.0,6,6,1.0,66,,,,,,,12
998,64,11,8,22,17,,R,14,0.0,38,,,26.0,19.0,1:19.413,207.351,6
12859,529,158,64,24,25,,R,25,0.0,8,,,,,,,44
3764,195,64,21,16,15,,R,21,0.0,20,,,,,,,5
23077,955,817,9,3,2,7.0,7,7,6.0,51,+1:09.229,5641595.0,51.0,12.0,1:47.736,200.590,1
11256,473,200,37,17,18,7.0,7,7,0.0,61,,,,,,,11
4215,216,21,17,12,2,11.0,11,11,0.0,40,,,,,,,15
15251,617,306,66,20,13,13.0,13,13,0.0,54,,,,,,,11
4643,236,57,1,7,6,3.0,3,3,4.0,44,+15.710,5310835.0,,,,,1
14133,574,232,59,20,25,,R,25,0.0,9,,,,,,,3
23164,959,8,6,7,5,6.0,6,6,8.0,67,+37.023,5481223.0,36.0,6.0,1:19.572,206.937,1
17356,716,420,181,56,0,,F,24,0.0,0,,,,,,,81
1970,112,14,1,5,8,,R,16,0.0,17,,,,,,,4
4490,228,85,28,23,22,,F,22,0.0,0,,,,,,,77
380,36,11,8,22,10,12.0,12,12,0.0,57,,,20.0,18.0,1:28.487,215.746,11
14753,598,230,37,10,16,11.0,11,11,0.0,79,,,,,,,11
14050,571,260,63,18,18,,R,25,0.0,9,,,,,,,5
22209,903,813,208,13,22,14.0,14,14,0.0,53,,,34.0,15.0,1:43.067,190.396,11
6875,316,128,40,35,0,,F,29,0.0,0,,,,,,,81
2998,161,57,1,1,3,2.0,2,2,6.0,60,+1.477,5331585.0,,,,,1
12946,532,182,34,1,3,,R,22,0.0,0,,,,,,,3
22429,913,154,208,8,16,13.0,13,13,0.0,60,+1:08.029,7272824.0,25.0,15.0,1:53.543,160.591,1
13222,541,213,63,19,0,,F,27,0.0,0,,,,,,,81
13360,547,231,1,1,7,,R,22,0.0,10,,,,,,,5
4678,237,77,22,4,8,,R,18,0.0,4,,,,,,,9
21736,881,1,131,10,4,3.0,3,3,15.0,56,+12.181,5948862.0,32.0,10.0,1:41.001,197.570,1
16930,696,383,183,40,15,6.0,6,6,1.0,66,,,,,,,12
6558,307,103,26,29,17,,R,18,0.0,17,,,,,,,5
5710,277,79,25,3,23,,R,24,0.0,11,,,,,,,20
17123,705,278,176,19,16,,R,16,0.0,3,,,,,,,10
10731,454,195,55,33,22,,R,20,0.0,23,,,,,,,5
5763,279,112,33,19,15,,R,25,0.0,8,,,,,,,5
15954,645,359,37,20,0,,F,21,0.0,0,,,,,,,81
2976,160,57,1,1,1,2.0,2,2,6.0,62,+1.168,5500944.0,,,,,1
15549,629,289,34,28,13,5.0,5,5,2.0,55,+1:05.6,5464000.0,,,,,1
3491,183,21,22,9,12,12.0,12,12,0.0,68,,,,,,,5
5613,274,87,27,26,10,5.0,5,5,2.0,71,+52.127,6727612.0,,,,,1
14167,576,182,6,12,4,6.0,6,6,1.0,53,+1:19.65,6045940.0,,,,,1
15834,641,328,25,11,1,1.0,1,1,9.0,64,1:55:13.1,6913100.0,,,,,1
8500,372,123,22,20,7,7.0,7,7,0.0,59,,,,,,,11
1213,74,22,6,2,9,,R,15,0.0,18,,,13.0,15.0,1:24.435,210.325,10
13635,556,197,67,34,18,,R,19,0.0,19,,,,,,,5
20739,354,9,4,11,7,9.0,9,9,2.0,70,,,61.0,11.0,1:15.161,206.388,11
20052,834,660,154,6,19,7.0,7,7,0.0,94,,,,,,,16
7264,328,55,25,4,6,8.0,8,8,0.0,63,,,,,,,11
962,62,36,8,23,19,,R,22,0.0,0,,,,,,,3
10486,445,156,50,10,23,,R,20,0.0,10,,,,,,,3
2431,134,11,17,10,14,,R,18,0.0,23,,,,,,,20
