driverstandingsid,raceid,driverid,points,position,positiontext,wins
43314,835,798,0.0,61,61,0
10393,248,81,1.0,16,16,0
52677,685,358,3.0,12,12,0
67174,932,8,72.0,4,4,0
57736,542,209,0.0,44,44,0
50186,754,364,0.0,39,39,0
45360,816,486,0.0,79,79,0
51980,806,656,0.0,46,46,0
17994,11,15,22.5,8,8,0
12698,103,13,10.0,12,12,0
62241,761,427,9.0,5,5,0
22765,484,199,15.0,2,2,1
64798,856,17,209.0,4,4,0
67509,941,831,25.0,13,13,0
19073,375,137,8.0,5,5,0
59036,501,136,0.0,27,27,0
62349,762,533,0.0,22,22,0
55542,597,235,4.0,14,14,0
59114,504,172,16.0,6,6,0
22865,487,137,22.0,2,2,2
10501,252,88,1.0,16,16,0
4435,198,23,0.0,16,16,0
49612,775,587,0.0,79,79,0
12068,139,17,2.0,15,15,0
49309,771,555,0.0,51,51,0
53509,642,342,0.0,37,37,0
21950,464,187,22.0,6,6,1
64548,848,813,0.0,24,24,0
56491,589,303,0.0,49,49,0
19619,392,133,0.0,24,24,0
43751,827,773,0.0,22,22,0
3165,162,55,0.0,22,22,0
62131,759,535,0.0,35,35,0
58997,500,200,1.0,12,12,0
22321,474,202,20.0,2,2,1
19855,401,123,10.0,8,8,0
58670,519,223,7.0,11,11,0
51932,805,685,0.0,80,80,0
13002,61,36,0.0,23,23,0
9570,283,104,5.0,10,10,0
17508,317,122,1.0,19,19,0
64330,75,35,5.0,13,13,0
10890,217,56,18.0,6,6,0
17665,2,8,0.0,18,18,0
53669,671,351,2.0,16,16,0
21160,440,160,0.0,22,22,0
51827,804,456,0.0,66,66,0
4413,197,23,0.0,16,16,0
48170,741,435,0.0,28,28,0
64059,349,17,179.0,2,2,4
10753,212,14,11.0,5,5,1
67215,933,154,17.0,10,10,0
10857,216,64,0.0,22,22,0
54493,648,262,0.0,28,28,0
16069,326,149,0.0,37,37,0
54895,609,330,0.0,20,20,0
64986,860,818,0.0,11,11,0
17262,310,100,0.0,23,23,0
63447,722,428,0.0,25,25,0
19540,389,84,2.0,9,9,0
57475,536,163,0.0,24,24,0
43544,839,619,0.0,24,24,0
145,25,17,18.0,8,8,0
44141,817,669,0.0,9,9,0
17241,310,99,0.0,25,25,0
49611,775,586,0.0,75,75,0
56726,567,221,26.0,3,3,0
63383,720,404,0.0,13,13,0
