constructorresultsid,raceid,constructorid,points,status
10736,710,170,0.0,
13637,541,65,0.0,
10942,703,11,0.0,
12266,612,58,0.0,
13704,512,4,0.0,
12934,562,63,0.0,
1193,132,21,0.0,
15479,973,131,25.0,
4196,366,32,0.0,
14602,880,5,0.0,
3738,332,6,9.0,
3970,15,4,0.0,
488,63,5,0.0,
5769,468,53,0.0,
1720,181,17,10.0,
1578,168,1,10.0,
1756,184,1,2.0,
9616,767,32,0.0,
224,39,8,1.0,
11151,698,189,2.0,
1779,186,15,0.0,
11157,679,170,6.0,
10024,749,32,6.0,
4297,371,25,0.0,
14536,875,9,43.0,
2200,224,15,0.0,
13895,526,51,0.0,
3814,336,34,0.0,
15544,979,5,6.0,
5142,427,27,4.0,
544,68,5,0.0,
12264,612,1,0.0,
14588,879,131,6.0,
11573,664,66,0.0,
12635,581,6,9.0,
11577,665,180,9.0,
13127,575,64,0.0,
579,71,18,0.0,
3375,312,25,0.0,
1666,176,6,8.0,
10232,743,95,0.0,
4452,380,32,0.0,
15050,929,1,0.0,
11868,635,6,9.0,
995,113,17,0.0,
13261,551,58,0.0,
2729,268,1,6.0,
6123,490,37,0.0,
114,28,5,0.0,
2704,266,18,0.0,
3014,289,18,0.0,
14462,868,164,0.0,
2616,260,1,6.0,
3726,331,32,0.0,
3365,311,34,0.0,
12578,577,63,0.0,
6087,488,4,0.0,
1143,128,3,6.0,
12325,618,32,6.0,
557,69,8,0.0,
1734,182,17,5.0,
2027,208,21,0.0,
13730,516,58,0.0,
2006,207,1,14.0,
13708,515,6,15.0,
11209,684,190,0.0,
992,113,19,2.0,
5717,465,52,0.0,
13136,543,59,9.0,
731,87,16,2.0,
14472,869,207,0.0,
483,63,4,11.0,
3140,297,17,0.0,
4101,361,44,0.0,
57,23,6,6.0,
4948,413,27,3.0,
6171,493,37,0.0,
2283,232,22,7.0,
2879,279,15,1.0,
3064,292,38,0.0,
11228,686,167,0.0,
10198,738,66,0.0,
11101,693,188,1.0,
601,74,6,8.0,
13778,519,32,0.0,
12172,631,82,0.0,
2695,265,17,0.0,
2435,245,18,0.0,
4301,371,44,0.0,
15063,930,209,0.0,
4279,370,42,0.0,
