raceid,driverid,lap,position,time,milliseconds
91,2,30,15,1:39.766,99766
210,63,37,12,1:29.162,89162
876,1,16,4,1:31.863,91863
96,4,6,3,1:32.250,92250
980,154,36,7,1:49.575,109575
879,10,1,17,1:35.808,95808
94,4,13,6,1:19.832,79832
352,10,22,17,1:44.621,104621
158,2,18,15,1:35.561,95561
338,3,2,5,2:43.719,163719
42,20,51,10,1:36.020,96020
177,49,37,5,1:31.255,91255
76,2,33,5,1:19.046,79046
932,8,51,4,1:18.521,78521
856,816,1,23,2:02.076,122076
139,63,51,14,1:43.429,103429
23,20,3,16,1:42.055,102055
222,77,28,11,1:40.220,100220
8,16,22,17,1:23.857,83857
99,18,46,4,1:16.336,76336
121,49,4,12,1:26.349,86349
36,1,4,3,1:28.472,88472
930,830,37,11,1:37.820,97820
215,22,18,19,1:29.139,89139
873,4,1,5,2:04.729,124729
1,1,7,9,1:29.488,89488
916,813,31,7,1:46.259,106259
180,56,38,3,1:27.553,87553
845,13,13,11,1:31.307,91307
178,55,4,14,1:28.184,88184
937,4,32,13,2:01.603,121603
161,57,41,5,1:28.675,88675
866,20,49,3,1:17.912,77912
137,30,37,1,1:52.707,112707
193,57,9,2,1:30.872,90872
13,5,30,11,1:26.421,86421
933,813,60,8,1:12.233,72233
851,3,3,5,1:48.372,108372
209,75,38,13,1:47.293,107293
955,817,38,8,1:47.933,107933
12,17,41,9,1:48.006,108006
958,837,65,21,1:28.049,88049
918,825,29,13,1:50.568,110568
953,837,44,17,1:29.830,89830
75,31,42,9,1:17.864,77864
864,3,25,10,1:30.650,90650
32,8,7,3,1:47.102,107102
235,77,27,5,1:23.543,83543
145,58,54,16,1:27.551,87551
8,21,14,11,1:22.410,82410
133,21,38,6,1:33.343,93343
30,5,19,13,1:49.719,109719
126,31,20,17,1:17.693,77693
20,12,26,15,1:35.739,95739
932,829,55,18,1:22.761,82761
163,37,24,6,1:33.816,93816
932,817,48,12,1:19.816,79816
168,23,6,12,1:48.544,108544
232,73,26,15,1:23.697,83697
351,18,50,4,1:50.303,110303
913,828,52,16,1:56.688,116688
202,25,7,8,1:22.958,82958
25,13,34,2,1:17.825,77825
854,67,29,11,2:20.270,140270
902,20,47,5,1:40.817,100817
81,30,3,7,1:26.995,86995
8,7,33,18,1:23.806,83806
915,822,35,3,1:43.319,103319
235,30,69,3,1:24.421,84421
338,13,21,5,1:32.174,92174
41,3,30,4,2:10.250,130250
967,815,5,8,2:01.068,121068
874,17,21,9,1:39.904,99904
40,13,75,3,1:17.283,77283
860,18,11,1,1:33.985,93985
149,55,9,19,1:22.733,82733
132,21,12,21,1:39.945,99945
4,15,10,2,1:34.556,94556
866,154,7,7,1:20.539,80539
134,14,47,3,1:15.637,75637
345,13,30,15,1:42.180,102180
156,22,16,1,1:15.613,75613
982,832,35,5,1:49.147,109147
874,10,22,17,1:40.923,100923
173,22,16,5,1:41.222,101222
