charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
619613,9668,367,6,1999-06-28T10:45:05,4544.0,9668,
810242,4024,356,6,1999-07-13T10:44:23,964.0,4024,
1111646,3767,493,5,1999-06-25T10:44:29,426.0,3767,
1871534,8778,239,6,1999-09-13T10:49:07,3992.0,28778,
1238716,6320,500,4,1999-08-21T10:46:36,2666.0,16320,
48019,8947,459,5,1999-07-26T10:47:19,1173.0,8947,
1470228,5106,446,6,1999-08-26T10:49:01,4266.0,15106,
1513113,9233,479,6,1999-10-07T10:44:36,3643.0,29233,
939463,9105,412,3,1999-06-30T10:46:39,947.0,9105,
866565,9204,479,8,1999-08-16T10:48:44,4068.0,19204,
1475768,8374,492,9,1999-07-26T10:49:27,752.0,8374,
1054297,9351,464,5,1999-06-26T10:47:48,3.0,9351,
1524802,5719,487,4,1999-06-30T10:45:31,3332.0,5719,
1700556,8466,335,10,1999-06-17T10:43:40,1216.0,8466,
1111116,8356,492,4,1999-07-05T10:44:27,3685.0,8356,
1401943,4325,398,10,1999-08-09T10:43:46,4272.0,4325,
1124131,8786,430,3,1999-08-09T10:45:28,4382.0,8786,
1707768,6993,464,4,1999-06-26T10:44:12,2343.0,6993,
954801,3123,472,5,1999-07-09T10:47:50,598.0,3123,
700768,1207,499,10,1999-09-01T10:43:41,2431.0,11207,
1431328,9721,242,7,1999-10-12T10:46:01,573.0,29721,
94772,7997,284,5,1999-07-02T10:50:56,3138.0,7997,
1024073,9917,485,3,1999-07-03T10:45:28,4654.0,9917,
1352726,9365,490,8,1999-06-25T10:47:41,3885.0,9365,
558999,6590,365,5,1999-06-25T10:48:08,834.0,6590,
1164065,7635,457,2,1999-09-11T10:48:32,2202.0,17635,
1530748,8842,404,8,1999-07-17T10:45:58,1241.0,8842,
1888817,8983,499,10,1999-07-16T10:50:28,4373.0,8983,
898579,6764,489,2,1999-06-17T10:51:13,3571.0,6764,
631432,8673,219,5,1999-08-04T10:46:01,1837.0,8673,
668016,9719,361,4,1999-09-04T10:48:51,117.0,19719,
1360169,7933,500,7,1999-09-13T10:48:14,933.0,27933,
1364482,8661,454,3,1999-08-02T10:48:34,2584.0,8661,
1840901,8738,486,6,1999-06-23T10:46:46,2227.0,8738,
1066348,4240,351,5,1999-06-16T10:48:43,967.0,4240,
579876,9990,474,5,1999-09-26T10:49:46,193.0,29990,
1107314,9932,451,4,1999-07-21T10:44:10,47.0,9932,
1526489,9974,388,6,1999-09-12T10:45:39,4550.0,19974,
1958867,8426,471,9,1999-07-30T10:48:08,1009.0,8426,
1482185,9955,396,2,1999-07-16T10:49:57,3572.0,9955,
18295,9243,432,6,1999-09-09T10:44:59,4245.0,19243,
1336835,9829,396,8,1999-09-15T10:46:27,2306.0,29829,
1353329,8706,416,8,1999-09-21T10:47:44,4387.0,28706,
1810310,9801,416,6,1999-07-05T10:44:23,3138.0,9801,
936894,6350,440,3,1999-07-10T10:46:28,1465.0,6350,
1642131,5748,443,5,1999-06-18T10:46:51,114.0,5748,
1502623,9246,429,9,1999-07-19T10:43:49,4175.0,9246,
1787129,1054,482,10,1999-08-03T10:50:20,3967.0,1054,
20058,4391,481,7,1999-08-16T10:45:08,1966.0,14391,
86861,9382,455,9,1999-09-03T10:50:19,3831.0,19382,
1451661,3714,450,6,1999-06-19T10:47:36,2574.0,3714,
1027563,9937,474,7,1999-08-28T10:45:44,1830.0,19937,
1316433,6326,452,7,1999-09-24T10:44:51,17.0,26326,
821091,4939,386,5,1999-07-28T10:45:12,589.0,4939,
1710803,9789,500,3,1999-10-13T10:44:25,2228.0,0,
1532589,8355,448,6,1999-06-16T10:46:08,2028.0,8355,
51165,3227,442,4,1999-09-06T10:47:33,3935.0,13227,
1241889,9734,380,7,1999-06-25T10:46:50,508.0,9734,
18942,7032,474,7,1999-06-19T10:45:02,650.0,7032,
1060732,8460,468,6,1999-08-01T10:48:17,2927.0,8460,
1625520,8652,491,6,1999-07-24T10:45:34,2069.0,8652,
1690805,3724,485,2,1999-10-08T10:50:37,4627.0,23724,
1884507,6063,446,9,1999-09-04T10:50:08,2231.0,16063,
1662233,8420,358,2,1999-07-30T10:48:23,4456.0,8420,
1444450,6923,476,2,1999-09-24T10:47:03,2043.0,26923,
820981,5868,498,9,1999-08-12T10:45:12,3675.0,5868,
1503626,8594,378,7,1999-08-19T10:43:53,2166.0,18594,
894175,8338,485,10,1999-10-11T10:50:53,462.0,28338,
1450052,8559,469,8,1999-08-31T10:47:28,662.0,18559,
