id,lgid,teamid,franchid,name,park
290,NL,WAS,WAS,Вашингтон Сенаторы,Граничная область
47,AL,CAL,ANA,Калифорнийские ангелы,Анахайм Арена
195,NL,CIN,CIN,Цинциннати Редс,Кросслей-филд
283,NL,SLN,STL,Сент-Луис Кардиналс,Парк спортсмена IV
203,NL,CL4,CLV,Кливленд Спайдеры,Лига Парк I
193,NL,CIN,CIN,Цинциннати Редс,Кросслей-филд
111,AL,WS1,MIN,Вашингтон Сенаторы,Американский стадион в парке I
75,AL,LAA,ANA,Лос-Анджелес Энджелс из Энаим,Аангел Стэдиум в Анахайме
29,AA,RC2,ROC,Бронкос Рочестера,Кулвер-Фиелд I
98,AL,SEA,SEA,Сиэтл Маринерс,"Стадион ""SafeCo"""
247,NL,PHI,PHI,Филадельфийские Блю Джейс,Шибэ-Парк
117,FL,BLF,BLT,Балтимор Трейл-Блюз,
308,UA,KCU,KCU,Канзас-Сити Ковбои,
240,NL,NY1,SFG,Нью-Йорк Джайантс,Поло-грунт III/Поло-грунт IV
182,NL,CHN,CHC,Чикаго Колтс,Южный парк I
126,FL,PTF,PBS,Питтсбургские повстанцы,
271,NL,SFN,SFG,Сан-Франциско Джайентс,Стадион «Кандлстик Парк»
69,AL,KCA,KCR,Канзас-Сити Роялс,Стадион Кауфмана
130,NA,BR1,ECK,Бруклин Эффелдс,Унион Гроундс
191,NL,CHN,CHC,Чикаго Уайт Стокингс,Парк озера Фронт II
58,AL,CLE,CLE,Кливленд Индианс,Лиговый парк II
164,NL,BRO,LAD,Бруклин Бриджес,Вашингтон Парк III
97,AL,SEA,SEA,Сиэтл Маринерс,Кингдом-центр/ Стадион Сафеко
295,PL,BFP,BFB,Баффало Бильс,
7,AA,BR3,LAD,Бруклин Грейс,Вашингтон-парк I
147,NA,RC1,ROK,Рокфорд Форест Ситис,Земледельческое общество (Фирмы)
197,NL,CIN,CIN,Цинциннати Редс,Великий американский бейсбольный парк
312,UA,SPU,STP,Сент-Пол Уайт Капс,
222,NL,IN3,IND,Индианаполис Хойзерс,Атлетический парк II
