hofid,yearid,votedby,ballots,needed,votes,inducted,category
adamsba01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,8.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
adamsba01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,11.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
adamsba01h,1947,Ассоциация yazarları бейсбольных новостей Америки,161.0,121.0,22.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
adamsbo03h,1966,Ассоциация yazarları бейсбольных новостей Америки,302.0,227.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
alexape01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,125.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
altroni01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,3.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
altroni01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
applilu01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,14.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
archeji01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,6.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
averiea01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,3.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bakerfr01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,13.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bakerfr01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,39.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bakerfr01h,1947,Ассоциация yazarları бейсбольных новостей Америки,161.0,121.0,49.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bancrda01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,3.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bancrda01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,15.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bauerha01h,1967,Ассоциация yazarları бейсбольных новостей Америки,292.0,219.0,23.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
beaumgi01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
becklja01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bendech01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,17.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bendech01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,55.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bendech01h,1947,Ассоциация yazarları бейсбольных новостей Америки,161.0,121.0,72.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bergema01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bergewa01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bishoma01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bluegos01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bodiepi01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
boleyjo01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bottoji01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,42.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
boudrlo01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
boudrlo01h,1966,Ассоциация yazarları бейсбольных новостей Америки,302.0,227.0,115.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
boudrlo01h,1967,Ассоциация yazarları бейсбольных новостей Америки,292.0,219.0,143.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bradlbi01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,5.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bradlbi01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
breitte01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bresnro01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,43.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bresnro01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,57.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bridgto01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,3.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bridgto01h,1966,Ассоциация yazarları бейсбольных новостей Америки,302.0,227.0,16.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
brownmo01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,31.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
brownmo01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,63.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bulkemo99h,1937,Центенниал,,,,Да,Пионер/Исполнительный
burkeje01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
burkeje01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,4.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
burnsge01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,3.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bushdo01h,1937,Ассоциация yazarları бейсбольных новостей Америки,201.0,151.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bushdo01h,1942,Ассоциация yazarları бейсбольных новостей Америки,233.0,175.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
bushgu01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,2.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
camildo01h,1956,Ассоциация yazarları бейсбольных новостей Америки,193.0,145.0,1.0,"Okay, I am ready to assist you with translations exclusively, without any additional text. Please provide me with the text that needs to be translated from English to Russian.",Игрок
