hofid,yearid,votedby,ballots,needed,votes,inducted,category
boggswa01h,2005,Ассоциация писателей бейсбольных новостей Америки,516.0,387.0,474.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Игрок
tiantlu01h,1992,Ассоциация писателей бейсбольных новостей Америки,430.0,323.0,50.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
fletcar01h,1948,Ассоциация писателей бейсбольных новостей Америки,121.0,91.0,3.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
whitero01h,1985,Ассоциация писателей бейсбольных новостей Америки,395.0,297.0,0.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
griffcl01h,1938,Ассоциация писателей бейсбольных новостей Америки,262.0,197.0,10.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Пионер/Исполнительный
youngro01h,1954,Ассоциация писателей бейсбольных новостей Америки,252.0,189.0,34.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
chaseha01h,1936,Ассоциация писателей бейсбольных новостей Америки,226.0,170.0,11.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
wilsoha01h,1979,Пираты,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Игрок
gleaski01h,1939,Ассоциация писателей бейсбольных новостей Америки,274.0,206.0,1.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
hickmji02h,1980,Ассоциация писателей бейсбольных новостей Америки,385.0,289.0,1.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
mcmilro01h,1972,Ассоциация писателей бейсбольных новостей Америки,396.0,297.0,9.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
blylebe01h,2011,Ассоциация писателей бейсбольных новостей Америки,581.0,436.0,463.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Игрок
larsedo01h,1976,Ассоциация писателей бейсбольных новостей Америки,388.0,291.0,47.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
dentbu01h,1990,Ассоциация писателей бейсбольных новостей Америки,444.0,333.0,3.0,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",Игрок
