playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
ackerji01,1989,Аलस,TOR,AL,0,0,5,0,0,0,0,19,4,1,0,1,4,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1,2,1.0,1.0,0.0
warnelo01,1935,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",CHN,NL,2,0,3,2,1,1,0,50,9,1,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0,1,0.0,0.0,0.0
millwke01,2002,НЛДС1,ATL,NL,1,1,2,2,0,0,0,33,7,4,3,0,14,0.0,3.0,0.0,1.0,0.0,0.0,40.0,0,4,0.0,0.0,0.0
hiljuer01,2001,ALDS2,OAK,AL,0,0,1,0,0,0,0,1,0,1,0,2,0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,0,1,0.0,0.0,0.0
dibblro01,1990,НЛКС,CIN,NL,0,0,4,0,0,0,1,15,0,0,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2,0,0.0,0.0,0.0
smoltjo01,2003,НЛДС2,ATL,NL,1,0,2,0,0,0,1,9,4,2,0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,12.0,2,2,0.0,1.0,0.0
knowlda01,1973,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",OAK,AL,0,0,7,0,0,0,2,19,4,0,0,5,5,0.0,0.0,2.0,0.0,1.0,0.0,30.0,2,1,0.0,0.0,1.0
anderbr02,1997,Аलस,CLE,AL,1,0,3,0,0,0,0,19,1,1,0,3,7,0.0,1.0,1.0,0.0,0.0,0.0,24.0,1,1,0.0,0.0,0.0
daalom01,1999,НЛДС2,ARI,NL,0,1,1,1,0,0,0,12,6,3,0,3,4,0.0,6.0,0.0,0.0,0.0,0.0,21.0,0,3,1.0,0.0,1.0
keyji01,1996,Аलस,NYA,AL,1,0,1,1,0,0,0,24,3,2,1,1,5,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0,2,0.0,0.0,1.0
bedrost01,1989,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",SFN,NL,0,0,2,0,0,0,0,8,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,0.0,0.0,0.0
lockebo02,1972,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",OAK,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
sieveed01,1907,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",DET,AL,0,1,1,1,0,0,0,12,7,2,0,0,1,0.0,4.0,0.0,0.0,0.0,0.0,19.0,0,4,1.0,0.0,0.0
mullige01,1907,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",DET,AL,0,2,2,2,2,0,0,51,15,4,0,7,8,0.0,2.0,0.0,0.0,1.0,0.0,71.0,0,5,2.0,0.0,0.0
pooleji02,1998,Аलस,CLE,AL,0,0,4,0,0,0,0,4,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
witasja01,2001,ALDS2,NYA,AL,0,0,1,0,0,0,0,2,1,1,0,1,0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0,1,0.0,1.0,0.0
guarded01,2002,ALDS2,MIN,AL,0,0,2,0,0,0,1,6,5,3,1,1,1,0.0,13.0,0.0,0.0,0.0,0.0,12.0,2,3,0.0,0.0,0.0
foulkke01,2004,"WS — это аббревиатура, которая может иметь несколько значений в зависимости от контекста:

1. Web Services (Услуги Интернета): WS может означать услуги веб-ориентированных протоколов, таких как SOAP или REST, которые позволяют приложениям обмениваться данными через Интернет.

2. Weather Service (Погода): WS может относиться к метеорологической службе или прогнозу погоды.

3. Work Study (Работа и учеба): WS может означать программу работы и учебы, которая позволяет студентам получать опыт работы в своей области изучения.

4. Water Supply (Водоснабжение): WS может относиться к водоснабжению или системе водоснабжения.

5. Weight Watchers: WS может быть аббревиатурой для организации по контролю веса под названием «Весы-наблюдатели».

Без дополнительного контекста сложно определить, какое именно значение подразумевается в данном случае. Можете ли вы предоставить больше информации или контекста, чтобы я могла дать более точный перевод?",BOS,AL,1,0,4,0,0,0,1,15,4,1,1,1,8,0.0,1.0,1.0,0.0,0.0,0.0,21.0,4,1,0.0,0.0,0.0
garcija01,2010,НЛДС2,SFN,NL,0,0,1,0,0,0,0,5,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
delcama01,2007,ALDS1,BOS,AL,0,0,1,0,0,0,0,4,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,0.0,0.0,0.0
