id,lgid,teamid,franchid,name,park
112,AL,WS1,MIN,Вашингтонские сенаторы,Американский стадион II
266,NL,SDN,SDP,Сан-Диего Падрес,Стадион Джека Мёрфи
43,AL,BOS,BOS,Бостонские американцы,Хингтон-авеню-граунз
222,NL,IN3,IND,Индианаполис Хоуизерз,Спортивный парк II
173,NL,BSN,ATL,Бостон Бэббитс,Южный конец площадки II / Конгресс-стрит-граундс / Южный конец площадки III
281,NL,SLN,STL,Сент-Луис Кардиналс,Робинсон-филд
167,NL,BRO,LAD,Бруклин Грумы,Восточный парк
219,NL,HOU,HOU,Хьюстон Колт .45,Колт-стадион
165,NL,BRO,LAD,Бруклин Доджерс,Эббетс-филд
134,NA,CH1,CNA,Чикаго Белые Штанги,Уニオン Бейсбол Грайндс
154,NA,WS6,WNT,Вашингтон Нэшнлз,Олимпийский стадион
313,UA,WIL,WIL,Уильмингтонские быстрые шаги,
210,NL,FLO,FLA,"""Флорида Марлинс""","Стадион ""Долфин"""
214,NL,HAR,HAR,Хартфорд Дарк Блюз,"Стадион ""Хартубл Бэлл Клуб"""
147,NA,RC1,ROK,Рокфорд Форест Ситис,Промышленно-сельскохозяйственная ярмарка
156,NL,ARI,ARI,Аризона Дэдхэкс,Чейз-филд
309,UA,MLU,MLU,Милуоки Брюэрс,
37,AA,WS9,WAS,Вашингтон Стейтменс,Граничное поле
308,UA,KCU,KCU,Канзас-Сити Ковбояс,
81,AL,NYA,NYY,Нью-Йорк Хайлендерс,Парк на холме
188,NL,CHN,CHC,Чикаго Белые Штанги,23-я улица Грундс
304,UA,BLU,BLU,Бальтиморские монументальные скульптуры,
49,AL,CHA,CHW,Чикаго Уайт Сокс,Комиски-Парк
272,NL,SFN,SFG,Сан-Франциско Джайентс,"Парк ""Пэк-Белл"""
307,UA,CNU,COR,Цинциннати Оутлоуд Редз,
145,NA,PH2,PWS,Филадельфийские белые,Улица Джефферсона-Стрит Гроундс
260,NL,PIT,PIT,Питтсбург Пэйрэтс,Экспозиционный парк/форбс-филд
162,NL,BRO,LAD,Бруклин Бридждромс,Восточный парк
211,NL,FLO,FLA,"""Флорида Марлинс""",Стадион Джо Робби
