qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2059,225,63,25,19,11,1:20.000,,
5437,879,5,207,20,20,1:17.086,,
7062,965,832,5,55,10,1:37.744,1:37.175,1:37.326
1864,209,77,22,8,12,1:27.259,,
5228,871,18,1,3,1,1:49.250,1:47.654,1:47.573
6498,936,4,1,14,15,1:24.563,,
110,23,8,6,1,2,1:15.717,1:15.404,1:15.815
4723,848,15,205,21,20,1:42.234,,
6105,910,20,9,1,2,1:25.662,1:23.606,1:23.201
2366,247,44,27,26,13,1:31.842,,
5988,904,16,15,99,17,1:28.563,,
3824,111,22,6,2,3,1:22.557,,
4922,858,17,9,2,4,1:40.167,1:38.821,1:38.858
1418,104,46,18,21,20,1:24.910,,
1026,65,11,8,22,20,1:22.967,,
5515,883,16,10,15,8,1:34.048,1:33.378,1:33.246
7240,974,8,6,7,1,1:13.117,1:12.231,1:12.178
1497,156,4,18,21,17,1:13.991,,
1122,70,21,4,2,6,1:12.042,1:11.461,1:11.629
6416,931,18,1,22,12,1:17.492,1:17.093,
6009,905,13,3,19,16,1:18.209,,
810,56,18,11,12,2,1:24.480,1:23.749,1:22.988
545,44,1,1,2,1,1:19.885,1:19.400,1:19.997
3819,110,43,7,21,18,1:15.641,,
1316,85,38,18,20,18,1:24.904,,
4643,845,67,5,18,11,1:23.962,1:23.231,
5948,853,817,164,22,23,1:28.054,,
5079,864,811,3,19,18,1:24.981,,
2267,243,81,29,9,14,1:25.053,,
3077,5,12,4,8,12,1:21.128,1:20.604,
5200,869,819,206,25,21,1:19.220,,
2427,250,55,6,27,2,1:54.631,,
2891,269,50,22,6,10,1:22.000,,
5479,881,813,3,16,16,1:37.867,,
5222,870,5,207,20,19,1:23.576,,
1241,82,4,4,5,3,1:14.904,,
822,56,14,9,14,14,1:24.849,1:24.101,
3642,350,1,1,2,5,1:22.830,1:22.394,1:22.623
6153,912,18,1,22,6,1:26.328,1:25.630,1:25.379
4233,97,44,7,17,13,1:14.891,,
749,53,17,3,9,7,1:33.454,1:32.309,1:33.006
5381,877,815,15,15,12,1:42.624,1:42.084,
7070,965,825,4,20,18,1:38.317,,
3148,9,18,23,22,3,1:31.568,1:39.032,1:32.473
3591,348,17,9,6,2,1:21.132,1:19.531,1:19.184
2241,242,49,15,30,14,1:31.358,,
1507,158,49,17,5,5,1:31.359,,
7271,975,4,1,14,12,1:13.669,1:13.693,
408,37,19,8,23,18,1:36.816,,
3425,341,4,6,8,4,1:21.957,1:21.549,1:20.937
6772,952,3,131,6,2,1:23.002,1:22.759,1:22.280
6955,960,154,210,8,11,1:48.751,1:48.316,
1863,209,55,22,7,11,1:27.076,,
5250,871,819,206,25,23,1:53.493,,
1144,77,4,4,5,6,1:31.056,,
4147,93,11,16,10,7,1:20.913,,
5830,898,13,6,4,15,1:39.094,1:38.592,
6905,958,20,6,5,5,1:35.718,1:24.082,1:20.874
5545,884,821,15,12,16,1:23.218,1:22.793,
255,30,17,9,10,7,1:47.270,1:46.814,1:48.736
3885,114,15,4,7,4,1:15.500,,
4272,99,17,19,14,12,1:14.798,,
4420,107,46,18,20,20,,,
3789,108,18,16,17,8,1:28.682,,
6466,934,13,3,19,3,1:34.542,1:33.707,1:33.085
