resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
18021,744,386,6,6,3,,R,14,0.0,23,,,,,,,5
20284,791,347,105,34,8,,R,20,0.0,7,,,,,,,5
9756,417,175,26,16,14,,N,15,0.0,62,,,,,,,62
13087,537,175,1,8,11,,R,18,0.0,16,,,,,,,3
3627,189,14,1,2,3,,R,16,0.0,14,,,,,,,32
11472,480,158,27,25,16,,R,17,0.0,70,,,,,,,64
11926,495,203,6,27,9,,R,23,0.0,5,,,,,,,5
5783,280,91,15,29,11,,R,19,0.0,25,,,,,,,6
16177,654,306,82,6,18,,R,20,0.0,27,,,,,,,64
4582,233,22,17,11,6,4.0,4,4,3.0,61,+66.716,5647590.0,,,,,1
15919,644,243,34,24,17,,R,8,0.0,43,,,,,,,5
18951,787,633,105,22,11,5.0,5,5,2.0,34,,,,,,,12
8120,362,131,34,8,22,,R,15,0.0,67,,,,,,,5
18934,786,594,113,34,31,,R,21,0.0,173,,,,,,,5
8265,366,145,22,19,7,5.0,5,5,2.0,44,+1:08.805,6123001.0,,,,,1
8964,387,94,18,23,14,7.0,7,7,0.0,80,,,,,,,12
9915,423,77,21,17,11,,R,19,0.0,0,,,,,,,3
13142,539,222,59,20,15,12.0,12,12,0.0,73,,,,,,,12
19563,814,647,6,1,1,8.0,8,8,0.0,17,,,,,,,11
21370,865,30,131,7,6,,R,19,0.0,63,,,52.0,6.0,1:18.904,152.387,32
6404,302,88,29,10,17,10.0,10,10,0.0,68,,,,,,,13
4140,213,55,22,7,8,2.0,2,2,6.0,54,+2.565,4663211.0,,,,,1
17532,724,289,66,1,4,,R,18,0.0,2,,,,,,,6
20565,347,20,9,5,1,3.0,3,3,15.0,67,+5.121,5263985.0,67.0,1.0,1:15.824,217.166,1
1464,87,11,16,4,19,10.0,10,10,0.0,70,,,32.0,14.0,1:14.394,208.516,11
6661,310,105,29,9,26,,R,19,0.0,24,,,,,,,5
19021,790,577,6,4,5,,R,12,0.0,11,,,,,,,3
11056,466,137,34,5,2,3.0,3,3,4.0,77,+21.969,5627677.0,,,,,1
8961,387,119,3,6,6,4.0,4,4,3.0,82,+1:20.088,6874764.0,,,,,1
14234,578,290,56,30,0,,F,27,0.0,0,,,,,,,81
7240,327,110,35,22,21,,D,19,0.0,78,,,,,,,2
13967,568,233,37,34,17,,R,25,0.0,0,,,,,,,3
4543,231,83,18,20,19,,R,9,0.0,44,,,,,,,4
22826,941,4,1,14,19,11.0,11,11,0.0,53,+1:31.210,5922234.0,29.0,12.0,1:42.639,205.115,1
1008,65,37,1,4,4,2.0,2,2,8.0,70,+30.837,6771778.0,67.0,2.0,1:24.315,187.055,1
5790,280,105,26,21,0,,F,26,0.0,0,,,,,,,81
1653,96,23,3,4,9,,R,19,0.0,0,,,,,,,4
21763,882,814,10,14,11,8.0,8,8,4.0,56,+51.084,5838029.0,55.0,7.0,1:40.101,196.038,1
22926,948,830,5,33,5,10.0,10,10,1.0,57,+1:16.833,6572398.0,44.0,6.0,1:31.516,208.606,1
13182,540,219,4,15,3,,R,19,0.0,6,,,,,,,5
13432,550,207,32,5,1,6.0,6,6,1.0,72,+25.277,6441677.0,,,,,1
10493,445,189,45,30,27,,R,27,0.0,0,,,,,,,3
17792,735,341,26,46,8,,R,16,0.0,42,,,,,,,5
3467,182,25,22,10,18,10.0,10,10,0.0,60,+1:12.123,5622267.0,,,,,1
10960,462,152,53,36,7,,R,23,0.0,1,,,,,,,21
20885,845,16,10,14,17,13.0,13,13,0.0,65,,,52.0,10.0,1:28.791,188.735,11
9251,398,123,22,20,6,5.0,5,5,2.0,50,+1:21.319,4569026.0,,,,,1
7885,356,112,33,30,26,12.0,12,12,0.0,58,,,,,,,13
21512,871,5,207,20,18,17.0,17,17,0.0,43,,,33.0,14.0,1:56.475,216.479,11
6799,314,109,35,22,12,,R,21,0.0,49,,,,,,,5
16439,670,262,180,2,15,5.0,5,5,2.0,26,,,,,,,7
7049,322,102,1,27,1,3.0,3,3,4.0,71,+37.722,5878980.0,,,,,1
23458,972,4,1,14,15,,W,20,0.0,0,,,,0.0,,,131
8005,359,95,6,27,3,,R,17,0.0,43,,,,,,,6
10989,463,193,25,4,26,,R,23,0.0,20,,,,,,,5
14411,585,275,37,29,22,,R,23,0.0,18,,,,,,,5
1990,113,4,4,8,19,,R,16,0.0,44,,,,,,,5
14351,583,275,37,10,23,14.0,14,14,0.0,70,,,,,,,15
20684,352,17,9,6,2,2.0,2,2,18.0,53,+0.905,5428228.0,53.0,1.0,1:33.474,223.647,1
13632,556,221,25,4,13,,R,16,0.0,24,,,,,,,5
15018,607,182,66,17,10,,R,19,0.0,26,,,,,,,5
5184,258,71,3,0,3,,R,18,0.0,49,,,,,,,7
2986,160,41,16,23,14,12.0,12,12,0.0,61,,,,,,,11
1436,86,4,4,5,4,2.0,2,2,8.0,44,+28.3,5429595.0,31.0,10.0,1:56.131,216.252,1
3777,196,15,20,12,10,,R,13,0.0,56,,,,,,,6
7211,326,101,34,7,21,,R,25,0.0,11,,,,,,,10
4933,248,49,15,30,11,,R,11,0.0,32,,,,,,,5
10214,435,176,34,8,6,,R,14,0.0,42,,,,,,,5
3045,163,21,22,11,7,5.0,5,5,2.0,66,,,,,,,11
22479,915,828,207,9,16,19.0,19,19,0.0,51,,,48.0,16.0,1:43.979,202.471,12
7226,327,77,1,28,2,5.0,5,5,2.0,80,+42.219,5651825.0,,,,,1
9992,426,112,50,10,23,,R,21,0.0,8,,,,,,,69
12076,500,225,58,18,0,,F,27,0.0,0,,,,,,,81
7737,10,3,3,16,5,4.0,4,4,5.0,70,+26.967,5930843.0,65.0,3.0,1:22.468,191.245,1
2273,127,56,19,16,18,,R,13,0.0,45,,,,,,,30
22428,913,813,208,13,18,12.0,12,12,0.0,60,+1:06.915,7271710.0,26.0,12.0,1:53.213,161.059,1
18887,784,482,6,38,10,5.0,5,5,2.0,91,,,,,,,17
18941,786,538,113,12,27,,R,28,0.0,74,,,,,,,3
9593,411,118,34,8,14,9.0,9,9,0.0,77,,,,,,,13
17506,723,437,92,16,20,,R,18,0.0,36,,,,,,,80
8430,370,138,32,12,12,,R,15,0.0,41,,,,,,,5
21346,864,37,164,22,22,19.0,19,19,0.0,63,,,54.0,20.0,1:30.722,184.718,13
13149,539,239,1,30,21,,R,19,0.0,35,,,,,,,5
12458,515,207,32,1,6,4.0,4,4,3.0,80,+1:04.33,6689730.0,,,,,1
20433,341,24,10,15,16,15.0,15,15,0.0,64,,,63.0,14.0,1:25.924,195.032,5
21454,869,30,131,7,3,7.0,7,7,6.0,67,+28.970,5494832.0,57.0,1.0,1:18.725,209.163,1
16101,651,224,32,8,16,15.0,15,15,0.0,55,,,,,,,15
23564,978,8,6,7,2,3.0,3,3,15.0,51,+36.570,4924000.0,44.0,4.0,1:31.517,231.733,1
6446,303,102,1,1,3,,R,26,0.0,2,,,,,,,5
18053,745,373,172,14,6,7.0,7,7,0.0,96,,,,,,,14
19812,823,632,141,14,11,,R,15,0.0,15,,,,,,,8
2308,129,23,3,5,2,4.0,4,4,3.0,71,+18.448,5650010.0,,,,,1
1373,82,17,3,7,6,,N,19,0.0,55,,,46.0,15.0,1:16.803,214.397,55
18994,789,501,118,16,5,,R,13,0.0,87,,,,,,,69
17249,712,289,66,8,6,2.0,2,2,6.0,57,+24.1,7693200.0,,,,,1
5271,261,79,25,3,10,,R,23,0.0,16,,,,,,,5
15,18,15,7,11,6,,R,15,0.0,19,,,18.0,10.0,1:29.310,213.758,10
14605,593,233,37,9,13,4.0,4,4,3.0,82,,,,,,,12
