constructorresultsid,raceid,constructorid,points,status
5818,472,25,0.0,
13388,559,57,0.0,
13215,548,56,0.0,
11581,665,196,0.0,
14222,848,166,0.0,
13169,545,32,0.0,
528,67,2,7.0,
5654,461,53,0.0,
14466,869,208,15.0,
15091,933,15,0.0,
4326,373,39,0.0,
11230,686,189,0.0,
15279,954,5,2.0,
4504,383,22,1.0,
3258,305,27,0.0,
2526,253,6,6.0,
14860,904,5,0.0,
12518,602,58,0.0,
3114,296,22,4.0,
5026,419,1,9.0,
6019,484,55,0.0,
2585,257,29,0.0,
3751,332,18,0.0,
4940,412,21,0.0,
6001,483,56,0.0,
5968,481,3,0.0,
5151,427,3,0.0,
10029,749,106,0.0,
5569,456,34,6.0,
1980,204,24,0.0,
12338,619,1,3.0,
11525,656,6,0.0,
6205,495,37,0.0,
1553,165,19,0.0,
3761,333,27,0.0,
1879,195,15,0.0,
119,29,5,3.0,
1897,197,22,9.0,
11119,695,66,3.0,
14403,864,3,25.0,
3696,329,39,0.0,
3859,4,3,0.0,
15143,939,209,0.0,
2303,233,28,0.0,
2152,220,17,5.0,
1210,134,3,5.0,
6418,509,54,0.0,
628,77,4,13.0,
2492,250,15,3.0,
9896,757,108,3.0,
12325,618,32,6.0,
2353,238,18,0.0,
1172,130,18,0.0,
14213,848,6,28.0,
14112,354,10,0.0,
3967,15,3,4.0,
14926,910,208,0.0,
4279,370,42,0.0,
651,79,7,0.0,
14378,861,164,0.0,
12451,598,6,6.0,
3627,326,3,2.0,
13032,568,57,0.0,
13165,545,34,1.0,
4519,384,1,10.0,
15365,962,1,6.0,
15175,942,3,0.0,
12352,590,26,0.0,
5211,431,45,0.0,
2908,281,6,0.0,
887,102,18,0.0,
13986,344,9,22.0,
478,62,13,0.0,
5445,447,53,0.0,
4392,376,35,0.0,
1733,182,3,4.0,
13134,575,204,0.0,
12907,560,32,0.0,
1054,119,15,0.0,
11742,646,37,6.0,
331,49,3,3.0,
2218,226,17,3.0,
3189,300,6,0.0,
14206,847,5,5.0,
14258,851,164,0.0,
2610,259,17,0.0,
203,37,11,0.0,
728,87,1,18.0,
4271,370,6,0.0,
10016,748,110,2.0,
90,26,7,2.0,
14634,883,6,4.0,
3578,323,34,0.0,
12368,592,34,9.0,
3224,303,17,0.0,
664,80,9,0.0,
14945,912,1,5.0,
14024,347,131,6.0,
5158,428,21,3.0,
11884,636,34,0.0,
4113,362,37,0.0,
3408,314,6,2.0,
5951,480,51,0.0,
4614,389,39,0.0,
4313,372,42,0.0,
15395,965,131,43.0,
13630,541,6,9.0,
14805,790,6,9.0,
2530,253,1,0.0,
4912,410,34,1.0,
4645,391,33,0.0,
14,19,1,10.0,
3065,293,3,16.0,
10968,707,183,6.0,
5772,469,3,6.0,
1667,176,17,4.0,
13584,538,27,2.0,
1184,131,7,0.0,
