constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
11305,498,3,9.0,1,1,1
19935,728,179,0.0,21,21,0
112,28,7,35.0,4,4,0
1496,162,17,9.0,4,4,0
8424,315,39,0.0,16,16,0
22317,597,80,1.0,12,12,0
7920,336,45,0.0,16,16,0
23337,555,56,11.0,9,9,0
6109,121,3,141.0,1,1,4
5958,138,17,7.0,7,7,0
25612,264,3,43.0,2,2,2
7887,334,39,0.0,14,14,0
9250,377,18,1.0,9,9,0
3310,292,22,17.0,2,2,0
24231,526,182,0.0,13,13,0
10323,442,50,0.0,13,13,0
23325,554,1,35.0,4,4,1
25097,876,207,0.0,11,11,0
8818,358,32,0.0,10,10,0
22783,586,63,0.0,14,14,0
20682,695,66,22.0,3,3,1
10939,479,54,4.0,11,11,0
25575,261,32,0.0,11,11,0
11019,482,4,62.0,3,3,4
9527,393,27,1.0,10,10,0
26024,908,5,15.0,7,7,0
22959,566,58,4.0,6,6,0
5200,253,6,68.0,3,3,1
21898,620,63,2.0,4,4,0
26062,911,9,254.0,2,2,3
20091,711,172,22.0,1,1,2
698,84,17,11.0,9,9,0
9423,387,6,65.0,2,2,1
11210,492,57,4.0,10,10,0
22939,565,37,6.0,5,5,0
7869,333,47,0.0,19,19,0
5889,132,4,14.0,4,4,0
26105,915,207,0.0,11,11,0
20840,686,11,8.0,7,7,0
10457,450,21,6.0,9,9,0
8869,360,42,0.0,19,19,0
22262,594,34,9.0,5,5,1
19607,737,99,0.0,9,9,0
23091,573,37,17.0,7,7,1
8538,2,10,0.0,9,9,0
24114,520,3,23.0,4,4,1
24184,524,6,95.0,1,1,5
11257,495,25,10.0,9,9,0
25884,49,9,18.0,5,5,0
20849,686,190,13.0,5,5,1
23143,575,72,0.0,18,18,0
24973,869,10,46.0,8,8,0
6196,95,18,0.0,10,10,0
3421,299,37,3.0,9,9,0
11219,492,53,0.0,17,17,0
9548,395,49,2.0,9,9,0
7629,321,18,0.0,6,6,0
22040,607,37,0.0,10,10,0
23117,574,67,20.0,4,4,1
20685,695,188,1.0,9,9,0
11145,489,54,0.0,14,14,0
9361,383,39,0.0,16,16,0
24325,343,15,1.0,9,9,0
9189,374,6,20.0,2,2,0
26175,929,5,12.0,7,7,0
26550,957,210,28.0,8,8,0
20845,686,194,3.0,10,10,0
5455,176,24,2.0,6,6,0
1642,34,10,0.0,10,10,0
10505,453,32,0.0,11,11,0
26124,917,15,0.0,10,10,0
