driverstandingsid,raceid,driverid,points,position,positiontext,wins
12741,105,21,21.0,10,10,0
55843,603,221,13.0,8,8,0
20940,434,173,33.0,4,4,1
52580,682,341,4.0,10,10,0
59075,503,152,2.0,18,18,0
11753,157,15,12.0,9,9,0
62360,762,527,0.0,49,49,0
55811,602,314,0.0,29,29,0
12538,96,15,36.0,4,4,1
10895,217,22,6.0,14,14,0
48955,698,360,3.0,16,16,0
19873,401,112,3.0,17,17,0
11183,182,37,1.0,15,15,0
48555,734,456,0.0,29,29,0
58721,520,235,1.0,18,18,0
57490,537,203,3.0,16,16,0
64601,850,24,0.0,20,20,0
17252,310,77,10.0,6,6,0
56198,583,293,0.0,31,31,0
43760,828,475,0.0,27,27,0
18997,372,95,0.0,19,19,0
17957,9,67,3.0,14,14,0
55438,594,298,0.0,27,27,0
4360,195,44,0.0,15,15,0
23185,494,187,21.0,7,7,1
58191,555,207,32.0,4,4,3
7106,300,92,1.0,16,16,0
56243,584,178,0.0,27,27,0
65577,882,817,6.0,11,11,0
13677,39,3,5.0,8,8,0
51088,700,304,0.0,11,11,0
18120,15,21,8.0,15,15,0
13636,37,3,2.0,8,8,0
67965,964,839,0.0,24,24,0
53345,638,342,0.0,27,27,0
9391,275,120,1.0,11,11,0
66103,259,57,4.0,6,6,0
18520,365,95,34.0,3,3,2
19023,373,166,0.0,12,12,0
58431,559,246,0.0,28,28,0
5321,237,64,2.0,15,15,0
46660,787,538,0.0,61,61,0
52104,807,648,12.0,5,5,0
53621,670,235,4.0,9,9,0
67034,918,1,384.0,1,1,11
3193,164,41,1.0,13,13,0
44465,822,449,0.0,81,81,0
61980,757,456,0.0,12,12,0
43744,827,629,0.0,52,52,0
58811,523,119,2.0,17,17,0
13070,64,27,0.0,20,20,0
53570,668,369,0.0,22,22,0
44845,810,581,0.0,24,24,0
12049,138,37,0.0,20,20,0
57713,542,223,4.0,16,16,0
11883,130,21,4.0,9,9,0
12821,53,22,0.0,15,15,0
56971,572,251,0.0,41,41,0
43203,833,686,4.0,3,3,0
68230,972,4,0.0,20,20,0
53666,671,376,5.0,11,11,0
58424,559,172,18.0,10,10,1
22218,471,118,0.0,31,31,0
68253,973,840,0.0,17,17,0
1471,83,18,19.0,11,11,0
13946,50,20,1.0,18,18,0
7097,300,88,0.0,18,18,0
12549,96,17,3.0,13,13,0
11262,185,70,0.0,21,21,0
43967,830,780,0.0,62,62,0
17210,309,57,2.0,14,14,0
49048,767,430,0.0,16,16,0
50776,711,385,0.0,17,17,0
