raceid,driverid,lap,position,time,milliseconds
218,76,13,4,2:16.534,136534
973,13,45,15,1:27.195,87195
916,1,7,2,1:43.589,103589
58,11,57,17,1:21.015,81015
211,23,1,3,2:07.300,127300
29,2,5,9,1:42.232,102232
183,64,48,7,1:13.102,73102
27,3,23,14,1:18.408,78408
51,11,49,14,1:41.398,101398
117,23,3,1,1:16.771,76771
892,16,52,15,1:36.349,96349
162,15,19,8,1:27.227,87227
914,20,18,4,1:55.373,115373
163,22,63,4,1:34.662,94662
116,51,36,18,1:41.115,101115
98,21,27,8,1:14.364,74364
130,56,76,9,1:21.137,81137
10,153,11,18,1:25.258,85258
135,11,4,14,1:20.694,80694
149,57,23,5,1:20.830,80830
881,821,41,12,1:41.403,101403
888,821,36,14,1:37.794,97794
93,30,3,2,1:21.192,81192
926,13,44,4,1:32.091,92091
155,30,14,3,1:27.383,87383
959,835,8,20,1:23.386,83386
845,16,43,15,1:30.319,90319
943,815,25,10,1:24.239,84239
30,9,27,6,1:50.056,110056
867,5,2,18,1:50.460,110460
160,64,45,11,1:52.613,112613
144,2,9,12,1:29.270,89270
121,2,35,7,1:29.081,89081
977,8,3,4,1:10.705,70705
153,21,54,13,1:21.608,81608
177,21,9,13,1:32.683,92683
20,4,52,10,1:35.208,95208
27,22,10,16,1:19.125,79125
63,35,55,12,1:17.931,77931
910,8,45,7,1:28.415,88415
878,8,6,6,1:45.317,105317
196,55,47,4,1:24.594,84594
23,13,27,1,1:30.809,90809
62,14,8,10,1:15.975,75975
151,21,53,13,1:29.447,89447
910,818,7,9,1:45.516,105516
146,54,13,12,1:16.346,76346
896,814,28,11,1:31.745,91745
926,815,48,10,1:32.335,92335
876,10,52,21,1:32.429,92429
44,26,23,10,1:23.667,83667
878,154,44,7,1:41.691,101691
130,37,16,17,1:23.719,83719
956,831,33,7,1:12.129,72129
206,21,24,8,1:42.681,102681
914,154,29,13,1:55.672,115672
145,4,41,15,1:26.024,86024
202,25,41,7,1:22.145,82145
214,35,59,4,1:18.903,78903
937,831,20,12,2:02.902,122902
119,35,48,11,1:18.813,78813
875,814,21,12,1:46.844,106844
11,22,32,2,1:39.677,99677
47,5,8,7,1:30.211,90211
893,819,15,20,1:55.166,115166
63,37,3,9,1:20.038,80038
142,58,33,14,1:54.231,114231
869,17,43,10,1:20.605,80605
30,8,4,1,1:51.439,111439
878,808,29,17,1:44.355,104355
228,44,46,7,1:31.638,91638
180,57,19,2,1:21.590,81590
345,13,56,14,1:40.212,100212
863,3,5,9,1:41.520,101520
971,839,55,10,1:36.070,96070
228,77,24,2,1:31.700,91700
898,4,45,5,1:41.594,101594
901,3,27,2,1:47.124,107124
855,153,4,20,1:43.398,103398
911,1,19,17,1:53.926,113926
174,25,45,7,1:42.316,102316
843,16,7,8,1:44.891,104891
40,27,48,20,1:18.600,78600
960,822,30,9,1:54.278,114278
178,48,9,19,1:30.344,90344
863,3,12,10,1:40.605,100605
929,815,14,7,1:42.949,102949
79,40,34,5,1:15.021,75021
131,2,4,7,1:19.757,79757
137,37,16,9,2:00.080,120080
120,23,38,7,1:23.624,83624
892,819,28,17,1:30.338,90338
955,1,15,5,1:54.819,114819
16,24,21,16,1:16.061,76061
113,23,28,7,1:11.009,71009
953,822,74,12,1:19.572,79572
858,815,22,13,1:47.727,107727
215,21,26,4,1:28.183,88183
973,828,5,14,1:29.567,89567
59,11,45,18,1:19.637,79637
118,17,47,11,1:31.828,91828
123,11,30,6,1:35.794,95794
898,815,56,7,1:43.533,103533
174,50,9,11,1:44.052,104052
885,154,59,14,1:21.153,81153
28,12,61,7,1:22.451,82451
879,1,5,1,1:23.543,83543
64,17,44,3,1:16.945,76945
216,15,36,5,1:47.350,107350
854,24,3,23,2:01.636,121636
