targetid,raceid,driverid,win
11619,152,2,0
20366,417,112,0
13974,52,1,0
65770,890,822,0
16293,332,117,0
3134,161,50,0
55464,595,232,0
64057,349,30,0
317,33,7,0
64834,857,15,0
4291,191,57,1
19373,384,99,0
63622,726,450,0
10606,255,79,0
20292,415,156,0
17181,308,77,0
43376,836,796,0
18070,14,16,0
22469,478,201,0
44907,811,640,0
19035,373,160,0
49680,746,499,0
19624,392,112,0
12245,115,21,0
12971,60,22,0
46437,798,625,0
19540,389,84,0
45314,816,675,0
47381,783,586,0
20087,409,175,0
13727,41,17,0
23198,494,105,0
4541,203,30,0
57059,574,187,0
65538,881,4,0
11990,135,11,0
13669,38,9,0
57764,543,254,0
48116,740,386,0
55887,603,300,0
17223,309,103,0
52716,686,347,0
21588,453,175,0
12580,98,14,0
46729,788,512,0
44042,831,680,0
368,35,12,0
58377,558,239,0
13934,50,22,0
49544,774,558,0
49303,771,593,0
4570,204,68,0
58750,521,152,0
50284,755,509,0
1419,81,30,0
54210,628,330,0
10435,250,77,0
3790,73,14,0
17970,9,1,0
66216,262,85,0
59313,509,191,0
20031,407,105,0
19459,386,94,0
11613,151,31,0
53535,667,278,0
62255,761,549,0
67583,949,815,0
50959,717,360,0
3351,171,41,0
45199,815,657,0
53209,634,345,0
58981,500,178,0
54372,644,235,0
48086,738,404,0
54240,629,250,0
58502,513,187,0
17560,318,110,0
67612,950,837,0
67708,954,838,0
64940,861,813,0
64997,860,807,0
