statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
112,112,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
237,237,1999-08-13T00:00:00,1999-09-02T00:00:00,3549.0,
264,264,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
280,280,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
355,355,1999-08-13T00:00:00,1999-09-02T00:00:00,1594.0,
362,362,1999-08-13T00:00:00,1999-09-02T00:00:00,659.0,
363,363,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
378,378,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
397,397,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
586,586,1999-08-13T00:00:00,1999-09-02T00:00:00,2522.0,
653,653,1999-08-13T00:00:00,1999-09-02T00:00:00,2434.0,
783,783,1999-08-13T00:00:00,1999-09-02T00:00:00,1566.0,
853,853,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
885,885,1999-08-13T00:00:00,1999-09-02T00:00:00,468.0,
980,980,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1053,1053,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1102,1102,1999-08-13T00:00:00,1999-09-02T00:00:00,4547.0,
1158,1158,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1313,1313,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1339,1339,1999-08-13T00:00:00,1999-09-02T00:00:00,4596.0,
1549,1549,1999-08-13T00:00:00,1999-09-02T00:00:00,4813.0,
1603,1603,1999-08-13T00:00:00,1999-09-02T00:00:00,1733.0,
1675,1675,1999-08-13T00:00:00,1999-09-02T00:00:00,4676.0,
1715,1715,1999-08-13T00:00:00,1999-09-02T00:00:00,564.0,
1732,1732,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1808,1808,1999-08-13T00:00:00,1999-09-02T00:00:00,4885.0,
1824,1824,1999-08-13T00:00:00,1999-09-02T00:00:00,3809.0,
1832,1832,1999-08-13T00:00:00,1999-09-02T00:00:00,3344.0,
1866,1866,1999-08-13T00:00:00,1999-09-02T00:00:00,3748.0,
