playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
henrygo01,1948,1,BOS,NHL,1,60,1,0,0,,1,0,,,,,,,,,,
hedbejo01,2001,1,PIT,NHL,66,3877,25,34,7,3,6,178,1851,,,,,,,,,
beaupdo01,1982,1,MNS,NHL,36,2011,19,10,5,2,0,120,1048,4,245,2,2,,1,0,20,
wamslri01,1984,1,STL,NHL,40,2319,23,12,5,3,0,126,1094,2,120,0,2,,0,0,7,56
weeksst01,1984,1,HAR,NHL,23,1397,9,12,2,0,2,91,700,,,,,,,,,
smithga01,1966,1,TOR,NHL,2,115,0,2,0,0,0,7,,,,,,,,,,
fuhrgr01,1981,1,EDM,NHL,48,2847,28,5,14,2,0,157,,5,309,2,3,,1,0,26,
gillan01,1967,1,BOS,NHL,5,270,3,2,0,0,1,13,,,,,,,,,,
tallaro01,2000,1,CHI,NHL,12,627,2,7,0,1,0,35,265,,,,,,,,,
lemelre01,1991,1,BOS,NHL,8,407,5,1,0,0,0,23,210,2,54,0,0,,1,0,3,23
melanro01,1985,2,LAK,NHL,22,1246,4,16,1,8,0,87,654,,,,,,,,,
bouchda01,1980,1,CAL,NHL,14,760,4,5,3,0,0,51,,,,,,,,,,
bromlga01,1973,1,BUF,NHL,12,598,3,5,3,0,0,33,,,,,,,,,,
hanlogl01,1988,1,DET,NHL,39,2092,13,14,8,3,1,124,1055,2,78,0,1,,0,0,7,47
bouchbr01,2002,1,PHO,NHL,45,2544,15,20,8,4,0,128,1210,,,,,,,,,
lumleha01,1951,1,CHI,NHL,70,4180,17,44,9,,2,241,,,,,,,,,,
millery01,2005,1,BUF,NHL,48,2862,30,14,3,3,1,124,1440,18,1123,11,7,,1,1,48,522
raynech01,1947,1,NYR,NHL,12,691,4,7,0,,0,42,,6,360,2,4,,,0,17,
hebergu01,1991,1,STL,NHL,13,738,5,5,1,0,0,36,393,,,,,,,,,
garonma01,2001,1,MTL,NHL,5,261,1,4,0,0,0,19,147,,,,,,,,,
hackeje01,1988,1,NYI,NHL,13,662,4,7,0,0,0,39,329,,,,,,,,,
terrech01,1996,1,SJS,NHL,22,1200,6,10,3,4,0,55,553,,,,,,,,,
lehmahu01,1925,1,VMR,WCHL,30,1826,10,18,2,,3,90,,,,,,,,,,
mitchiv01,1919,1,TRS,NHL,16,830,6,7,0,,0,60,,,,,,,,,,
corsiji01,1977,1,QUN,WHA,23,1089,10,7,0,0,0,82,647,,,,,,,,,
sanfocu01,2006,1,STL,NHL,31,1492,8,12,5,3,0,79,707,,,,,,,,,
brimsfr01,1939,1,BOS,NHL,48,2950,31,12,5,,6,98,,6,360,2,4,,,0,15,
potvife01,2000,1,VAN,NHL,35,2006,14,17,3,2,1,103,914,,,,,,,,,
richtmi01,1995,1,NYR,NHL,41,2396,24,13,3,3,3,107,1221,11,661,5,6,,2,0,36,308
tallaro01,1999,1,BOS,NHL,27,1363,4,13,4,4,0,72,628,,,,,,,,,
smithal02,1968,1,TOR,NHL,7,335,2,2,1,0,0,16,,,,,,,,,,
brodatu01,1950,1,TOR,NHL,31,1833,14,11,5,,6,68,,8,492,5,1,,,2,9,
smithno01,1936,1,DET,NHL,48,2980,25,14,9,,6,102,,5,281,3,1,,,1,6,
heinzri01,1980,1,STL,NHL,4,220,2,1,1,0,0,8,,,,,,,,,,
grayge01,1970,1,DET,NHL,7,380,1,4,1,0,0,30,,,,,,,,,,
wreggke01,1996,1,PIT,NHL,46,2514,17,17,6,6,2,136,1383,5,297,1,4,,2,0,18,211
desjace01,2010,1,TBL,NHL,2,120,2,0,0,0,0,2,63,,,,,,,,,
wortero01,1932,1,NYA,NHL,47,2970,15,22,10,,5,116,,,,,,,,,,
gambltr01,1991,1,VAN,NHL,19,1009,4,9,3,0,0,73,518,,,,,,,,,
beaurst01,1993,1,WIN,NHL,13,418,0,4,1,0,0,34,211,,,,,,,,,
hnilimi01,2002,1,ATL,NHL,21,1097,4,13,1,0,0,65,605,,,,,,,,,
fleurma01,2010,1,PIT,NHL,65,3695,36,20,5,5,3,143,1742,7,405,3,4,,1,1,17,168
schwama01,2006,1,STL,NHL,2,60,0,1,0,0,0,3,25,,,,,,,,,
labbeje01,2001,1,CBS,NHL,3,117,1,1,0,0,0,6,68,,,,,,,,,
rollial01,1956,1,CHI,NHL,70,4200,16,39,15,,3,225,,,,,,,,,,
hardijo01,2009,1,MIN,NHL,25,1300,9,12,0,3,1,66,692,,,,,,,,,
mummeha01,1919,1,QUB,NHL,3,142,1,1,0,,0,18,,,,,,,,,,
grattgi01,1974,1,TOT,WHA,53,2881,30,20,1,1,2,185,1632,1,36,0,1,,0,0,5,
mccarch01,1914,1,MOW,NHA,19,1182,14,5,0,,0,76,,2,120,1,1,0,,1,4,
hrudeke01,1985,1,NYI,NHL,45,2563,19,15,8,2,1,137,1455,2,120,0,2,,0,0,6,59
finlebr01,2005,1,NAS,NHL,1,60,0,1,0,0,0,7,41,,,,,,,,,
villegi01,1972,1,NYR,NHL,34,2040,20,12,2,2,3,78,,2,61,0,1,,0,0,2,
beaurst01,1991,1,WIN,NHL,26,1267,6,8,6,1,2,61,611,,,,,,,,,
holmeha01,1924,1,VIC,WCHL,28,1682,16,12,0,,3,63,,4,240,2,0,2,,1,5,
stanara01,2003,1,WAS,NHL,6,211,1,2,0,0,0,11,100,,,,,,,,,
denisma01,1999,1,COL,NHL,23,1203,9,8,3,2,3,51,618,,,,,,,,,
micalco01,1983,1,DET,NHL,14,808,5,8,1,4,0,52,361,1,7,0,0,,0,0,2,5
sauvebo01,1987,1,NJD,NHL,34,1803,10,16,3,2,0,107,823,5,238,2,1,,0,0,13,118
edwarma01,1973,1,CLF,NHL,14,780,1,10,1,0,0,51,,,,,,,,,,
potvife01,2001,1,LAK,NHL,71,4071,31,27,8,3,6,157,1686,7,417,3,4,,0,1,15,201
mattsma01,1983,1,LAK,NHL,19,1101,7,8,2,1,1,79,530,,,,,,,,,
currami01,1973,1,MFS,WHA,40,2382,23,14,2,2,2,130,1444,5,289,2,3,,0,0,14,161
rinnepe01,2005,1,NAS,NHL,2,63,1,1,0,0,0,4,40,,,,,,,,,
leducal01,1931,1,MTL,NHL,1,2,0,0,0,,0,1,,,,,,,,,,
gossema01,1986,1,QUE,NHL,30,1625,13,11,1,3,0,86,758,11,654,7,4,,0,0,37,326
aebisda01,2002,1,COL,NHL,22,1235,7,12,0,4,1,50,593,,,,,,,,,
lalimpa01,2005,1,STL,NHL,31,1699,4,18,8,2,0,103,868,,,,,,,,,
beaupdo01,1981,1,MNS,NHL,29,1634,11,8,9,3,0,101,,2,60,0,1,,1,0,4,
jenseal01,1984,1,WAS,NHL,14,803,10,3,1,1,1,34,295,3,201,1,2,,1,0,8,86
levaslo01,1976,2,EDO,WHA,21,1213,6,12,3,1,0,88,658,2,133,0,2,,0,0,10,74
dubnyde01,2010,1,EDM,NHL,35,2061,12,13,8,4,2,93,1103,,,,,,,,,
danisya01,2011,1,EDM,NHL,1,32,0,0,0,0,0,2,12,,,,,,,,,
wortero01,1929,1,MTL,NHL,1,60,1,0,0,,0,2,,,,,,,,,,
paillma01,1957,1,NYR,NHL,33,1980,11,15,7,,1,102,,,,,,,,,,
thompti01,1933,1,BOS,NHL,48,2980,18,25,5,,5,130,,,,,,,,,,
hodsoke01,1996,1,DET,NHL,6,294,2,2,1,0,1,8,114,,,,,,,,,
graharo02,1980,2,QUE,NHL,8,439,1,5,1,1,0,40,,,,,,,,,,
tumilgo01,1972,1,WIJ,WHA,3,138,0,2,0,0,0,10,65,,,,,,,,,
wreggke01,1990,1,PHI,NHL,30,1484,10,14,3,3,0,88,660,,,,,,,,,
harripa01,1980,1,TOR,NHL,,,,,,,,,,1,40,0,0,,0,0,1,
froesbo01,1985,1,PHI,NHL,51,2728,31,10,3,1,5,116,1270,5,293,2,3,,2,0,15,125
sevigri01,1983,1,MTL,NHL,40,2203,16,18,2,3,1,124,946,,,,,,,,,
vernomi01,1990,1,CAL,NHL,54,3121,31,19,3,2,1,172,1406,7,427,3,4,,0,0,21,204
edwardo01,1985,1,TOR,NHL,38,2009,12,23,0,1,0,160,1140,,,,,,,,,
fuhrgr01,1999,1,CAL,NHL,23,1205,5,13,2,2,0,77,536,,,,,,,,,
vezinge01,1920,1,MTL,NHL,24,1441,13,11,0,,1,99,,,,,,,,,,
johnsed01,1977,1,STL,NHL,12,650,5,6,1,0,0,45,,,,,,,,,,
bierkza01,1998,1,TBL,NHL,1,59,0,1,0,0,0,2,21,,,,,,,,,
lowro01,1981,1,EDM,NHL,29,1554,17,7,1,2,0,100,,,,,,,,,,
edwarga01,1980,1,EDM,NHL,15,729,5,3,4,0,0,44,,1,20,0,0,,0,0,2,
lindbpe01,1983,1,PHI,NHL,36,1999,16,13,3,3,1,135,966,2,26,0,1,,0,0,3,13
croziro01,1966,1,DET,NHL,58,3256,22,29,4,1,4,182,,,,,,,,,,
benedcl01,1915,1,OT1,NHA,24,1447,13,11,0,,2,72,,,,,,,,,,
cheveti01,1995,1,WIN,NHL,30,1695,8,18,3,5,0,111,948,,,,,,,,,
fankhsc01,1999,1,ATL,NHL,16,920,2,11,2,1,0,49,451,,,,,,,,,
melanro01,1980,1,NYI,NHL,11,620,8,1,1,0,0,32,,3,92,1,0,,0,0,6,
osgooch01,1993,1,DET,NHL,41,2206,23,8,5,0,2,105,999,6,307,3,2,,0,1,12,110
hasekdo01,1992,1,BUF,NHL,28,1429,11,10,4,1,0,75,720,1,45,1,0,,0,0,1,24
edwardo01,1979,1,BUF,NHL,49,2920,27,9,12,1,2,125,,6,360,3,3,,1,1,17,
trefian01,1993,1,CAL,NHL,11,623,3,4,2,1,2,26,305,,,,,,,,,
broderi01,1986,1,VAN,NHL,53,2972,20,25,5,3,1,178,1391,,,,,,,,,
roypa01,1995,2,COL,NHL,39,2305,22,15,1,3,1,103,1130,22,1454,16,6,,0,3,51,649
hasekdo01,1996,1,BUF,NHL,67,4037,37,20,10,3,5,153,2177,3,153,1,1,,0,0,5,68
caseyjo01,1988,1,MNS,NHL,55,2961,18,17,12,3,1,151,1509,4,211,1,3,,0,0,16,121
hasekdo01,2000,1,BUF,NHL,67,3904,37,24,4,2,11,137,1726,13,833,7,6,,1,1,29,347
malarcl01,1989,1,BUF,NHL,29,1596,14,11,2,1,0,89,914,,,,,,,,,
whitmka01,2000,1,BOS,NHL,5,203,1,2,0,0,0,18,94,,,,,,,,,
grantbe01,1931,1,TOR,NHL,5,320,1,2,1,,1,18,,,,,,,,,,
fleurma01,2008,1,PIT,NHL,62,3641,35,18,7,5,4,162,1850,24,1447,16,8,,1,0,63,686
smithal02,1980,1,COR,NHL,37,1909,9,18,4,4,0,151,,,,,,,,,,
plantja01,1974,1,EDO,WHA,31,1592,15,14,1,4,1,88,803,,,,,,,,,
gigueje01,1998,1,CAL,NHL,15,860,6,7,1,2,0,46,447,,,,,,,,,
johnsch02,2009,1,NYR,NHL,5,281,1,2,1,1,0,11,135,,,,,,,,,
