playerid,award,year,lgid,note,pos
sittlda01,Second Team All-Star,1977,NHL,,C
iginlja01,Messier,2008,NHL,,
gadsbbi01,Second Team All-Star,1964,NHL,,D
stewaja01,First Team All-Star,1947,NHL,,D
schmimi01,Second Team All-Star,1951,NHL,,C
drydeke01,Vezina,1972,NHL,,
smithbi01,Vezina,1981,NHL,,
drillgo01,Art Ross,1937,NHL,,
harvedo01,First Team All-Star,1961,NHL,,D
stlouma01,Second Team All-Star,2006,NHL,,RW
laperia01,Masterton,2010,NHL,,
sauvebo01,Jennings,1984,NHL,shared,
bossymi01,First Team All-Star,1982,NHL,,RW
lecavvi01,Richard,2006,NHL,,
langwro01,Second Team All-Star,1984,NHL,,D
jagrja01,Pearson,2005,NHL,,
vernomi01,Second Team All-Star,1988,NHL,,G
lumleha01,First Team All-Star,1953,NHL,,G
bentlma01,Lady Byng,1942,NHL,,
mullejo01,Plus-Minus,1988,NHL,,
kovalil01,Richard,2003,NHL,shared,
mullejo01,Lady Byng,1986,NHL,,
salmibo01,Second Team All-Star,1975,NHL,,D
kleslro01,All-Rookie,2001,NHL,,D
langwro01,Norris,1983,NHL,,
doreyji01,Second Team All-Star,1972,WHA,,D
leclajo01,Second Team All-Star,1996,NHL,,LW
hextabr01,First Team All-Star,1941,NHL,,RW
laperja01,Calder,1963,NHL,,
howego01,Hart,1956,NHL,,
bouchfr01,Lady Byng,1930,NHL,,
stewaja01,First Team All-Star,1942,NHL,,D
cowlebi01,First Team All-Star,1940,NHL,,C
ovechal01,First Team All-Star,2008,NHL,,LW
cloutre01,Second Team All-Star,1976,WHA,,RW
lindbpe01,First Team All-Star,1984,NHL,,G
reardke01,Second Team All-Star,1945,NHL,,D
smithsi01,Second Team All-Star,1951,NHL,,LW
potvide01,Calder,1973,NHL,,
langwro01,Norris,1982,NHL,,
reardke01,First Team All-Star,1946,NHL,,D
stevesc01,Second Team All-Star,1996,NHL,,D
haybi01,Calder,1959,NHL,,
nashri01,Richard,2003,NHL,shared,
jagrja01,Art Ross,1994,NHL,,
abelsi01,Second Team All-Star,1941,NHL,,LW
sheppra01,All-Rookie,1987,NHL,,RW
stewaga01,Second Team All-Star,1947,NHL,,LW
lindste01,First Team All-Star,1952,NHL,,LW
langwro01,First Team All-Star,1983,NHL,,D
jacksbu01,First Team All-Star,1933,NHL,,LW
sullist01,Masterton,2008,NHL,,
brindro01,All-Rookie,1989,NHL,,LW
mcdonla01,King Clancy,1987,NHL,,
cowlebi01,Hart,1940,NHL,,
raynech01,Second Team All-Star,1949,NHL,,G
goodfeb01,Hart,1939,NHL,,
martiri01,Second Team All-Star,1975,NHL,,LW
gainebo01,Selke,1979,NHL,,
ogrodjo01,First Team All-Star,1984,NHL,,LW
morrike01,Second Team All-Star,1975,WHA,,D
plantja01,Vezina,1955,NHL,,
belfoed01,Jennings,1992,NHL,,
staplpa01,Murphy,1973,WHA,Best Defenceman,
niedesc01,Conn Smythe,2006,NHL,,
mikitst01,First Team All-Star,1962,NHL,,C
leyri01,Murphy,1978,WHA,Best Defenceman,
luongro01,Jennings,2010,NHL,shared,
gillicl01,First Team All-Star,1978,NHL,,LW
stewaga01,First Team All-Star,1945,NHL,,LW
kanepa01,Calder,2007,NHL,,
sundima01,Second Team All-Star,2001,NHL,,C
savarse01,Second Team All-Star,1978,NHL,,D
pennest01,All-Rookie,1984,NHL,,G
johnsto01,Norris,1958,NHL,,
jarrega01,Second Team All-Star,1972,WHA,,LW
francro01,Lady Byng,1997,NHL,,
burepa01,Calder,1991,NHL,,
hollefl01,Second Team All-Star,1942,NHL,,D
konstvl01,Second Team All-Star,1995,NHL,,D
stanlal01,Second Team All-Star,1965,NHL,,D
ratelje01,Second Team All-Star,1971,NHL,,C
thomati01,Vezina,2010,NHL,,
coultar01,Second Team All-Star,1939,NHL,,D
shoreed01,First Team All-Star,1935,NHL,,D
gilbero01,Masterton,1975,NHL,,
stlouma01,Art Ross,2003,NHL,,
trottbr01,King Clancy,1988,NHL,,
lachel01,First Team All-Star,1951,NHL,,C
delveal01,Lady Byng,1958,NHL,,
brodema01,First Team All-Star,2002,NHL,,G
perregi01,Second Team All-Star,1976,NHL,,C
turekro01,Second Team All-Star,1999,NHL,,G
jagrja01,All-Rookie,1990,NHL,,LW
mahovfr01,Second Team All-Star,1961,NHL,,LW
laperja01,First Team All-Star,1964,NHL,,D
bouchfr01,Second Team All-Star,1930,NHL,,C
lachel01,Second Team All-Star,1945,NHL,,C
rollial01,Vezina,1950,NHL,,
hodgech01,Second Team All-Star,1964,NHL,,G
eliaspa01,Plus-Minus,2000,NHL,tie,
coffepa01,Norris,1984,NHL,,
sevigri01,Vezina,1980,NHL,shared,
